gene	mean_KO	mean_WT	mean_dif	mean_pval	feature	location
Adra2c	0.2825	0.5	-0.2175	0.00907367745461509	TES	5:35280763:35282763
Agap3	0	0.185	-0.185	0.000350095471895332	TSS	5:24451176:24453176
AI464131	0.595	0.425	0.17	1.02830672074876e-07	gene	4:41496600:41502075
AI467606	1	0.8	0.2	0.00583737118731722	gene	7:127092435:127093049
AI854517	0.4425	0.26	0.1825	1.02334282247247e-05	gene	7:79516434:79533403
Aim1	0	0.1825	-0.1825	0.000340048947667782	TSS	10:44003846:44005846
Aip	0.45	0.75	-0.3	0.00250029183751211	TES	19:4112755:4114755
Airn	0.75	0.535	0.215	3.50591273287104e-15	TSS	17:12740310:12742310
Ajap1	0.835	0.6725	0.1625	7.95380856181206e-09	gene	4:153374220:153481830
Akap17b	1	0.8175	0.1825	3.50847143644214e-05	gene	20:36609182:36644414
Aldoc	0.6975	0.5	0.1975	0.000514050923116625	gene	11:78324072:78326778
Alk	0	0.185	-0.185	1.07661788499544e-05	TSS	17:72603307:72605307
Amn	0.0125	0.1975	-0.185	0.00015149523002488	gene	12:111272110:111275426
Amtn	0.6275	0.855	-0.2275	0.000540884921821508	TES	5:88384916:88386916
Ankle1	0.18	0.425	-0.245	0.0017554618445752	TSS	8:71405011:71407011
Ankmy1	0.26	0	0.26	0.00369122552281734	TSS	1:92901906:92903906
Ankrd10	0.735	0.5775	0.1575	5.46868181534095e-05	gene	8:11612580:11634757
Ankrd2	0.64	0.3375	0.3025	0.000267270989738226	TSS	19:42035037:42037037
Ankrd61	0.3675	0.6025	-0.235	0.0140800657285193	gene	5:143891742:143894067
Anks1	0.805	0.5625	0.2425	3.58513534263396e-05	TES	17:28061779:28063779
Aox1	0.32	0.1075	0.2125	0.00125818939449307	TSS	1:58028968:58030968
Ap2a1	0.67	0.465	0.205	0.00907684228609808	TES	7:44899372:44901372
Apbb1	0.7425	0.5675	0.175	0.000896468097497035	TES	7:105557464:105559464
Arcn1	0	0.8075	-0.8075	2.87757130899742e-07	TSS	9:44766808:44768808
Arhgap27	0.425	0.235	0.19	1.78838162062775e-12	gene	11:103332483:103362692
Arhgap33os	0.8725	0.6425	0.23	0.000371563290249743	TES	7:30521193:30523193
Arhgef2	0.7975	0.595	0.2025	0.00089265650497481	TES	3:88647052:88649052
Arid1b	0.62	0.4475	0.1725	7.071602604656e-11	gene	17:4996073:5346656
Arid3c	0.365	0.165	0.2	5.52961683265882e-05	gene	4:41724835:41730142
Arl4c	0.1675	0.3375	-0.17	7.5199987130501e-06	gene	1:88699225:88701191
Arl5c	0.15	0.345	-0.195	0.00788533759604256	TES	11:97988579:97990579
Arnt	0.905	0.69	0.215	0.0168867369360508	TES	3:95496239:95498239
Asic4	0.2475	0.52	-0.2725	0.000335877147332035	TSS	1:75449509:75451509
Atp2b1	0.6225	0.46	0.1625	7.94761762909637e-11	gene	10:98916151:99025143
Atp2c1	0.7	0.5175	0.1825	0.00111152269586751	TSS	9:105520257:105522257
Atp5b	0.8	0.5975	0.2025	0.00473525124743059	gene	10:128084306:128089388
Atp5s	0	0.195	-0.195	0.00128367343352559	TSS	12:69723961:69725961
Atrn	0.69	0.885	-0.195	0.00192956170434732	TES	2:131029326:131031326
Atxn7l2	0.735	0.535	0.2	0.00218753012721789	TES	3:108201227:108203227
AU021092	0.825	0.6425	0.1825	0.000584432429618845	gene	16:5212818:5221299
AU022754	0	0.2175	-0.2175	1.21141643450216e-06	TSS	15:85580141:85582141
AU023762	0.815	0.595	0.22	0.00113226019734739	TSS	9:113586152:113588152
AU040320	0.3825	0.18	0.2025	0.00814553252031361	gene	4:126754554:126868694
Axin2	0	0.1725	-0.1725	0.00417404247539065	TSS	11:108919348:108921348
B230214G05Rik	0.885	0.605	0.28	0.000679570418080311	gene	15:88315873:88371651
B3galt1	0.8125	0.57	0.2425	0.00102402335836947	TES	2:68121882:68123882
B4galnt1	0.1725	0	0.1725	8.70308948263273e-05	gene	10:127166155:127171340
Bag1	0.615	0.3875	0.2275	0.00630932959172961	TES	4:40935397:40937397
Bahd1	0	0.195	-0.195	8.87702920406631e-07	TSS	2:118900614:118902614
Bcl11b	0.67	0.5	0.17	9.84192386594854e-42	gene	12:107911402:108002414
Bcl2a1d	0.875	0.64	0.235	4.82614078651698e-05	TSS	9:88730850:88732850
Bcl3	0.4925	0.7175	-0.225	0.00493441876860925	TES	7:19807461:19809461
Bcl6b	0.4775	0.2975	0.18	0.00558000658907893	gene	11:70225126:70228798
Bcl9l	0	0.195	-0.195	2.68310561878274e-10	TSS	9:44498135:44500135
Bcr	0.4375	0.255	0.1825	0.000292119020835488	gene	10:75061895:75183923
Best2	0.46	0.2375	0.2225	0.00146652109199526	TES	8:85006202:85008202
Bhlha15	0.4625	0.6725	-0.21	0.000549568090162767	TSS	5:144189285:144191285
Bhlhe40	0.5825	0.37	0.2125	0.00496509523951181	gene	6:108661628:108665925
Bhmt	0.9325	0.74	0.1925	0.00545848806633678	TES	13:93615890:93617890
Bnip1	0.7725	0.5925	0.18	7.35613145418138e-05	TES	17:26791521:26793521
Bri3	0.66	0.82	-0.16	1.37650228324825e-05	gene	5:144245436:144263573
Brwd3	0.6675	0.8675	-0.2	0.000952711327318755	TES	20:108741207:108743207
Btbd16	0.6725	0.8575	-0.185	0.00561334011649205	TSS	7:130773068:130775068
Btbd17	0.0999999999999999	0.3	-0.2	0.000267449577750721	gene	11:114791668:114794892
Bzrap1	0.5125	0.2975	0.215	4.99696796250059e-07	gene	11:87761540:87784928
C1ql4	0.5975	0.3	0.2975	0.00623247999176103	TES	15:99083753:99085753
C2cd2l	0.54	0.825	-0.285	0.00218708155522363	TES	9:44308236:44310236
C530044C16Rik	0.1725	0.3475	-0.175	0.00656182497193893	TSS	6:50775114:50777114
C920009B18Rik	0.8025	0.615	0.1875	0.00652957487219737	TSS	10:22305719:22307719
Cacna2d3	0	0.1775	-0.1775	6.24080468226821e-08	TSS	14:29720864:29722864
Cacnb1	0.4175	0.7025	-0.285	0.0103037696858603	TSS	11:98017372:98019372
Cacng7	0.5775	0.38	0.1975	3.06579758963124e-08	TES	7:3365948:3367948
Camk1	0.5525	0.3075	0.245	0.000223100824963459	TES	6:113333123:113335123
Camkv	0	0.195	-0.195	0.000212646845026969	TSS	9:107934919:107936919
Capg	0.49	0.2975	0.1925	0.00145064919949286	TSS	6:72543390:72545390
Car15	0.44	0.23	0.21	0.00150066498382216	TES	16:17834275:17836275
Cartpt	0.5075	0.2825	0.225	0.0134153231944681	TES	13:99897482:99899482
Casp1	0.5625	0.2525	0.31	0.0006728847089516	TSS	9:5297516:5299516
Casq2	0.5725	0.3975	0.175	0.000302123152385612	TES	3:102145512:102147512
Cbl	0.715	0.875	-0.16	0.00258994796849905	TES	9:44148261:44150261
Cbx6	0.74	0.54	0.2	2.43355620775642e-07	gene	15:79824897:79833333
Cbx8	0.5925	0.4025	0.19	1.64317528455382e-07	TES	11:119037435:119039435
Ccdc102a	0.675	0.435	0.24	8.22229795452255e-10	gene	8:94903868:94917098
Ccdc142	0.55	0.17	0.38	0.001693709534571	gene	6:83102515:83108121
Ccdc153	0.2275	0.7575	-0.53	3.7261846183312e-07	TSS	9:44239676:44241676
Ccdc88b	0.7425	0.5575	0.185	9.67439934647335e-06	gene	19:6845622:6857211
Ccdc91	0.8925	0.635	0.2575	1.55338456073297e-05	gene	6:147476870:147631612
Cd27	0.6	0.8025	-0.2025	0.00657626024924631	TSS	6:125236027:125238027
Cd276	0.37	0.7975	-0.4275	3.89787201164827e-05	TSS	9:58539940:58541940
Cd300e	0.5625	0.37	0.1925	0.0223803910508441	TES	11:115050916:115052916
Cd3d	0.3125	0.6175	-0.305	4.39112022817322e-07	TES	9:44986052:44988052
Cd3g	0.5175	0.245	0.2725	0.00969749133786337	gene	9:44970571:44979431
Cd59a	0.63	0.3175	0.3125	1.36123249346526e-08	TSS	2:104094800:104096800
Cd93	0.7925	0.62	0.1725	0.000611545967889257	TSS	2:148442535:148444535
Cdc20b	0.67	0.455	0.215	0.0135767252415105	gene	13:113036378:113090135
Cdh20	0.425	0.66	-0.235	1.16658301254253e-05	TES	1:104994481:104996481
Cdk10	0.7275	0.45	0.2775	0.00256547284908006	TES	8:123231256:123233256
Cdk15	0.49	0.25	0.24	0.000347977222764777	TSS	1:59255906:59257906
Cdk5r1	0.365	0.185	0.18	0.000881570829112453	gene	11:80478045:80480179
Cdon	0.6425	0.825	-0.1825	0.0076635054645651	TES	9:35506652:35508652
Cdx4	0.3925	0.0600000000000001	0.3325	1.00818743748805e-07	TSS	20:103320397:103322397
Cecr6	0	0.17	-0.17	0.00373531561164004	TSS	6:120492807:120494807
Cela3a	0.8375	0.67	0.1675	0.00241287649402107	TSS	4:137408791:137410791
Celf3	0.7375	0.4675	0.27	0.00116941734932765	TSS	3:94481721:94483721
Cep295	1	0.7775	0.2225	0.00182838010045015	TES	9:15315913:15317913
Cfap221	0.865	0.685	0.18	6.85197360261374e-05	gene	1:119924518:119994210
Cga	0.6575	0.465	0.1925	0.000500278870787871	TES	4:34906374:34908374
Chd4	0.6225	0.8075	-0.185	0.00222275880827551	TES	6:125129501:125131501
Chd5	0.8225	0.6375	0.185	2.97952958847589e-05	TES	4:152389194:152391194
Chga	0.1125	0.32	-0.2075	0.0032285299234625	TSS	12:102553968:102555968
Chp2	0.505	0.3125	0.1925	0.000806511450648644	TSS	7:122218495:122220495
Chpf2	0.695	0.4925	0.2025	7.23297601076588e-06	TES	5:24591486:24593486
Chrna4	0.0325	0.2125	-0.18	0.000383309324427353	TSS	2:181038177:181040177
Chrnb3	0.7925	0.615	0.1775	0.00329957649509158	TSS	8:27367710:27369710
Chrng	0.5775	0.39	0.1875	0.000327566700902627	TSS	1:87204810:87206810
Chst1	0.5075	0.3075	0.2	2.45510216649511e-06	gene	2:92600706:92614252
Chst8	0.535	0.36	0.175	0.00261978352722605	TES	7:34673467:34675467
Cipc	0.5575	0.345	0.2125	0.0085830140259501	gene	12:86948040:86964366
Clcf1	0.455	0.71	-0.255	3.35304798708016e-07	gene	19:4215391:4221615
Clcn1	1	0.7775	0.2225	0.00198494542977374	TES	6:42313656:42315656
Clcn2	0.8375	0.665	0.1725	3.56532276524664e-08	gene	16:20703965:20715636
Clcnka	0.3475	0.525	-0.1775	0.00577682046785533	TES	4:141383610:141385610
Clint1	0.57	0.8075	-0.2375	0.00537820856599937	TES	11:45909625:45911625
Clstn3	0.0600000000000001	0.27	-0.21	0.00133067328691743	TSS	6:124463784:124465784
Cnih2	0.8075	0.63	0.1775	0.00316926399169766	TES	19:5091867:5093867
Cntfr	0.1475	0.4125	-0.265	0.00328325460131345	TSS	4:41694445:41696445
Cntnap5c	0.875	0.6675	0.2075	0.00869849025946384	gene	17:57770569:58409342
Col12a1	0.57	0.36	0.21	0.013823071350975	TES	9:79597986:79599986
Col18a1	0.805	0.61	0.195	0.00089174963242629	TSS	10:77112705:77114705
Coro7	0.85	0.67	0.18	1.4022617766052e-05	gene	16:4627883:4678720
Cpb1	0.8225	0.64	0.1825	0.00755250219143973	TES	3:20248483:20250483
Cpsf4l	0.615	0.3925	0.2225	0.0037745068314785	TSS	11:113709017:113711017
Creb5	0.6675	0.4975	0.17	0.00262135176740701	TES	6:53694832:53696832
Crisp2	0.585	0.4175	0.1675	0.00413974667839279	TSS	17:40793146:40795146
Crlf2	0.5325	0.745	-0.2125	0.00107031698432199	gene	5:109555708:109557993
Crxos	0.605	0.39	0.215	0.00337417428563546	TSS	7:15881616:15883616
Cryab	0.745	0.505	0.24	0.000319513149546394	TSS	9:50750324:50752324
Crybb1	0.715	0.5225	0.1925	0.00214658009233068	TSS	5:112254820:112256820
Crygc	0.805	0.5925	0.2125	0.00578459113316672	TSS	1:65072532:65074532
Crym	0.725	0.53	0.195	0.000579638833169869	gene	7:120187383:120200988
Cspg4	0.4175	0.24	0.1775	0.00145680501030189	TSS	9:56864103:56866103
Cstf2	0.0900000000000001	0.415	-0.325	0.00174591719818933	TSS	20:134058175:134060175
Ctps2	1	0.8275	0.1725	2.01130961420446e-05	gene	20:162903170:163033541
Ctsk	0.705	0.515	0.19	0.000102463782354523	TSS	3:95498209:95500209
Cxcr3	1	0.8025	0.1975	0.0134745714395618	gene	20:101732535:101733147
Cyp26c1	0.575	0.3825	0.1925	1.31184232312213e-08	gene	19:37686679:37692307
Cysltr2	0.82	0.63	0.19	0.000664841849939561	TSS	14:73048114:73050114
Cyth4	0.9175	0.7225	0.195	0.000382871373394873	TES	15:78621019:78623019
D230025D16Rik	0.825	0.59	0.235	0.0123615793877257	TES	8:105252051:105254051
D630003M21Rik	0.785	0.555	0.23	0.00899144215915057	TES	2:158181532:158183532
D830013O20Rik	0.73	0.5125	0.2175	0.00336811222268859	TSS	12:73408563:73410563
Dab2ip	0.23	0.43	-0.2	0.00952539105117276	TSS	2:35620980:35622980
Dach2	0.465	0.27	0.195	0.00586611748245101	gene	20:113298509:113834091
Dbpht2	0.6325	0.8625	-0.23	0.00930463741662099	TES	12:74299468:74301468
Dcaf12l2	0.4225	0.655	-0.2325	0.0025342625046023	TSS	20:44367337:44369337
Ddx25	0.855	0.6325	0.2225	0.0145482606396139	TES	9:35540847:35542847
Ddx39b	0.8025	0.625	0.1775	0.00133376567090852	TES	17:35252707:35254707
Defb30	0.68	0.89	-0.21	0.000296195025765843	TSS	14:63036846:63038846
Defb38	0.7725	0.53	0.2425	0.0130732802397632	TES	8:19022463:19024463
Dennd1a	0	0.24	-0.24	0.00183739777539795	TSS	2:38286384:38288384
Dhfr	0.9675	0.7975	0.17	0.00221469144366052	TES	13:92388053:92390053
Dhx30	0.54	0.325	0.215	0.00653529374150824	TES	9:110083318:110085318
Disp2	0.1025	0.3175	-0.215	0.00771489333516295	TSS	2:118778718:118780718
Dlg3	0.195	0	0.195	0.00243009025082604	gene	20:100768721:100817410
Dlk1	0.0725	0.2575	-0.185	0.000126054669688551	TSS	12:109452454:109454454
Dll4	0.5375	0.325	0.2125	0.0132114822298635	gene	2:119326783:119334666
Dmrt2	0.8075	0.6375	0.17	0.00536121035909763	TES	19:25677991:25679991
Dnah6	0.3125	0.05	0.2625	0.00146165216448875	TSS	6:73220631:73222631
Dnajb5	0.2775	0.4825	-0.205	0.00178397193784008	TSS	4:42952093:42954093
Doc2b	0	0.2025	-0.2025	0.00134480389991865	TSS	11:75795057:75797057
Dos	0.575	0.405	0.17	1.26762679573105e-05	gene	10:80131433:80136387
Dpyd	0.9025	0.7175	0.185	0.000593917068907033	gene	3:118563177:119431918
Drd4	0.0925	0.2625	-0.17	0.0104853516991451	TES	7:141294001:141296001
Dtna	0.0225	0.2075	-0.185	0.000701457937691957	TSS	18:23309019:23311019
Dtx1	0.63	0.4375	0.1925	4.84413692692261e-22	gene	5:120681263:120710669
Dusp16	0.715	0.52	0.195	0.000609044459372963	TES	6:134714467:134716467
Dydc2	0.6375	0.4075	0.23	1.95742843902576e-05	gene	14:41050208:41068074
E130112N10Rik	0.1575	0.35	-0.1925	0.0127502958830485	TSS	6:125230275:125232275
E130307A14Rik	0.83	0.6725	0.1575	0.0038089833070398	gene	10:39622410:39731007
Ebf4	0	0.215	-0.215	0.00964443244122789	TSS	2:130294938:130296938
Ebp	1	0.81	0.19	0.000235973639374841	TES	20:8184330:8186330
Ece1	0.0325	0.2475	-0.215	0.00551164769655599	TSS	4:137861236:137863236
Edil3	0.75	0.5625	0.1875	0.00033210827214234	gene	13:88822471:89322225
Efnb1	0.7275	0.415	0.3125	0.00224111103967682	TES	20:99147991:99149991
Egfl8	0.7925	0.59	0.2025	0.000253399651869039	TES	17:34612349:34614349
Egr3	0	0.205	-0.205	1.43947953481483e-19	gene	14:70078444:70081613
Ehmt2	0	0.1875	-0.1875	1.51096112101084e-07	TSS	17:34897973:34899973
Eif5a	0.385	0.625	-0.24	0.020829036307976	TES	11:69915711:69917711
Eif5a2	0.145	0.31	-0.165	0.0055286645003768	TSS	3:28780310:28782310
Elmsan1	0.0150000000000001	0.21	-0.195	0.00478327177765783	TES	12:84148173:84150173
Elovl4	0.745	0.5075	0.2375	0.000290600198710483	TES	9:83777691:83779691
Eme2	0.73	0.5625	0.1675	0.00149189308499788	TES	17:24891151:24893151
En2	0.0925000000000002	0.2575	-0.165	1.03705498366139e-14	gene	5:28166695:28171166
Enpp1	0.88	0.695	0.185	0.000958138469049039	TES	10:24640410:24642410
Epha5	0.8875	0.705	0.1825	0.00671792631695827	gene	5:84055764:84416382
Erf	0.8525	0.6475	0.205	0.00718533474511953	TES	7:25241559:25243559
Esam	0.4475	0.26	0.1875	0.00110885783385137	TSS	9:37527088:37529088
Exoc3l	0.7725	0.59	0.1825	0.000360266358299173	TSS	8:105295098:105297098
Exoc7	0.255	0.635	-0.38	8.31082856746579e-05	TSS	11:116305738:116307738
F10	0.7375	0.545	0.1925	0.00991863771315856	TSS	8:13036307:13038307
F420014N23Rik	0.7675	0.585	0.1825	0.000263105341823938	gene	10:127196248:127201643
Fam124b	0.7725	0.57	0.2025	0.00169643222694796	TSS	1:80212944:80214944
Fam131a	0.2125	0.3825	-0.17	0.00111132951923468	TSS	16:20694056:20696056
Fam136a	0.17	0.3975	-0.2275	0.00300167458359199	TSS	6:86364682:86366682
Fam166b	0.57	0.385	0.185	6.22235288236396e-05	TES	4:43426019:43428019
Fam169a	0.7625	0.58	0.1825	0.00444901108700434	TSS	13:97066286:97068286
Fam188b	0.6575	0.4825	0.175	0.0028870064866961	TES	6:55319222:55321222
Fam199x	0.9875	0.755	0.2325	2.21944881510888e-05	TES	20:137081501:137083501
Fam19a5	0.0125	0.2425	-0.23	0.0097374449496071	TSS	15:87624229:87626229
Fam212b	0.565	0.35	0.215	0.00283727330943563	gene	3:105705598:105719842
Fam83g	0.1275	0.315	-0.1875	0.00252214570724188	TSS	11:61683409:61685409
Fam83h	0.545	0.305	0.24	1.28200505724284e-05	TES	15:76000091:76002091
Fancd2os	0.2975	0.505	-0.2075	0.00160739399513008	TSS	6:113599715:113601715
Fbln2	0.02	0.22	-0.2	0.000456840691167855	TSS	6:91211763:91213763
Fbp1	0.41	0.21	0.2	0.000625718928042701	TSS	13:62887282:62889282
Fbp2	0.8225	0.655	0.1675	0.000634274924670307	gene	13:62837884:62857370
Fbxl14	0.4675	0.65	-0.1825	0.00757989320005175	TES	6:119482886:119484886
Fcho1	0.6675	0.5	0.1675	0.00065261528689685	TES	8:71707386:71709386
Fes	0.6425	0.4375	0.205	6.30815926894815e-05	TSS	7:80386946:80388946
Fgf16	0.7675	0.47	0.2975	3.43490055588274e-05	gene	20:105765476:105775532
Fgf6	0.8575	0.68	0.1775	3.95399764224608e-07	TES	6:127023718:127025718
Fgfr3	0.64	0.47	0.17	1.04287155828344e-05	gene	5:33723305:33736068
Fkbp2	0.57	0.4075	0.1625	0.000297554178440024	TES	19:6976738:6978738
Fndc5	0.83	0.645	0.185	5.2598754271975e-07	gene	4:129138059:129143593
Foxj3	0.0799999999999998	0.2825	-0.2025	0.0070150407097371	TSS	4:119538660:119540660
Foxp4	0.7525	0.535	0.2175	0.00167415026966182	TES	17:47866132:47868132
Frem1	0.485	0.28	0.205	0.00199084455209896	TSS	4:83051167:83053167
Fscn2	0.89	0.72	0.17	2.8868193733479e-05	TES	11:120367173:120369173
Fstl3	0.0800000000000001	0.295	-0.215	0.00517369290899976	TSS	10:79776273:79778273
Fxyd2	0	0.56	-0.56	2.04184581298606e-05	TSS	9:45402137:45404137
Fxyd5	0.4825	0.275	0.2075	3.59202266530589e-05	TSS	7:31040839:31042839
Fxyd7	0.4225	0.215	0.2075	0.000791678954660687	TES	7:31041514:31043514
Fzd5	0.3725	0.16	0.2125	0.0018613908465701	gene	1:64731557:64736750
Fzr1	0.5425	0.355	0.1875	0.0122902495369664	TES	10:81365878:81367878
G530011O06Rik	0.545	0.365	0.18	0.00192904576165619	TSS	20:169977917:169979917
G6b	0.595	0.37	0.225	0.0128712717761079	gene	17:35063692:35065184
Gabarapl1	0.6625	0.43	0.2325	0.00430392215874698	TES	6:129541331:129543331
Gale	1	0.8175	0.1825	0.000446777937554148	gene	4:135966164:135967178
Gas1	0.2175	0.395	-0.1775	0.0196895744630942	TES	13:60173404:60175404
Gas2l2	0.6125	0.4125	0.2	0.00300201013835256	gene	11:83422634:83428521
Gata6	0.5525	0.2325	0.32	0.00163378427841556	gene	18:11053509:11084635
Gck	0.8025	0.6	0.2025	1.93273513788236e-05	gene	11:5901820:5914135
Gdf11	0.88	0.7075	0.1725	0.000199022121634611	TES	10:128883545:128885545
Gga3	0.81	0.645	0.165	0.00278669776757336	TES	11:115583254:115585254
Ggt5	0.7225	0.53	0.1925	0.000819195912620739	TSS	10:75588380:75590380
Ggt6	0.6075	0.385	0.2225	0.00197774102497664	gene	11:72436525:72437404
Ghdc	0.3025	0.1275	0.175	0.000947281901183937	TSS	11:100769957:100771957
Gimap1	0.525	0.2325	0.2925	5.53705516021395e-05	TES	6:48742795:48744795
Gjb1	0.6375	0.3525	0.285	1.092587611271e-05	gene	20:101377375:101384629
Gli1	0.555	0.35	0.205	0.000129073856481388	gene	10:127330881:127340579
Glipr1	0.8275	0.65	0.1775	0.00241223433179373	TSS	10:111996264:111998264
