gene	mean_KO	mean_WT	mean_dif	mean_pval	feature	location
4931414P19Rik	0.4375	0.7025	-0.265	7.18470545025972e-07	TSS	14:54604908:54606908
4931429L15Rik	0.615	0.385	0.23	0.0160433790800805	gene	9:46304360:46318986
4933406J10Rik	0.4525	0.6625	-0.21	7.11279812160918e-06	TES	7:82742345:82744345
4933407E24Rik	0.735	0.52	0.215	0.00837815613244521	TSS	4:124568178:124570178
4933417A18Rik	0.9175	0.73	0.1875	0.00506934935001308	gene	13:34925408:34952196
4933428G20Rik	0.6375	0.4175	0.22	1.00468651278542e-17	TSS	11:97499340:97501340
4933432I09Rik	0.32	0.585	-0.265	0.00527429739979003	TSS	16:18212863:18214863
4933436E23Rik	0.315	0.115	0.2	0.00288037843285551	TSS	1:139378451:139380451
5330417C22Rik	0.8125	0.6075	0.205	0.00531218217418089	TES	3:108457068:108459068
5730507C01Rik	0.19	0	0.19	4.63553500202063e-06	TSS	12:18513509:18515509
6030408B16Rik	0.8425	0.6375	0.205	0.0008398585654802	TSS	15:101292211:101294211
6030498E09Rik	0.8075	0.5825	0.225	0.00186322776258446	TSS	20:38771779:38773779
9030204H09Rik	0.79	0.5325	0.2575	1.70039272592063e-06	gene	2:35820189:35822385
9030624G23Rik	0	0.19	-0.19	9.13004314848084e-07	TSS	12:24096269:24098269
9330159F19Rik	0.7825	0.5125	0.27	0.00038509420628931	gene	10:29212642:29229779
9330175M20Rik	0.17	0.355	-0.185	0.00126480327957711	TSS	1:51332779:51334779
9330188P03Rik	0.59	0.385	0.205	0.000650338486160896	TSS	14:105588548:105590548
9930012K11Rik	0.21	0.8525	-0.6425	7.05265204564337e-08	gene	14:70155404:70158502
A130010J15Rik	0.86	0.68	0.18	0.000910577071220293	gene	1:193174468:193176832
A230046K03Rik	0.955	0.735	0.22	0.0128685414531839	TES	10:83595473:83597473
A230072E10Rik	0.98	0.7525	0.2275	0.00737686722094727	gene	20:151314334:151340879
A330009N23Rik	0.3725	0.5925	-0.22	0.00179068581298193	gene	15:101222190:101223777
A330102I10Rik	0.8075	0.6325	0.175	2.13204919673721e-05	gene	13:29015413:29027804
A530013C23Rik	0.1875	0.4075	-0.22	0.00192295867008659	TSS	2:167689758:167691758
A530016L24Rik	0.51	0.82	-0.31	0.0157312050658153	TES	12:112498927:112500927
A530072M11Rik	0.7775	0.585	0.1925	0.0134896025262483	gene	4:16165109:16265225
A630033H20Rik	0.305	0.52	-0.215	0.000121619723430463	TSS	20:107148453:107150453
A730046J19Rik	0	0.19	-0.19	0.00712005854505879	TSS	20:144152694:144154694
A930004D18Rik	0.245	0.425	-0.18	9.8726442881657e-07	gene	2:18026188:18036741
Aatk	0.73	0.55	0.18	1.17203639037702e-21	gene	11:120008315:120040781
AB124611	0.755	0.56	0.195	0.00478973421686569	TSS	9:21525176:21527176
Abca13	0.72	0.495	0.225	0.00654908236348238	TSS	11:9190941:9192941
Abca14	0.785	0.5325	0.2525	0.00522689164512023	gene	7:120204963:120324352
Abcb5	0.885	0.6825	0.2025	0.000582421949134099	gene	12:118868823:118965421
Abcc4	0.8275	0.6275	0.2	0.00497058055261283	TSS	14:118675931:118677931
Abl1	0.3575	0.18	0.1775	0.00011766065998046	TSS	2:31758938:31760938
Ackr3	0.845	0.655	0.19	0.0011337255791269	gene	1:90204979:90214722
Ackr4	0.77	0.61	0.16	2.93738560421983e-06	gene	9:104099137:104125643
Acnat2	0.82	0.61	0.21	0.0201196404830155	gene	4:49380844:49407151
Acot4	0	0.23	-0.23	0.00199782017855085	TSS	12:84037378:84039378
Acp5	0.2	0.38	-0.18	0.0154959227753944	TSS	9:22130865:22132865
Acta1	0.57	0.38	0.19	0.0018542253166945	TSS	8:123893775:123895775
Actl6b	0.675	0.4325	0.2425	0.000758504210664543	TES	5:137568573:137570573
Adam23	0.85	0.68	0.17	0.000361942057202476	gene	1:63446903:63572219
Adam28	0.395	0.88	-0.485	8.79038487263775e-05	TES	14:68605878:68607878
Adamdec1	0.51	0.8775	-0.3675	0.001335137776848	TSS	14:68581072:68583072
Adap1	0.605	0.37	0.235	0.0125838984503931	TES	5:139270875:139272875
AF067063	0.8575	0.645	0.2125	0.00876536339206635	TES	13:119826960:119828960
Aff2	0.0475000000000001	0.26	-0.2125	0.00138578690286256	TSS	20:69359330:69361330
Agap1	0.7875	0.6275	0.16	6.85390529261392e-12	gene	1:89455810:89894282
Aicda	0.7975	0.635	0.1625	0.0078336472119674	TES	6:122563180:122565180
Aifm3	0.765	0.55	0.215	0.00636031626237425	TSS	16:17490920:17492920
Ak5	0.695	0.4975	0.1975	3.95483912079804e-05	TES	3:152461814:152463814
Akap11	0.5575	0.3275	0.23	0.000359487482648956	TES	14:78491245:78493245
Akt1	0.00750000000000006	0.21	-0.2025	2.18138090095445e-05	TSS	12:112673276:112675276
Aldh3b1	0.6	0.3775	0.2225	0.00492372472131919	TSS	19:3928716:3930716
Aldoc	0.73	0.5125	0.2175	2.10630045289185e-05	gene	11:78324072:78326778
Alk	0	0.1725	-0.1725	2.98557302792972e-05	TSS	17:72603307:72605307
Alkbh4	0.66	0.43	0.23	0.000586135567663908	gene	5:136139780:136140614
Alkbh6	0.6175	0.415	0.2025	0.00247966762288808	TES	7:30313303:30315303
Amh	0.4175	0.1925	0.225	0.0010911893483355	gene	10:80806247:80806648
Amz1	0.5225	0.3025	0.22	0.00527099778923526	TSS	5:140723126:140725126
Ang	0.81	0.57	0.24	6.38254614415132e-05	gene	14:51092076:51101009
Ang4	0.5175	0.815	-0.2975	0.00040306499142071	TSS	14:51772590:51774590
Ankrd13a	0.5925	0.415	0.1775	0.000961283517302872	TES	5:114804820:114806820
Ankrd53	0.4775	0.2475	0.23	0.000410874341216776	TSS	6:83761645:83763645
Anks1b	0.3625	0.1875	0.175	0.0012336248827405	gene	10:90576726:90971984
Aox2	0.605	0.77	-0.165	0.0124197132613193	TES	1:58378264:58380264
Ap1b1	0.3475	0.1525	0.195	0.00264152696292932	gene	11:4948520:5041794
Arf5	0.605	0.3275	0.2775	0.0106623002732983	gene	6:28424639:28425499
Arid1b	0.6675	0.49	0.1775	1.02324870245199e-13	gene	17:4996073:5346656
Arid3c	0.33	0.12	0.21	0.000409232296729607	gene	4:41724835:41730142
Arih2	0.64	0.96	-0.32	0.000757163654918588	TES	9:108601942:108603942
Armc8	0.74	0.5625	0.1775	0.012565987906043	TES	9:99477390:99479390
Arpp21	0.805	0.605	0.2	0.00535448549717317	TES	9:112115219:112117219
Asb15	0.5525	0.3375	0.215	0.0200482840821264	gene	6:24529143:24572164
Asphd2	0.6975	0.4475	0.25	1.64290751045487e-06	TSS	5:112391213:112393213
Atg9b	0	0.2025	-0.2025	0.00803131908898846	TES	5:24383180:24385180
Atp1a3	0.86	0.7025	0.1575	4.61033019861015e-17	gene	7:24979168:25004937
Atp6v0a1	0.715	0.525	0.19	0.00038997394869604	gene	11:101010451:101062717
Atp6v1e2	0.65	0.445	0.205	0.00134784784508388	TSS	17:86946887:86948887
AU040320	0.5275	0.31	0.2175	0.00635009957951759	gene	4:126754554:126868694
B020018J22Rik	0.445	0.22	0.225	0.00596435172872569	TSS	12:112434338:112436338
B230214G05Rik	0.7875	0.465	0.3225	0.00345323644380091	gene	15:88315873:88371651
B230216G23Rik	0.685	0.4375	0.2475	0.00369036326889241	TSS	6:142412430:142414430
B230319C09Rik	0.0150000000000001	0.2175	-0.2025	0.000711656154528026	TSS	6:83440754:83442754
B4galnt4	0.5325	0.35	0.1825	0.00397596526382754	TES	7:141071119:141073119
B4galt4	0.8575	0.6725	0.185	0.00464178924325164	TES	16:38768054:38770054
Bag1	0.5975	0.4075	0.19	0.00861548672764824	TES	4:40935397:40937397
Bahcc1	0.615	0.4575	0.1575	1.69287567029609e-10	gene	11:120233946:120291297
Bai1	0.5875	0.345	0.2425	2.16522222396636e-06	TES	15:74588464:74590464
Baiap2	0.7375	0.5575	0.18	0.0111637969363252	TES	11:120005782:120007782
BC021891	0	0.2	-0.2	0.000238113835936138	TSS	8:125909449:125911449
BC030867	0.715	0.5275	0.1875	0.000681452621565052	TES	11:102264183:102266183
BC048644	1	0.765	0.235	0.00207368991570684	TES	8:121917428:121919428
BC049730	0.8375	0.665	0.1725	0.00529188409271724	TES	7:24713535:24715535
Bc1	0.8925	0.6725	0.22	0.00842082412875804	TSS	10:80368637:80370637
Bcap29	0.8825	0.715	0.1675	0.00354913424371865	gene	12:31596353:31633597
Bcl11a	0.6225	0.4075	0.215	0.00249697474559357	TES	11:24167435:24169435
Bcl11b	0.7075	0.535	0.1725	4.32433762697426e-43	gene	12:107911402:108002414
Bcl2a1d	0.8775	0.69	0.1875	0.00207790786320657	TSS	9:88730850:88732850
Bcl6b	0.475	0.2675	0.2075	0.0110903427676745	gene	11:70225126:70228798
Bcl9l	0	0.2075	-0.2075	1.32753112684855e-08	TSS	9:44498135:44500135
Bcr	0.425	0.2475	0.1775	0.00153437488994847	gene	10:75061895:75183923
Bhmt2	0.385	0.605	-0.22	0.00249188517657601	TSS	13:93673302:93675302
Bnipl	0.8475	0.6775	0.17	0.00182519598701237	TES	3:95240292:95242292
Boll	0.9575	0.7325	0.225	0.00334928787209691	gene	1:55301068:55361707
Brwd3	1	0.77	0.23	0.00574531138023298	gene	20:108743207:108833355
Bspry	0.61	0.3825	0.2275	0.017839396160017	TES	4:62496298:62498298
Btbd17	0.75	0.545	0.205	0.00887422808637887	TES	11:114789668:114791668
Btbd3	0.6	0.3325	0.2675	0.0159958544217278	gene	2:138257583:138286422
Btd	0.7375	0.555	0.1825	0.00118452989723566	gene	14:31642056:31667197
Btnl10	0.8125	0.635	0.1775	0.00190205214152305	TSS	11:58917056:58919056
Bves	0.0649999999999999	0.2575	-0.1925	0.0049024388872892	TSS	10:45334761:45336761
Bzrap1	0.535	0.345	0.19	7.92327363528737e-06	gene	11:87761540:87784928
C1ql4	0.615	0.3675	0.2475	0.00125623493848534	TES	15:99083753:99085753
C1qtnf5	0.6	0.36	0.24	0.00122998487113779	TES	9:44108187:44110187
C330013F16Rik	0.99	0.75	0.24	1.03911304592714e-05	TSS	20:139356738:139358738
C430049B03Rik	0.0825	0.2775	-0.195	0.000535763841131967	TSS	20:53056190:53058190
C4b	0.84	0.6275	0.2125	0.00454306154355843	TSS	17:34742897:34744897
Cacna1a	0.0325	0.2525	-0.22	0.00059807284858874	TSS	8:84414363:84416363
Calm1	0.7775	0.5825	0.195	0.00631413103522467	TES	12:100208806:100210806
Calr4	0.7325	0.545	0.1875	0.000896885220551921	TSS	4:109234261:109236261
Camk1	0.6875	0.46	0.2275	0.000616051889072456	TES	6:113333123:113335123
Camkv	0	0.175	-0.175	9.93394041777379e-08	TSS	9:107934919:107936919
Camsap2	0.8	0.575	0.225	0.012432274133719	TES	1:136267122:136269122
Capza2	0.8525	0.655	0.1975	0.000359170378480891	gene	6:17638097:17665536
Car4	0	0.175	-0.175	0.00339084648747694	TSS	11:84956753:84958753
Casq1	0.7625	0.5325	0.23	1.07637912445197e-07	gene	1:172210893:172218895
Cblb	0.74	0.51	0.23	0.0156238467376339	gene	16:52032548:52207046
Cbln4	0.8775	0.7025	0.175	0.0103824168194329	TES	2:172035335:172037335
Cbx8	0.5975	0.4175	0.18	2.89181530584759e-05	TES	11:119037435:119039435
Ccdc102a	0.6625	0.45	0.2125	2.08683598304734e-08	gene	8:94903868:94917098
Ccdc122	0.75	0.505	0.245	0.00344459512805419	gene	14:77037771:77111204
Ccdc142	0.52	0.18	0.34	2.71162428303037e-05	gene	6:83102515:83108121
Ccdc22	0.9825	0.785	0.1975	5.71020987706111e-05	gene	20:7594808:7604420
Ccdc65	0.695	0.49	0.205	0.00120775581620577	TES	15:98722333:98724333
Ccdc88b	0.72	0.515	0.205	2.01519254403105e-05	gene	19:6845622:6857211
Ccm2l	0.6775	0.4375	0.24	1.0108582116361e-10	gene	2:153066954:153080735
Cct2	0.7825	0.595	0.1875	0.00120827059282815	TES	10:117049997:117051997
Cd3g	0.4975	0.22	0.2775	0.00260342824677693	gene	9:44970571:44979431
Cd6	0.8775	0.68	0.1975	0.00473064600528983	TES	19:10788338:10790338
Cd79b	0.9925	0.8075	0.185	0.000864629877592286	TSS	11:106313529:106315529
Cd96	0.71	0.4975	0.2125	0.0032366066918711	TSS	16:46119248:46121248
Cdh19	0.7925	0.62	0.1725	9.2468723824012e-05	gene	1:110890194:110976372
Cdk2	0.7825	0.555	0.2275	0.00423347257817302	TES	10:128696938:128698938
Cdkn1c	0.5375	0.3375	0.2	0.00413276470851862	TES	7:143457338:143459338
Cdx4	0.3775	0	0.3775	7.64023370343432e-06	TSS	20:103320397:103322397
Ceacam5	0.93	0.715	0.215	0.00742320741688077	gene	7:17714251:17760121
Cecr6	0.2325	0.41	-0.1775	0.000213783054337477	gene	6:120489938:120492807
Celf3	0.69	0.4625	0.2275	0.0040322991609766	TSS	3:94481721:94483721
Cend1	0.82	0.5725	0.2475	0.00109833905577311	TES	7:141425450:141427450
Cep295	1	0.8075	0.1925	0.00139125214043528	TES	9:15315913:15317913
Cep41	0.8075	0.6425	0.165	0.000582936772656179	TES	6:30652456:30654456
Chad	0.415	0.215	0.2	0.00025368608752247	TSS	11:94564073:94566073
Chn2	0	0.18	-0.18	0.0008327372489629	TSS	6:54038931:54040931
Chpf2	0.6625	0.47	0.1925	4.81620453860094e-05	TES	5:24591486:24593486
Chrdl1	0.9675	0.7975	0.17	0.00139090461342977	gene	20:143286673:143393262
Chrna4	0.0275000000000001	0.2075	-0.18	0.000515741003919248	TSS	2:181038177:181040177
Chrna6	0.5	0.3075	0.1925	0.00402800325441927	TSS	8:27412944:27414944
Chst8	0.555	0.3775	0.1775	0.000439163319536582	TES	7:34673467:34675467
Clcf1	0.345	0.5875	-0.2425	7.95439742059258e-05	gene	19:4215391:4221615
Clcnka	0.7775	0.57	0.2075	0.000188944905176865	TSS	4:141397706:141399706
Cldn11	0.8725	0.705	0.1675	0.00222659223761881	TES	3:31163326:31165326
Clec18a	0.8	0.5475	0.2525	0.00326720617370985	TSS	8:111080708:111082708
Clk3	0.6325	0.4125	0.22	0.0132577089370414	gene	9:57751710:57764860
Cnga3	0.8025	0.6275	0.175	0.0115555433489627	gene	1:37219277:37262384
Col9a1	0.76	0.585	0.175	0.00173777782596656	TSS	1:24194202:24196202
Colec12	0.8075	0.6225	0.185	0.00736956701366447	gene	18:9708647:9876995
Copg2	0.8275	0.605	0.2225	0.0125398254670813	TES	6:30746553:30748553
Coro1b	0.7625	0.5475	0.215	0.000976870239935187	TES	19:4153035:4155035
Coro2a	0	0.2025	-0.2025	0.00326411603401501	TSS	4:46600929:46602929
Coro7	0.8175	0.6575	0.16	7.90744752748631e-05	gene	16:4627883:4678720
Cpne2	0	0.1775	-0.1775	0.00257553533011067	TSS	8:94532027:94534027
Cpne7	0.0600000000000001	0.2475	-0.1875	0.000775631979626567	TSS	8:123116373:123118373
Crabp2	0.695	0.4825	0.2125	0.0011150961186985	gene	3:87949692:87952372
Crb3	0.0225	0.2025	-0.18	0.00015348520766384	TSS	17:57061276:57063276
Creb3l1	0	0.185	-0.185	0.000429015386604827	TSS	2:92023170:92025170
Crebrf	0.9025	0.725	0.1775	0.00117527702871558	TES	17:26775626:26777626
Crlf2	0.5525	0.76	-0.2075	0.00476450331516988	gene	5:109555708:109557993
Crmp1	0	0.1775	-0.1775	0.0012606625423403	TSS	5:37241057:37243057
Crtc3	0.59	0.3875	0.2025	0.00342720003965848	TES	7:80585631:80587631
Cryge	0.8275	0.6675	0.16	0.000287726509761565	TSS	1:65050163:65052163
Csmd2	0.7825	0.615	0.1675	0.000120756711419601	gene	4:127989043:128566656
Cspg4	0.48	0.26	0.22	0.00669118452396289	TSS	9:56864103:56866103
Csrp2	0.45	0.2725	0.1775	0.000978131159843313	TES	10:110938514:110940514
Cstad	0.6425	0.83	-0.1875	0.00478109901329919	TES	2:30607945:30609945
Ctbp1	0.795	0.595	0.2	0.00195112301354175	TES	5:33246722:33248722
Ctf2	0.995	0.8075	0.1875	0.00109782121159318	TSS	7:127724616:127726616
Ctgf	0.5275	0.3375	0.19	0.0160992074228021	gene	10:24596441:24597682
Cul1	0.69	0.5125	0.1775	0.0054081889834481	TES	6:47525139:47527139
Cux2	0.255	0.0700000000000001	0.185	0.00124950701368475	TSS	5:122046825:122048825
Cxcl9	0.4725	0.6875	-0.215	0.00985778753692355	TES	5:92320330:92322330
Cxcr3	1	0.8025	0.1975	0.00285133486837113	gene	20:101732535:101733147
Cyp26c1	0.59	0.3925	0.1975	3.17101610996553e-11	gene	19:37686679:37692307
Cysltr2	0.815	0.59	0.225	0.00036224593825583	TSS	14:73048114:73050114
D10Wsu102e	0.665	0.8475	-0.1825	0.00750378854637294	TES	10:83367835:83369835
D630013N20Rik	0.79	0.6325	0.1575	0.00312413242961747	TSS	10:70654963:70656963
D730045A05Rik	0.775	0.545	0.23	0.000909230093696098	TSS	18:74016906:74018906
D830013O20Rik	0.73	0.5375	0.1925	0.00357273248877718	TSS	12:73408563:73410563
D830026I12Rik	0.8075	0.5975	0.21	0.00805964244000191	TSS	6:17196750:17198750
Dak	0.67	0.8525	-0.1825	0.0029578152459525	TSS	19:10603258:10605258
Dcaf12l2	0.37	0.65	-0.28	0.00125981489992978	TSS	20:44367337:44369337
Ddr1	0.8775	0.7025	0.175	0.00329684671811023	TES	17:35680566:35682566
Ddx3x	0.7425	0.5075	0.235	0.00372687471236566	TES	20:13292983:13294983
Defb20	0.87	0.68	0.19	0.00525718365186962	TSS	2:152476062:152478062
Degs2	0	0.2075	-0.2075	0.00103538462595464	TSS	12:108701306:108703306
Dhx15	0.83	0.625	0.205	0.0124687408551938	TES	5:52149202:52151202
Disp2	0.6575	0.425	0.2325	6.58548270069185e-05	gene	2:118780718:118794175
Dlk1	0.0800000000000001	0.28	-0.2	2.84941244970449e-05	TSS	12:109452454:109454454
Dmkn	0.5175	0.8075	-0.29	0.000178147337665977	TSS	7:30775404:30777404
Dmpk	0.6075	0.3875	0.22	0.00320166697414491	TSS	7:19082848:19084848
Dmrt3	0.56	0.38	0.18	2.37331729880978e-06	gene	19:25611536:25622921
Dnm2	0.9	0.695	0.205	0.00558689130297285	TES	9:21506146:21508146
Dntt	0.715	0.515	0.2	2.83980510549197e-06	gene	19:41030274:41058525
Doc2b	0	0.2075	-0.2075	0.000390675272114712	TSS	11:75795057:75797057
Dtnb	0.2175	0.01	0.2075	0.00551775908730742	TES	12:3780398:3782398
Dtx1	0.625	0.4425	0.1825	2.57831307061538e-19	gene	5:120681263:120710669
Dxo	0.8175	0.66	0.1575	1.31770278861534e-05	TES	17:34838186:34840186
Dyrk1a	0.7425	0.575	0.1675	4.27484348232483e-05	gene	16:94571906:94694519
Dysf	0.69	0.4425	0.2475	0.00610968933171829	gene	6:84009597:84210059
Dzip1	0.205	0	0.205	0.00291340828326224	TSS	14:118922167:118924167
E130006D01Rik	0.3775	0.2125	0.165	0.00759843032654182	gene	5:111735283:111760728
E130114P18Rik	0.6475	0.465	0.1825	0.00184604217384903	TSS	4:97583591:97585591
E2f7	0	0.17	-0.17	0.00177041256794603	TSS	10:110744464:110746464
E330013P04Rik	0.73	0.555	0.175	0.000219882632323388	gene	19:60145674:60161591
Ehbp1	0.0449999999999999	0.24	-0.195	0.00319588034377793	TSS	11:22285795:22287795
Eif1b	0.75	0.575	0.175	0.0035612168958492	TES	9:120494327:120496327
Elovl4	0.6725	0.51	0.1625	0.00940821123603309	TES	9:83777691:83779691
Eme2	0.75	0.56	0.19	0.00021228848673528	TES	17:24891151:24893151
Emx2os	0.815	0.655	0.16	0.00102336511630002	TES	19:59424103:59426103
Enc1	0.485	0.315	0.17	3.2109562213612e-14	gene	13:97242104:97252040
Eno1	0.5375	0.7425	-0.205	0.0127593591421757	TES	4:150247873:150249873
Epha10	0.8675	0.6875	0.18	7.8647539496857e-09	TES	4:124885508:124887508
Epha4	0.8275	0.6	0.2275	0.00358004090331051	TES	1:77366184:77368184
Epx	0.835	0.6775	0.1575	0.0041557103320775	TSS	11:87874536:87876536
Ermard	0.89	0.68	0.21	0.00179848879191913	TSS	17:15052058:15054058
Exoc3l4	0.795	0.59	0.205	0.00594710865556732	TES	12:111430678:111432678
Eya4	0.04	0.2475	-0.2075	0.00404924937346643	TSS	10:23348903:23350903
F3	0.81	0.6325	0.1775	9.38698841778145e-05	gene	3:121724536:121734052
Fads1	0.77	0.6025	0.1675	5.63553305053246e-08	gene	19:10183887:10195872
Fam110a	0.545	0.365	0.18	0.000350572954151715	TSS	2:151972981:151974981
Fam166b	0.5475	0.365	0.1825	1.7088123500459e-05	TES	4:43426019:43428019
Fam169a	0.845	0.6275	0.2175	0.00975496839615023	TSS	13:97066286:97068286
Fam19a5	0	0.225	-0.225	0.00292121307208757	TSS	15:87624229:87626229
Fam71b	0.43	0.1875	0.2425	0.000546989265986513	gene	11:46405727:46406985
Fam83h	0.4875	0.28	0.2075	4.9893603379521e-05	TES	15:76000091:76002091
Fancc	0.7125	0.505	0.2075	0.00606783292776534	TES	13:63303708:63305708
Far1os	0.88	0.715	0.165	0.0214607217587272	gene	7:113539025:113563987
Fat4	0.645	0.445	0.2	0.00459914786755263	gene	3:38887939:39010983
Fbln7	0.82	0.655	0.165	0.0056639256233725	gene	2:128864931:128896034
Fbxw8	0.585	0.3575	0.2275	0.00425611813582039	TES	5:118063980:118065980
Fgf12	0.795	0.6125	0.1825	0.00302362203486402	gene	16:28397944:28445075
Fgf13	1	0.8025	0.1975	0.00989618939542404	gene	20:59063145:59133436
Fgf16	0.7225	0.4025	0.32	0.00226143638754938	gene	20:105765476:105775532
Fgfr3	0.53	0.3225	0.2075	4.4761656855182e-05	gene	5:33722723:33736068
Fh1	0.825	0.5975	0.2275	0.00465008106633746	TES	1:175600377:175602377
Figf	0.81	0.5975	0.2125	0.000240743101091755	gene	20:164374547:164401647
Fkbp2	0.6975	0.3925	0.305	5.99586961575373e-05	TES	19:6976738:6978738
Fkrp	0.4675	0.29	0.1775	2.43097002246123e-09	gene	7:16810266:16815732
Fndc5	0.44	0.25	0.19	0.00127415569748262	TES	4:129143593:129145593
Fndc9	0.545	0.3475	0.1975	0.000701030848424472	TSS	11:46234556:46236556
Fosb	0.1725	0.3425	-0.17	0.000228782294048663	gene	7:19303695:19309045
Foxk1	0	0.185	-0.185	0.00269092571011824	TSS	5:142400496:142402496
Foxn4	0.00499999999999989	0.1775	-0.1725	0.000274949523716632	TSS	5:114272761:114274761
Foxp4	0.7975	0.5575	0.24	0.00570105695584969	TES	17:47866132:47868132
Frk	0.71	0.5125	0.1975	0.002345392064955	TSS	10:34482399:34484399
Fscn1	0.765	0.5825	0.1825	0.00113312009733252	TES	5:142972189:142974189
Fscn2	0.8875	0.705	0.1825	0.000141934467115335	TES	11:120367173:120369173
Fzd10	0.375	0.18	0.195	0.016338285975215	gene	5:128602105:128603093
Fzd2	0.33	0.625	-0.295	0.000640549268234406	TES	11:102607058:102609058
Fzr1	0.65	0.3975	0.2525	0.00983554071574012	TES	10:81365878:81367878
Gale	0.91	0.735	0.175	0.000151167011839091	TES	4:135967178:135969178
Galnt10	0.255	0.4275	-0.1725	0.0227041720448239	TES	11:57786500:57788500
Gas2l2	0.59	0.4125	0.1775	0.00500836886988214	gene	11:83422634:83428521
Gata5os	0.7825	0.555	0.2275	0.00031376156929179	TES	2:180339732:180341732
Gck	0.5725	0.7675	-0.195	0.00760669825469165	TES	11:5899820:5901820
Gdpd5	0.8575	0.6575	0.2	0.00241256128390321	TES	7:99459984:99461984
Ggt6	0.65	0.4075	0.2425	0.00894850599720408	gene	11:72436525:72437404
Gipr	0.385	0.5925	-0.2075	0.011972964543159	TSS	7:19165127:19167127
Git1	0.26	0.555	-0.295	0.00239633451058793	TES	11:77506774:77508774
Gjb1	0.625	0.4025	0.2225	0.000121963868458266	gene	20:101377375:101384629
Gm10510	0.895	0.725	0.17	0.0158978608671655	TES	17:15349812:15351812
Gm10538	0.595	0.43	0.165	0.00352777838307002	TSS	1:132728352:132730352
Gm10649	0.8925	0.68	0.2125	0.00549326758602434	gene	8:76750086:76899173
Gm10782	0.8	0.5825	0.2175	0.00396794943082461	TSS	13:56361899:56363899
Gm10785	0.0225	0.205	-0.1825	0.0100800257136788	TSS	16:91687897:91689897
Gm11190	0.725	0.91	-0.185	0.00853330701765389	TSS	11:77928288:77930288
Gm11747	0.8675	0.7025	0.165	0.00245074003917118	TSS	11:118453995:118455995
Gm12253	0.74	0.4825	0.2575	0.0112893523172761	gene	11:58433558:58440622
Gm128	0.8525	0.6925	0.16	0.000324909017695594	TSS	3:95240109:95242109
Gm12992	0.42	0.2225	0.1975	0.000183584608755291	gene	4:131913415:131919029
Gm13032	0.61	0.3775	0.2325	0.000452959096169736	gene	4:140811992:140816511
Gm13546	0.4925	0.235	0.2575	0.00898396138382778	gene	2:58164973:58176063
Gm14057	0.7525	0.57	0.1825	0.00100923015011533	TSS	2:130803101:130805101
