feature.name	chr	start	end	pvalue	qvalue	meth.diff	dist.to.feature	ensembl_gene_id	mgi_symbol	entrezgene_description
ENSMUST00000026703.5	chr16	87683537	87683537	1.08372435764101e-12	2.25204827004678e-09	59.4028136663796	-15408	ENSMUSG00000025612	Bach1	BTB and CNC homology 1, basic leucine zipper transcription factor 1
ENSMUST00000027778.7	chr1	180699560	180699560	3.64069144797649e-06	0.00571601985554708	-41.3961038961039	-2527	ENSMUSG00000026497	Mixl1	Mix1 homeobox-like 1 (Xenopus laevis)
ENSMUST00000027826.6	chr1	172636330	172636330	3.84776022859963e-06	0.00602779501113592	-40.3846153846154	-3369	ENSMUSG00000026544	Dusp23	dual specificity phosphatase 23
ENSMUST00000027898.6	chr1	189794460	189794460	1.5515079845105e-16	4.21949843688234e-13	62.9518072289157	7790	ENSMUSG00000026604	Ptpn14	protein tyrosine phosphatase, non-receptor type 14
ENSMUST00000028177.10	chr2	28257279	28257279	1.0676753609462e-15	2.71459057479543e-12	85.0132625994695	51622	ENSMUSG00000026833	Olfm1	olfactomedin 1
ENSMUST00000029002.8	chr3	8498162	8498162	2.28872036865479e-09	4.1335451471336e-06	37.7777777777778	-11198	ENSMUSG00000027500	Stmn2	stathmin-like 2
ENSMUST00000029419.7	chr3	66305330	66305330	2.48028364616577e-08	4.31775222376292e-05	39.1304347826087	-8494	ENSMUSG00000027831	Veph1	ventricular zone expressed PH domain-containing 1
ENSMUST00000029598.9	chr3	124428759	124428759	1.50831200642071e-06	0.0024460506008954	36.6478506296135	-2720	ENSMUSG00000027973	1700006A11Rik	RIKEN cDNA 1700006A11 gene
ENSMUST00000029674.7	chr3	89338913	89338913	5.33495114847045e-06	0.00822395826245454	50	-886	ENSMUSG00000028040	Efna4	ephrin A4
ENSMUST00000029875.3	chr4	14853379	14853379	1.79456309002927e-06	0.0028940413879637	-35.3781068217874	-10697	ENSMUSG00000028221	Pip4p2	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2
ENSMUST00000030047.2	chr4	63834706	63834706	1.8123443537505e-21	8.46993164116353e-18	92.4242424242424	26642	ENSMUSG00000028362	Tnfsf8	tumor necrosis factor (ligand) superfamily, member 8
ENSMUST00000030127.12	chr4	53816288	53816288	4.07889989029785e-11	7.87578483338905e-08	83.3333333333333	-9757	ENSMUSG00000028420	Tmem38b	transmembrane protein 38B
ENSMUST00000030676.7	chr4	125420313	125420313	4.81603128884318e-06	0.00746751489474095	-52.4160524160524	-70387	ENSMUSG00000001985	Grik3	glutamate receptor, ionotropic, kainate 3
ENSMUST00000031327.8	chr5	90890938	90890938	7.64006233921774e-07	0.00126072950155145	43.75	-303	ENSMUSG00000029380	Cxcl1	chemokine (C-X-C motif) ligand 1
ENSMUST00000031590.11	chr5	120095112	120095112	4.05533083992053e-06	0.0063339104955696	32.3529411764706	-21353	ENSMUSG00000029594	Rbm19	RNA binding motif protein 19
ENSMUST00000032373.11	chr6	142534365	142534365	3.16439973809376e-18	1.01528133468465e-14	65.8303832538094	-26409	ENSMUSG00000030246	Ldhb	lactate dehydrogenase B
ENSMUST00000032710.6	chr7	51606420	51606420	5.69455725702096e-07	0.000945384085067104	35.0161907565499	-15586	ENSMUSG00000030500	Slc17a6	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6
ENSMUST00000033015.7	chr7	44834293	44834293	4.45637551383115e-06	0.00693601516690607	47.6478494623656	-1994	ENSMUSG00000074141	Il4i1	interleukin 4 induced 1B
ENSMUST00000034511.6	chr9	43309557	43309557	5.46703981787326e-21	2.40530146400641e-17	-84.6153846153846	-1291	ENSMUSG00000032013	Trim29	tripartite motif-containing 29
ENSMUST00000034515.6	chr9	42684188	42684188	1.34171934310907e-23	8.36981707607527e-20	-78.3783783783784	124512	ENSMUSG00000032017	Grik4	glutamate receptor, ionotropic, kainate 4
ENSMUST00000034521.7	chr9	40969881	40969881	4.43961271877713e-13	9.42646800999881e-10	-56.6666666666667	-5764	ENSMUSG00000032023	Jhy	junctional cadherin complex regulator
ENSMUST00000034527.13	chr9	48344632	48344632	2.15393797123251e-15	5.35611669695254e-12	-93.0232558139535	-3735	ENSMUSG00000032028	Nxpe2	neurexophilin and PC-esterase domain family, member 2
ENSMUST00000034534.12	chr9	32670440	32670440	4.51783620721906e-13	9.5860412968608e-10	-73.3333333333333	-25582	ENSMUSG00000032035	Ets1	E26 avian leukemia oncogene 1, 5' domain
ENSMUST00000034539.11	chr9	35180175	35180175	3.41422145959743e-17	9.9063333864197e-14	-87.2727272727273	-4115	ENSMUSG00000032040	Dcps	decapping enzyme, scavenger
ENSMUST00000034552.7	chr9	51960139	51960139	5.92001319226897e-22	2.94280933825789e-18	-89.1114982578397	3408	ENSMUSG00000032051	Fdx1	ferredoxin 1
ENSMUST00000034554.8	chr9	51190077	51190077	5.89076449230594e-27	6.22505019963457e-23	-81.4285714285714	-23631	ENSMUSG00000032053	Pou2af1	POU domain, class 2, associating factor 1
ENSMUST00000034564.2	chr9	50747020	50747020	9.76561708718207e-20	3.67268255434846e-16	-77.1794871794872	-485	ENSMUSG00000032062	2310030G06Rik	RIKEN cDNA 2310030G06 gene
ENSMUST00000034567.3	chr9	50666037	50666037	8.91608269827047e-37	7.34770842100332e-32	-91.8604651162791	-6258	ENSMUSG00000000168	Dlat	dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex)
ENSMUST00000034568.6	chr9	50558320	50558320	3.28465467194382e-21	1.4797266900761e-17	-85	2991	ENSMUSG00000032065	Tex12	testis expressed 12
ENSMUST00000034581.3	chr9	47545866	47545866	1.56565660942742e-09	2.84376823257063e-06	-47.2222222222222	15495	ENSMUSG00000032076	Cadm1	cell adhesion molecule 1
ENSMUST00000034588.8	chr9	46226187	46226187	2.06443679893685e-20	8.44743898468049e-17	-79.0697674418605	-2393	ENSMUSG00000032083	Apoa1	apolipoprotein A-I
ENSMUST00000034597.7	chr9	45310702	45310702	2.40064341612438e-15	5.94403835554895e-12	-80.3807509254363	-8398	ENSMUSG00000037129	Tmprss13	transmembrane protease, serine 13
ENSMUST00000034599.14	chr9	45219742	45219742	1.0138568875702e-32	3.21852720774406e-28	-91.4930555555556	-15651	ENSMUSG00000032091	Tmprss4	transmembrane protease, serine 4
ENSMUST00000034602.8	chr9	44982280	44982280	1.34813966657306e-35	8.19308377476072e-31	-86.5168539325843	496	ENSMUSG00000032094	Cd3d	CD3 antigen, delta polypeptide
ENSMUST00000034618.5	chr9	44251990	44251990	5.41634574063893e-12	1.08624069110128e-08	-57.4712643678161	-520	ENSMUSG00000032105	Pdzd3	PDZ domain containing 3
ENSMUST00000034632.9	chr9	37202251	37202251	2.499107153946e-13	5.37420792775458e-10	-84.8484848484848	-5972	ENSMUSG00000032121	Tmem218	transmembrane protein 218
ENSMUST00000034654.8	chr9	44098449	44098449	1.63347373330585e-13	3.55628382634193e-10	-80.3921568627451	-3280	ENSMUSG00000034739	Mfrp	membrane frizzled-related protein
ENSMUST00000034702.5	chr9	75620723	75620723	6.51894320951736e-32	1.77382567580439e-27	-87.5	-5018	ENSMUSG00000032184	Lysmd2	LysM, putative peptidoglycan-binding, domain containing 2
ENSMUST00000034720.11	chr9	71493006	71493006	2.25889113430638e-39	3.42534017154515e-34	-85.7142857142857	-7072	ENSMUSG00000032199	Polr2m	polymerase (RNA) II (DNA directed) polypeptide M
ENSMUST00000034723.5	chr9	71202567	71202567	2.80015133415318e-38	3.33853427637782e-33	-89.8550724637681	-13222	ENSMUSG00000013584	Aldh1a2	aldehyde dehydrogenase family 1, subfamily A2
ENSMUST00000034731.9	chr9	70939908	70939908	3.56429084972591e-20	1.4165314361945e-16	-75.4385964912281	-5101	ENSMUSG00000032207	Lipc	lipase, hepatic
ENSMUST00000034739.11	chr9	70508313	70508313	3.07454791328233e-35	1.66160983590063e-30	-100	-4589	ENSMUSG00000032217	Rnf111	ring finger 111
ENSMUST00000034740.14	chr9	72651464	72651464	5.61610464440711e-18	1.75222542731022e-14	-84.8484848484848	-10882	ENSMUSG00000032216	Nedd4	neural precursor cell expressed, developmentally down-regulated 4
ENSMUST00000034745.8	chr9	70210088	70210088	8.50009274861262e-10	1.55987107776271e-06	-41.5384615384615	2722	ENSMUSG00000032220	Myo1e	myosin IE
ENSMUST00000034749.15	chr9	70137972	70137972	7.64573137638838e-23	4.30640427209909e-19	-72.1518987341772	3607	ENSMUSG00000032224	Fam81a	family with sequence similarity 81, member A
ENSMUST00000034761.14	chr9	69384612	69384612	4.8418931610214e-26	4.3942014557755e-22	-78.0821917808219	-13294	ENSMUSG00000032235	Ice2	interactor of little elongation complex ELL subunit 2
ENSMUST00000034774.8	chr9	62608112	62608112	8.00488835048634e-24	5.14934782392368e-20	-85.9154929577465	-69714	ENSMUSG00000032243	Itga11	integrin alpha 11
ENSMUST00000034785.7	chr9	62052065	62052065	3.00442889253694e-15	7.3735629196519e-12	-65.751960085531	18542	ENSMUSG00000032252	Glce	glucuronyl C5-epimerase
ENSMUST00000034811.7	chr9	54193213	54193213	8.7090166273637e-20	3.295149041606e-16	-74.3386243386243	230	ENSMUSG00000032274	Cyp19a1	cytochrome P450, family 19, subfamily a, polypeptide 1
ENSMUST00000034815.8	chr9	61951397	61951397	8.514186459434e-41	1.72702276946729e-35	-88.3531409168081	-4624	ENSMUSG00000032254	Kif23	kinesin family member 23
ENSMUST00000034817.10	chr9	62029024	62029024	4.7765256547319e-16	1.25257303263553e-12	-74	-2169	ENSMUSG00000032278	Paqr5	progestin and adipoQ receptor family member V
ENSMUST00000034822.11	chr9	54663601	54663601	5.68682217323777e-28	7.15144304040308e-24	-86.4864864864865	-1732	ENSMUSG00000032281	Acsbg1	acyl-CoA synthetase bubblegum family member 1
ENSMUST00000034829.5	chr9	60116247	60116247	4.79681114900716e-24	3.17457980590162e-20	-85.4838709677419	24974	ENSMUSG00000032289	Thsd4	thrombospondin, type I, domain containing 4
ENSMUST00000034830.8	chr9	54763056	54763056	3.70266477966337e-17	1.07173665802209e-13	-70.5584978334136	-1692	ENSMUSG00000032291	Crabp1	cellular retinoic acid binding protein I
ENSMUST00000034843.8	chr9	54846055	54846055	4.56767534385011e-27	4.91669702626609e-23	-73.6842105263158	-17734	ENSMUSG00000032293	Ireb2	iron responsive element binding protein 2
ENSMUST00000034846.6	chr9	57265650	57265650	4.71804476920327e-24	3.12509978130321e-20	-93.75	-3039	ENSMUSG00000032300	1700017B05Rik	RIKEN cDNA 1700017B05 gene
ENSMUST00000034851.5	chr9	55027670	55027670	5.18667303132963e-25	3.95746114780044e-21	-85.7142857142857	-1109	ENSMUSG00000032303	Chrna3	cholinergic receptor, nicotinic, alpha polypeptide 3
ENSMUST00000034854.7	chr9	55046422	55046422	4.9086649710427e-15	1.18642986258928e-11	-92.6829268292683	2358	ENSMUSG00000035200	Chrnb4	cholinergic receptor, nicotinic, beta polypeptide 4
ENSMUST00000034889.9	chr9	58790381	58790381	5.86009301798486e-15	1.40746105749606e-11	-60.6060606060606	-33031	ENSMUSG00000032338	Hcn4	hyperpolarization-activated, cyclic nucleotide-gated K+ 4
ENSMUST00000034905.8	chr9	77744574	77744574	1.08717384092133e-29	1.87007393791616e-25	-86.6666666666667	-9961	ENSMUSG00000032350	Gclc	glutamate-cysteine ligase, catalytic subunit
ENSMUST00000034944.8	chr9	66151656	66151656	8.42517932364336e-17	2.34731671991292e-13	-80.5555555555556	-6567	ENSMUSG00000032380	Dapk2	death-associated protein kinase 2
ENSMUST00000034945.5	chr9	66132075	66132075	3.24597322722291e-33	1.14096100561778e-28	-95.315734989648	5466	ENSMUSG00000032381	Ciao2a	cytosolic iron-sulfur assembly component 2A
ENSMUST00000034955.7	chr9	65457839	65457839	3.98854966813035e-19	1.40782074734828e-15	-92.5	-3108	ENSMUSG00000032388	Spg21	SPG21, maspardin
ENSMUST00000034969.13	chr9	64105025	64105025	7.20847848136533e-27	7.53092019420177e-23	-100	-12122	ENSMUSG00000032401	Lctl	lactase-like
ENSMUST00000034973.9	chr9	63770374	63770374	2.14384434522535e-24	1.49083345437794e-20	-83.5616438356164	-12381	ENSMUSG00000032402	Smad3	SMAD family member 3
ENSMUST00000034983.6	chr9	96383470	96383470	7.10971774597038e-14	1.58025814639027e-10	-82.843137254902	-19029	ENSMUSG00000032412	Atp1b3	ATPase, Na+/K+ transporting, beta 3 polypeptide
ENSMUST00000034986.13	chr9	86421544	86421544	8.76409204470623e-16	2.24990072881212e-12	73.5069444444444	43407	ENSMUSG00000032415	Ube2cbp	ubiquitin-conjugating enzyme E2C binding protein
ENSMUST00000035026.4	chr9	97403854	97403854	1.03428278300742e-16	2.85813523443289e-13	-53.2467532467532	-33897	ENSMUSG00000032451	Trim42	tripartite motif-containing 42
ENSMUST00000035027.12	chr9	98080076	98080076	3.80685537340451e-23	2.23695389383234e-19	-74.3243243243243	-46896	ENSMUSG00000032452	Clstn2	calsyntenin 2
ENSMUST00000035029.2	chr9	98490578	98490578	6.89640835815988e-30	1.22680090405011e-25	-83.7837837837838	43	ENSMUSG00000032454	Rbp2	retinol binding protein 2, cellular
ENSMUST00000036267.7	chr9	95300783	95300783	1.0177806327179e-19	3.81850534856192e-16	-86.2745098039216	105940	ENSMUSG00000033350	Chst2	carbohydrate sulfotransferase 2
ENSMUST00000036579.13	chr4	145213108	145213108	4.90412337288148e-28	6.23239737502542e-24	84.0579710144928	-18104	ENSMUSG00000020220	Vps13d	vacuolar protein sorting 13D
ENSMUST00000036615.6	chr9	64997813	64997813	8.69027071133913e-30	1.51994361807679e-25	-91.1764705882353	23881	ENSMUSG00000033629	Hacd3	3-hydroxyacyl-CoA dehydratase 3
ENSMUST00000036928.11	chr1	181010821	181010821	1.27125534854942e-06	0.0020710743854757	-44.358875625722	6749	ENSMUSG00000038776	Ephx1	epoxide hydrolase 1, microsomal
ENSMUST00000037260.7	chr15	75941966	75941966	6.02135161835807e-06	0.00921205275850417	-53.9090909090909	1016	ENSMUSG00000050846	Zfp623	zinc finger protein 623
ENSMUST00000037408.8	chr9	55860262	55860262	5.24634690000995e-20	2.04750773499761e-16	-92.7933673469388	59344	ENSMUSG00000034007	Scaper	S phase cyclin A-associated protein in the ER
ENSMUST00000037607.10	chr4	31909896	31909896	1.53379304085342e-07	0.000260220450311174	51.4022988505747	-54201	ENSMUSG00000028284	Map3k7	mitogen-activated protein kinase kinase kinase 7
ENSMUST00000038101.3	chr13	54188049	54188049	2.86977640368517e-22	1.49357727318559e-18	82.6923076923077	-4080	ENSMUSG00000034987	Hrh2	histamine receptor H2
ENSMUST00000038407.5	chr9	60706417	60706417	8.39406877067056e-14	1.8564807118383e-10	-79.0972222222222	-6572	ENSMUSG00000034839	Larp6	La ribonucleoprotein domain family, member 6
ENSMUST00000038488.16	chr9	45959668	45959668	3.02451421502637e-16	8.05165529021836e-13	-87.037037037037	-4411	ENSMUSG00000034908	Sidt2	SID1 transmembrane family, member 2
ENSMUST00000038489.5	chr9	72922773	72922773	1.79609735980516e-09	3.25589068977234e-06	-48.3076923076923	-2872	ENSMUSG00000034910	Pygo1	pygopus 1
ENSMUST00000039500.3	chr19	20937197	20937197	1.31420257044946e-18	4.38312429304936e-15	-85.2941176470588	17006	ENSMUSG00000024749	Tmc1	transmembrane channel-like gene family 1
ENSMUST00000039662.8	chr9	67485393	67485393	5.84229134493517e-18	1.82025041090966e-14	-71.0526315789474	54000	ENSMUSG00000052698	Tln2	talin 2
ENSMUST00000039674.12	chr9	37157470	37157470	2.83928324257426e-19	1.01710985348636e-15	-80.4347826086957	-10064	ENSMUSG00000035934	Pknox2	Pbx/knotted 1 homeobox 2
ENSMUST00000039742.7	chr9	54909848	54909848	5.07813429644675e-27	5.43246526268389e-23	-85.3932584269663	-7435	ENSMUSG00000035878	Hykk	hydroxylysine kinase 1
ENSMUST00000039788.10	chr9	58541116	58541116	1.62384166342157e-23	1.0028603994064e-19	-79.4318181818182	-176	ENSMUSG00000035914	Cd276	CD276 antigen
ENSMUST00000039959.10	chr9	51322029	51322029	4.71474214935088e-22	2.37469814430819e-18	-83.3800186741363	6889	ENSMUSG00000036027	1810046K07Rik	RIKEN cDNA 1810046K07 gene
ENSMUST00000040162.2	chr2	155950869	155950869	1.22892903431262e-06	0.00200358110542745	-63.6842105263158	-5503	ENSMUSG00000038259	Gdf5	growth differentiation factor 5
ENSMUST00000040423.11	chr2	104095811	104095811	1.49345777725308e-06	0.00242271595224961	30.9090909090909	12	ENSMUSG00000032679	Cd59a	CD59a antigen
ENSMUST00000040576.9	chr5	91598566	91598566	1.90081723774377e-06	0.00305939255560724	26.4538616767566	80953	ENSMUSG00000034981	Parm1	prostate androgen-regulated mucin-like protein 1
ENSMUST00000040917.13	chr9	66940001	66940001	8.86414084137902e-22	4.31297804282726e-18	-82.8947368421053	-6085	ENSMUSG00000036781	Rps27l	ribosomal protein S27-like
ENSMUST00000041029.5	chr9	64023748	64023748	8.05286413844675e-17	2.2483998193735e-13	-68.4210526315789	-1690	ENSMUSG00000036867	Smad6	SMAD family member 6
ENSMUST00000041139.8	chr9	66897158	66897158	3.16070853580678e-12	6.4145326782647e-09	-47.3684210526316	22530	ENSMUSG00000036943	Rab8b	RAB8B, member RAS oncogene family
ENSMUST00000041375.10	chr9	51013031	51013031	5.49847358960881e-15	1.32447806089588e-11	-87.0967741935484	-3959	ENSMUSG00000037112	Sik2	salt inducible kinase 2
ENSMUST00000041551.8	chr9	63604287	63604287	1.38536576014418e-23	8.6240133483024e-20	-63.4146341463415	1629	ENSMUSG00000037257	Aagab	alpha- and gamma-adaptin binding protein
ENSMUST00000041901.6	chr9	54565360	54565360	5.80957803756899e-10	1.07242894320441e-06	-62.2863247863248	-5143	ENSMUSG00000037493	Cib2	calcium and integrin binding family member 2
ENSMUST00000042842.5	chr9	35444418	35444418	7.24755286062037e-21	3.13479781120016e-17	-86.8852459016393	-7658	ENSMUSG00000038119	Cdon	cell adhesion molecule-related/down-regulated by oncogenes
ENSMUST00000043059.8	chr9	57947126	57947126	9.57536283386667e-18	2.92327946157825e-14	-82.8571428571429	7015	ENSMUSG00000038264	Sema7a	sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A
ENSMUST00000043077.7	chr7	97417831	97417831	1.36561886039712e-06	0.00222133181173097	40.5882352941176	-102	ENSMUSG00000035686	Thrsp	thyroid hormone responsive
ENSMUST00000043675.8	chr9	44928447	44928447	5.85145978330026e-28	7.35256254497191e-24	-92.2077922077922	-7706	ENSMUSG00000038717	Atp5l	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit G
ENSMUST00000044051.5	chr9	50607357	50607357	9.23005921553342e-09	1.63042042903628e-05	-61.1111111111111	3449	ENSMUSG00000039016	Timm8b	translocase of inner mitochondrial membrane 8B
ENSMUST00000044207.4	chr19	5384063	5384063	1.47945040275636e-12	3.05609467413571e-09	69.0559440559441	4641	ENSMUSG00000039148	Sart1	squamous cell carcinoma antigen recognized by T cells 1
ENSMUST00000044547.9	chr7	25539268	25539268	5.67021925785321e-06	0.00870185639851421	35.9472049689441	552	ENSMUSG00000054385	Ceacam2	carcinoembryonic antigen-related cell adhesion molecule 2
ENSMUST00000044694.7	chr9	44810884	44810884	5.59176954146415e-17	1.58764445488427e-13	-68.9488910318226	-7813	ENSMUSG00000039438	Ttc36	tetratricopeptide repeat domain 36
ENSMUST00000045682.6	chr9	40457270	40457270	1.2826135393959e-18	4.28692287923876e-15	-79.0322580645161	-1507	ENSMUSG00000040111	Gramd1b	GRAM domain containing 1B
ENSMUST00000046254.2	chr17	48945262	48945262	2.17703166985599e-06	0.00348886344612284	51.1206896551724	12885	ENSMUSG00000040490	Lrfn2	leucine rich repeat and fibronectin type III domain containing 2
ENSMUST00000046490.13	chr9	65673402	65673402	3.65431283300807e-19	1.29570293339505e-15	-62.8205128205128	-3146	ENSMUSG00000040652	Oaz2	ornithine decarboxylase antizyme 2
ENSMUST00000047740.3	chr9	44450011	44450011	1.31369156056825e-09	2.39307088180109e-06	-46.8085106382979	4966	ENSMUSG00000041523	Upk2	uroplakin 2
ENSMUST00000048043.11	chr9	62542808	62542808	6.33211954718517e-09	1.12616312943706e-05	-45.1612903225806	-5765	ENSMUSG00000041729	Coro2b	coronin, actin binding protein, 2B
ENSMUST00000048361.9	chr5	96177847	96177847	9.67595236215038e-07	0.00158645871958363	62	3909	ENSMUSG00000090468	Gm2840	
ENSMUST00000048409.13	chr9	53979208	53979208	1.30148172421147e-25	1.0972307619381e-21	-90.1800327332242	-3908	ENSMUSG00000041986	Elmod1	ELMO/CED-12 domain containing 1
ENSMUST00000048762.7	chr9	65243897	65243897	1.37231732725289e-16	3.75373898088235e-13	-71.0526315789474	-21283	ENSMUSG00000042254	Cilp	cartilage intermediate layer protein, nucleotide pyrophosphohydrolase
ENSMUST00000048824.8	chr9	48498283	48498283	4.35780390482324e-28	5.61115823404138e-24	-94.1176470588235	2843	ENSMUSG00000042293	Gm5617	predicted gene 5617
ENSMUST00000049031.5	chr9	70666591	70666591	4.4864612287379e-23	2.60493727751671e-19	-79.4960212201592	-9418	ENSMUSG00000042444	Mindy2	MINDY lysine 48 deubiquitinase 2
ENSMUST00000049941.11	chr9	40237673	40237673	6.27789460992904e-30	1.12704277632125e-25	-88.6792452830189	-31544	ENSMUSG00000049281	Scn3b	sodium channel, voltage-gated, type III, beta
ENSMUST00000050020.7	chr9	45075736	45075736	3.98731172494463e-20	1.57463294497098e-16	-82.5396825396825	-3447	ENSMUSG00000048534	Jaml	junction adhesion molecule like
ENSMUST00000050829.1	chr9	51282268	51282268	7.95487062150609e-08	0.00013621856366057	-44.9843260188088	1975	ENSMUSG00000044694	2010007H06Rik	
ENSMUST00000051111.2	chr9	38472811	38472811	3.92027271349221e-12	7.91387733757197e-09	-65.4545454545455	68	ENSMUSG00000096794	Olfr905	olfactory receptor 905
ENSMUST00000051720.5	chr18	61958960	61958960	5.7047908622776e-06	0.00874937515328486	51.0835913312693	5887	ENSMUSG00000045629	Sh3tc2	SH3 domain and tetratricopeptide repeats 2
ENSMUST00000052068.10	chr9	98368015	98368015	2.43294285458081e-10	4.54865574044733e-07	-54.6027742749054	-54946	ENSMUSG00000046402	Rbp1	retinol binding protein 1, cellular
ENSMUST00000052499.8	chr15	80267525	80267525	6.09760672971034e-14	1.36169365701992e-10	78.3783783783784	-3211	ENSMUSG00000051518	Rps19bp1	ribosomal protein S19 binding protein 1
