feature.name	chr	start	end	pvalue	qvalue	meth.diff	dist.to.feature	ensembl_gene_id	mgi_symbol	entrezgene_description
ENSMUST00000034521.7	chr9	40972001	40973000	7.80143598615618e-22	2.99510008590289e-18	-35.842443171959	-7884	ENSMUSG00000032023	Jhy	junctional cadherin complex regulator
ENSMUST00000034539.11	chr9	35181001	35182000	6.16891198860166e-39	1.17225294472258e-34	-32.6222571480385	-4941	ENSMUSG00000032040	Dcps	decapping enzyme, scavenger
ENSMUST00000034554.8	chr9	51201001	51202000	2.72106377397949e-06	0.00064048657587046	-26.8157448563442	-11708	ENSMUSG00000032053	Pou2af1	POU domain, class 2, associating factor 1
ENSMUST00000034564.2	chr9	50747001	50748000	4.27717107753765e-17	9.23227615047063e-14	-31.9018693051946	-466	ENSMUSG00000032062	2310030G06Rik	RIKEN cDNA 2310030G06 gene
ENSMUST00000034581.3	chr9	47551001	47552000	8.8591540190437e-16	1.61004307136549e-12	-26.1670020120724	20630	ENSMUSG00000032076	Cadm1	cell adhesion molecule 1
ENSMUST00000034597.7	chr9	45311001	45312000	6.02376127058408e-27	4.03008083690113e-23	-27.9412211037483	-7100	ENSMUSG00000037129	Tmprss13	transmembrane protease, serine 13
ENSMUST00000034599.14	chr9	45219001	45220000	2.10807263874545e-14	3.130554033984e-11	-38.9408917271746	-14910	ENSMUSG00000032091	Tmprss4	transmembrane protease, serine 4
ENSMUST00000034632.9	chr9	37194001	37195000	2.01281134986336e-11	1.88394133904302e-08	-28.5179169290947	-13223	ENSMUSG00000032121	Tmem218	transmembrane protein 218
ENSMUST00000034702.5	chr9	75620001	75621000	3.37062849784234e-13	4.19948549793746e-10	-27.5617812576462	-4741	ENSMUSG00000032184	Lysmd2	LysM, putative peptidoglycan-binding, domain containing 2
ENSMUST00000034720.11	chr9	71525001	71526000	6.66331084859378e-24	3.20176731258078e-20	-29.1950477972345	-39067	ENSMUSG00000032199	Polr2m	polymerase (RNA) II (DNA directed) polypeptide M
ENSMUST00000034740.14	chr9	72651001	72652000	6.24124555720326e-14	8.65509253058098e-11	-27.5450864924549	-10346	ENSMUSG00000032216	Nedd4	neural precursor cell expressed, developmentally down-regulated 4
ENSMUST00000034745.8	chr9	70280001	70281000	1.47429434215552e-38	2.55678545434371e-34	-48.6187696452627	72635	ENSMUSG00000032220	Myo1e	myosin IE
ENSMUST00000034774.8	chr9	62622001	62623000	1.32623875009991e-38	2.32676542893127e-34	-39.7582988549986	-54826	ENSMUSG00000032243	Itga11	integrin alpha 11
ENSMUST00000034817.10	chr9	62029001	62030000	2.20303276570228e-50	9.2331054662446e-46	-38.4304521944971	-2146	ENSMUSG00000032278	Paqr5	progestin and adipoQ receptor family member V
ENSMUST00000034846.6	chr9	57285001	57286000	2.98636447887675e-22	1.19835172951998e-18	-33.4626058492849	-22390	ENSMUSG00000032300	1700017B05Rik	RIKEN cDNA 1700017B05 gene
ENSMUST00000036215.7	chr11	116332001	116333000	5.28416849413702e-12	5.39790830296287e-09	32.7560455192034	2400	ENSMUSG00000034227	Foxj1	forkhead box J1
ENSMUST00000036267.7	chr9	95316001	95317000	3.14448934562133e-18	7.92050086706344e-15	-26.3276429761125	89723	ENSMUSG00000033350	Chst2	carbohydrate sulfotransferase 2
ENSMUST00000038488.16	chr9	45960001	45961000	2.53652380639734e-37	4.02851215270093e-33	-34.2598577892696	-4744	ENSMUSG00000034908	Sidt2	SID1 transmembrane family, member 2
ENSMUST00000039662.8	chr9	67538001	67539000	4.00250551831616e-21	1.41759339466396e-17	-31.1932037585275	393	ENSMUSG00000052698	Tln2	talin 2
ENSMUST00000039959.10	chr9	51372001	51373000	9.70045994929335e-31	9.09066788197848e-27	-34.5393939393939	-43085	ENSMUSG00000036027	1810046K07Rik	RIKEN cDNA 1810046K07 gene
ENSMUST00000041139.8	chr9	66922001	66923000	5.23092211048806e-15	8.52308083338439e-12	-36.4341363587405	-2315	ENSMUSG00000036943	Rab8b	RAB8B, member RAS oncogene family
ENSMUST00000041317.2	chrX	143030001	143031000	4.36658003274101e-08	1.94057747734428e-05	27.9240089459068	-63274	ENSMUSG00000042225	Ammecr1	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1
ENSMUST00000041638.7	chr1	54439001	54440000	2.64896454374222e-19	7.62735919380253e-16	28.5203074602436	-31	ENSMUSG00000041303	Gtf3c3	general transcription factor IIIC, polypeptide 3
ENSMUST00000042844.6	chr4	139093001	139094000	1.37896780994638e-52	6.93525148895327e-48	-33.0945363421538	-9	ENSMUSG00000041120	Nbl1	NBL1, DAN family BMP antagonist
ENSMUST00000044051.5	chr9	50610001	50611000	5.46191259116189e-10	3.90563479401193e-07	-25.7979914283887	6093	ENSMUSG00000039016	Timm8b	translocase of inner mitochondrial membrane 8B
ENSMUST00000045737.13	chr5	25222001	25223000	7.38337329860517e-21	2.54337300127267e-17	25.1313735691987	0	ENSMUSG00000038072	Galnt11	polypeptide N-acetylgalactosaminyltransferase 11
ENSMUST00000047740.3	chr9	44450001	44451000	4.57064078190594e-28	3.51844170345125e-24	-44.5257452574526	3977	ENSMUSG00000041523	Upk2	uroplakin 2
ENSMUST00000048043.11	chr9	62561001	62562000	2.29461434530236e-09	1.44675951204358e-06	-25.1392401564465	-23958	ENSMUSG00000041729	Coro2b	coronin, actin binding protein, 2B
ENSMUST00000049896.12	chrX	7693001	7694000	1.37802295405041e-10	1.10651934846938e-07	37.4076952973183	-3131	ENSMUSG00000031148	Gpkow	G patch domain and KOW motifs
ENSMUST00000050829.1	chr9	51295001	51296000	2.48387817362401e-22	1.00743420466453e-18	-42.3698451203583	14708	ENSMUSG00000044694	2010007H06Rik	
ENSMUST00000052068.10	chr9	98368001	98369000	4.1110305132399e-23	1.80310741085787e-19	-33.8533149594243	-53961	ENSMUSG00000046402	Rbp1	retinol binding protein 1, cellular
ENSMUST00000056949.4	chr9	62285001	62286000	1.27858396751628e-30	1.19081303669872e-26	-32.0763105376514	-2794	ENSMUSG00000046846	Spesp1	sperm equatorial segment protein 1
ENSMUST00000057015.7	chr14	14702001	14703000	9.28248005347794e-16	1.67929623662595e-12	25.8171678399917	0	ENSMUSG00000021733	Slc4a7	solute carrier family 4, sodium bicarbonate cotransporter, member 7
ENSMUST00000057110.10	chr18	43477001	43478000	3.4342914814144e-35	4.6681361542687e-31	34.3149223896215	0	ENSMUSG00000043424	Eif3j2	eukaryotic translation initiation factor 3, subunit J2
ENSMUST00000057645.5	chrX	57522001	57523000	7.26591612624232e-08	2.99938585954074e-05	27.9806726907631	-18245	ENSMUSG00000036357	Gpr101	G protein-coupled receptor 101
ENSMUST00000057781.7	chr9	77663001	77664000	5.73814883476971e-17	1.21255916234423e-13	-28.4473347313525	26503	ENSMUSG00000044938	Klhl31	kelch-like 31
ENSMUST00000060989.8	chr9	42102001	42103000	3.3089538242483e-25	1.87170427094874e-21	-31.0225523656562	21298	ENSMUSG00000049313	Sorl1	sortilin-related receptor, LDLR class A repeats-containing
ENSMUST00000062626.3	chr6	59208001	59209000	4.48610568957107e-34	5.73610159078232e-30	33.0591575681293	0	ENSMUSG00000049232	Tigd2	tigger transposable element derived 2
ENSMUST00000066604.3	chr9	34940001	34941000	3.14487310479411e-21	1.12975215049956e-17	-26.1654471921213	-10493	ENSMUSG00000053889	Kirrel3os	
ENSMUST00000067375.4	chr9	40861001	40862000	1.23188854019984e-15	2.18666286761023e-12	-26.7329733613228	-12127	ENSMUSG00000054360	Bsx	brain specific homeobox
ENSMUST00000068088.7	chr15	87646001	87647000	1.7400956866896e-07	6.34318013522063e-05	25.2941176470588	20773	ENSMUSG00000054863	Tafa5	TAFA chemokine like family member 5
ENSMUST00000070258.2	chr13	30974001	30975000	6.93818199520281e-28	5.18231322673116e-24	-31.5914442700157	0	ENSMUSG00000056257	Gm5447	
ENSMUST00000070500.2	chr9	96414001	96415000	7.10018216366705e-33	8.17763149478964e-29	-37.0672859614395	22435	ENSMUSG00000056418	BC043934	
ENSMUST00000071093.8	chr4	120855001	120856000	3.31221982318143e-25	1.87170427094874e-21	-35.3702169443677	184	ENSMUSG00000032890	Rims3	regulating synaptic membrane exocytosis 3
ENSMUST00000071219.11	chr9	44675001	44676000	8.17778716961075e-12	8.17124433812473e-09	-30.3150367220719	1754	ENSMUSG00000032098	Treh	trehalase (brush-border membrane glycoprotein)
ENSMUST00000073932.3	chr9	40007001	40008000	4.4983375725059e-14	6.37282182430145e-11	-31.7389297967537	-55	ENSMUSG00000060254	Olfr980	olfactory receptor 980
ENSMUST00000081064.11	chrX	134307001	134308000	3.06949575424971e-12	3.25913462138695e-09	-29.3504325591871	-84	ENSMUSG00000031262	Cenpi	centromere protein I
ENSMUST00000082542.1	chr4	150957001	150958000	2.70369010086765e-16	5.2231827071169e-13	29.565273514816	-6735	ENSMUSG00000064476	Gm23405	
ENSMUST00000082801.1	chr9	72639001	72640000	5.19940164769927e-22	2.01666196224272e-18	28.0447107072494	5556	ENSMUSG00000064735	Gm23057	
ENSMUST00000082975.1	chr9	41351001	41352000	1.759484074608e-10	1.38698814022869e-07	-29.2660028449502	-11461	ENSMUSG00000064909	Gm25401	
ENSMUST00000083078.1	chr11	88896001	88897000	2.14089144191021e-192	5.38359940424294e-187	50.6818833330995	-8121	ENSMUSG00000065012	Gm23507	
ENSMUST00000083215.2	chr9	74015001	74016000	1.99661500737703e-18	5.14953252711846e-15	-30.0395784230889	-43339	ENSMUSG00000095631	n-R5s86	
ENSMUST00000083229.1	chr9	68449001	68450000	1.86895323722546e-20	6.15690280576072e-17	-25.4875675675676	11446	ENSMUSG00000096639	Gm22169	
ENSMUST00000084488.4	chr7	134670001	134671000	1.99413833132482e-37	3.20078695704821e-33	-26.268559233161	0	ENSMUSG00000058325	Dock1	dedicator of cytokinesis 1
ENSMUST00000085631.3	chr9	59112001	59113000	1.56276579425185e-17	3.61085506064348e-14	-33.8108067857191	33211	ENSMUSG00000066592	Gm7589	
ENSMUST00000085711.5	chr9	57338001	57339000	2.72282667287281e-22	1.09844352911252e-18	-37.5595238095238	3875	ENSMUSG00000066626	Gm5121	
ENSMUST00000085939.7	chr9	45356001	45357000	8.23652252445501e-13	9.61113563615497e-10	-30.3880643166357	-13185	ENSMUSG00000066705	Fxyd6	FXYD domain-containing ion transport regulator 6
ENSMUST00000087867.5	chrX	104482001	104483000	1.29567843452955e-17	3.02617509694495e-14	-27.7795244320156	0	ENSMUSG00000073016	Uprt	uracil phosphoribosyltransferase
ENSMUST00000088001.5	chr2	168207001	168208000	4.08005772535074e-25	2.27157121852681e-21	37.5717266562337	0	ENSMUSG00000051149	Adnp	activity-dependent neuroprotective protein
ENSMUST00000091180.2	chrX	11459001	11460000	1.87404478824504e-06	0.000474101873896482	-27.3817925194072	131181	ENSMUSG00000069038	H2al1j	H2A histone family member L1J
ENSMUST00000093837.4	chr9	57209001	57210000	1.86673636212581e-12	2.04864719617127e-09	-25.9404324765402	-26556	ENSMUSG00000070298	Trcg1	taste receptor cell gene 1
ENSMUST00000093852.4	chr9	48769001	48770000	1.24907557199627e-28	1.0132231675469e-24	-38.043795620438	65946	ENSMUSG00000066687	Zbtb16	zinc finger and BTB domain containing 16
ENSMUST00000093864.1	chr9	38270001	38271000	3.13354402136643e-32	3.40134230425464e-28	-28.7231113216068	1488	ENSMUSG00000096427	Olfr895	olfactory receptor 895
ENSMUST00000098546.3	chr9	76525001	76526000	5.12333006517883e-21	1.79351249337411e-17	-41.80351763677	19805	ENSMUSG00000032358	Fam83b	family with sequence similarity 83, member B
ENSMUST00000098768.2	chr9	52585001	52586000	1.13543948476294e-17	2.6684453036363e-14	-37.2107669341295	93430	ENSMUSG00000078307	AI593442	expressed sequence AI593442
ENSMUST00000098782.3	chr9	51082001	51083000	4.26863623981775e-55	2.30017276259078e-50	-36.8322288704454	-4908	ENSMUSG00000060594	Layn	layilin
ENSMUST00000098837.2	chr9	44444001	44445000	3.47107550492574e-11	3.11178286842119e-08	-31.6037585602803	-2866	ENSMUSG00000074397	Foxr1	forkhead box R1
ENSMUST00000098926.2	chr9	24328001	24329000	3.15904858485108e-78	3.17756458761949e-73	-40.8123282841386	-12657	ENSMUSG00000074465	Gm10701	
ENSMUST00000102326.1	chr9	56215001	56216000	7.86076830353148e-10	5.44048782422164e-07	-28.3371040723982	7772	ENSMUSG00000076281	Gm24270	
ENSMUST00000102518.9	chr4	137836001	137837000	1.29533918471959e-08	6.74860930685379e-06	25.0327653997379	-25237	ENSMUSG00000057530	Ece1	endothelin converting enzyme 1
ENSMUST00000103164.3	chr11	94601001	94602000	8.4176221309503e-16	1.53386956460259e-12	26.3258487916411	0	ENSMUSG00000076435	Acsf2	acyl-CoA synthetase family member 2
ENSMUST00000104020.1	chr9	97468001	97469000	2.35715646468672e-20	7.68133597140677e-17	-39.5859213250518	-28375	ENSMUSG00000077208	Gm25607	
ENSMUST00000104295.1	chr9	37174001	37175000	2.91234965965263e-27	1.99733161095101e-23	-39.3671654978188	-1008	ENSMUSG00000077483	Gm25273	
ENSMUST00000104472.1	chr9	70146001	70147000	2.58510618979934e-27	1.80573483846561e-23	-25.5558351719739	1937	ENSMUSG00000077660	Gm24257	
ENSMUST00000104941.3	chr13	21813001	21814000	1.03350317862884e-49	4.10352950804232e-45	48.2105263157895	1257	ENSMUSG00000069306	Hist1h4m	histone cluster 1, H4m
ENSMUST00000106934.1	chr7	102099001	102100000	5.74435796235002e-16	1.06605666672423e-12	26.3826854149435	0	ENSMUSG00000070424	Art5	ADP-ribosyltransferase 5
ENSMUST00000108363.7	chr7	27409001	27410000	2.89996998914318e-33	3.50036095811235e-29	34.2289719626168	-12449	ENSMUSG00000011751	Sptbn4	spectrin beta, non-erythrocytic 4
ENSMUST00000112150.3	chr9	37703001	37704000	3.15265108518809e-13	3.94630104626569e-10	-36.3178294573643	6488	ENSMUSG00000059252	Tpt1-ps5	
ENSMUST00000112888.1	chrX	142818001	142819000	1.56312531240473e-08	7.94351900529865e-06	-30.6459948320413	-6741	ENSMUSG00000047045	Tmem164	transmembrane protein 164
ENSMUST00000113707.8	chr9	67050001	67051000	4.93268837575303e-08	2.15471922749064e-05	25.5847953216374	-596	ENSMUSG00000032366	Tpm1	tropomyosin 1, alpha
ENSMUST00000114664.7	chr9	45052001	45053000	1.10947435373019e-24	5.81238161749427e-21	-36.0919575651584	-2186	ENSMUSG00000070305	Mpzl3	myelin protein zero-like 3
ENSMUST00000116751.1	chr9	48503001	48504000	3.93506058964899e-17	8.54808417021521e-14	-30.8407310704961	3061	ENSMUSG00000080401	Gm23653	
ENSMUST00000117106.1	chrX	151742001	151743000	8.76315145246878e-13	1.01941186064686e-09	-32.8558791507893	15194	ENSMUSG00000081331	Gm15151	
ENSMUST00000117194.7	chr9	45831001	45832000	3.60183502380023e-14	5.16579797435905e-11	-25.0888477692601	-2311	ENSMUSG00000043987	Cep164	centrosomal protein 164
ENSMUST00000117617.1	chr9	55297001	55298000	8.72077918231521e-52	4.11182527970884e-47	-40.0830539469674	-7288	ENSMUSG00000082744	Gm15625	
ENSMUST00000117924.2	chrX	11999001	12000000	3.25359739815066e-07	0.000109257418801213	-29.3785310734463	14535	ENSMUSG00000081947	Gm14512	
ENSMUST00000118217.1	chrX	36229001	36230000	3.96390404953358e-09	2.3611157829728e-06	29.020995190529	-14873	ENSMUSG00000081159	Gm6023	
ENSMUST00000119373.8	chr9	40536001	40537000	4.40057469263415e-14	6.25193164095681e-11	-29.0880695737384	-4619	ENSMUSG00000040111	Gramd1b	GRAM domain containing 1B
ENSMUST00000119426.1	chr9	48637001	48638000	2.770373889634e-14	4.04247355306513e-11	-27.9294152175508	-31849	ENSMUSG00000032271	Nnmt	nicotinamide N-methyltransferase
ENSMUST00000120247.7	chr9	46027001	46028000	5.54477692833221e-20	1.74653746454403e-16	-37.4039218626973	14003	ENSMUSG00000034135	Sik3	SIK family kinase 3
ENSMUST00000121924.1	chrX	12937001	12938000	2.37745182991295e-24	1.18777484675388e-20	25.8467417278819	131	ENSMUSG00000083307	AA414768	expressed sequence AA414768
ENSMUST00000122065.1	chr9	71730001	71731000	1.92107402776934e-25	1.12782136616867e-21	-31.5315095261358	40561	ENSMUSG00000032232	Cgnl1	cingulin-like 1
ENSMUST00000122112.1	chr2	156362001	156363000	4.24364232379177e-98	6.40277311748263e-93	53.5552992659819	-14162	ENSMUSG00000082321	Gm14253	
ENSMUST00000122477.1	chr9	73763001	73764000	2.7946486178706e-16	5.37824383537973e-13	-27.9837067209776	31258	ENSMUSG00000084426	Gm25105	
ENSMUST00000122553.1	chr9	76789001	76790000	1.20479126890736e-14	1.8663031769318e-11	-34.6191739295188	-15478	ENSMUSG00000084502	Gm23791	
ENSMUST00000122776.2	chr9	74332001	74333000	9.02065712449171e-10	6.16687553324916e-07	-26.1771653543307	-29610	ENSMUSG00000084725	Gm24141	
ENSMUST00000123349.1	chr15	86059001	86060000	6.70060733862498e-34	8.35522479598904e-30	38.3310482363206	131	ENSMUSG00000035900	Gramd4	GRAM domain containing 4
ENSMUST00000124424.1	chr9	50679001	50680000	7.67190119263063e-19	2.08564005257624e-15	-36.6403162055336	4395	ENSMUSG00000032064	Dixdc1	DIX domain containing 1
ENSMUST00000124907.1	chr9	51755001	51756000	1.26854429034506e-20	4.25326519104207e-17	-25.6059489985619	-9337	ENSMUSG00000053199	Arhgap20	Rho GTPase activating protein 20
ENSMUST00000126413.7	chr1	36303001	36304000	3.60981395968461e-12	3.77963776736296e-09	25.6417970316887	-3733	ENSMUSG00000037447	Arid5a	AT rich interactive domain 5A (MRF1-like)
ENSMUST00000126447.1	chr6	147771001	147772000	1.02364249296253e-10	8.41669477113824e-08	25.7858469248495	-51551	ENSMUSG00000086019	Gm15762	
ENSMUST00000126715.1	chrX	7876001	7877000	3.22975317701183e-09	1.96097601472377e-06	-35.0358833409681	-1262	ENSMUSG00000031155	Pim2	proviral integration site 2
ENSMUST00000128163.7	chr9	54653001	54654000	1.63606688209228e-41	3.85700693965714e-37	-47.1724585377722	-5656	ENSMUSG00000032281	Acsbg1	acyl-CoA synthetase bubblegum family member 1
ENSMUST00000128324.1	chr8	66603001	66604000	2.73267631928702e-75	2.29057770305501e-70	-29.8433146632199	-13994	ENSMUSG00000085082	Gm16330	
ENSMUST00000128694.7	chr19	3850001	3851000	2.49899983728119e-06	0.000598012796958686	-26.984126984127	-773	ENSMUSG00000024843	Chka	choline kinase alpha
ENSMUST00000128955.1	chr9	96462001	96463000	7.13502516160707e-11	6.02758571716175e-08	-26.1445188803845	15589	ENSMUSG00000051234	Rnf7	ring finger protein 7
ENSMUST00000129442.1	chr9	66177001	66178000	2.56545995990033e-15	4.33626143018274e-12	-26.3453721075672	18768	ENSMUSG00000032380	Dapk2	death-associated protein kinase 2
ENSMUST00000130320.7	chr10	86021001	86022000	8.21888385786286e-32	8.43577231324035e-28	30.0463170185852	0	ENSMUSG00000001786	Fbxo7	F-box protein 7
ENSMUST00000130427.7	chr11	6006001	6007000	0	0	76.2159669953954	-5554	ENSMUSG00000057897	Camk2b	calcium/calmodulin-dependent protein kinase II, beta
ENSMUST00000131131.1	chr17	6760001	6761000	4.10796937828052e-09	2.43826549085507e-06	-26.8720242389266	-17181	ENSMUSG00000052397	Ezr	ezrin
ENSMUST00000131342.1	chr9	45322001	45323000	5.34397713305851e-18	1.31963164529728e-14	-26.4594474153298	0	ENSMUSG00000085831	Lncbate3	brown adipose tissue enriched long noncoding RNA 3
ENSMUST00000132355.1	chr9	69086001	69087000	1.66174971061106e-29	1.42456504814399e-25	-30.1181806941163	-108541	ENSMUSG00000032238	Rora	RAR-related orphan receptor alpha
ENSMUST00000132455.1	chr9	50632001	50633000	8.3625619265553e-11	6.97863141875978e-08	-26.234797716555	11063	ENSMUSG00000000168	Dlat	dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex)
ENSMUST00000132716.1	chr9	40780001	40781000	3.30375592845045e-20	1.0605702441946e-16	-28.5071942446043	2462	ENSMUSG00000087135	Gm16096	
ENSMUST00000133312.1	chr9	44691001	44692000	3.04236164785419e-17	6.76036903880567e-14	-25.9615384615385	4432	ENSMUSG00000048537	Phldb1	pleckstrin homology like domain, family B, member 1
ENSMUST00000134638.1	chr7	98155001	98156000	1.03491127248363e-10	8.50471532485281e-08	-26.1139651918641	6211	ENSMUSG00000035547	Capn5	calpain 5
ENSMUST00000134829.1	chr9	66737001	66738000	6.57544969132635e-38	1.07836795218154e-33	-28.8889975028659	-9710	ENSMUSG00000032373	Car12	carbonic anhydrase 12
ENSMUST00000135158.8	chr10	60219001	60220000	4.48841452921165e-10	3.27787194368131e-07	-33.7555886736215	0	ENSMUSG00000057337	Chst3	carbohydrate sulfotransferase 3
ENSMUST00000135457.7	chr9	48317001	48318000	1.10328703791496e-24	5.80010638997332e-21	-37.1740161213845	22835	ENSMUSG00000032028	Nxpe2	neurexophilin and PC-esterase domain family, member 2
ENSMUST00000135874.1	chr4	86930001	86931000	8.82805522690555e-33	9.9400732246405e-29	25.0724983720425	0	ENSMUSG00000038007	Acer2	alkaline ceramidase 2
ENSMUST00000135934.1	chr9	36748001	36749000	2.54599557934677e-17	5.69937311463707e-14	-32.3778616945952	5868	ENSMUSG00000032116	Stt3a	STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)
ENSMUST00000136530.7	chr9	41137001	41138000	3.07005996296911e-22	1.22866885159956e-18	-40.3640558902705	19503	ENSMUSG00000032020	Ubash3b	ubiquitin associated and SH3 domain containing, B
ENSMUST00000137281.1	chrX	12292001	12293000	7.54438854595323e-07	0.000222322504780478	-25.0126262626263	52223	ENSMUSG00000087591	Gm14635	predicted gene 14635
ENSMUST00000137938.1	chr6	146115001	146116000	4.02360949168378e-09	2.39290081399639e-06	29.4119034144501	31209	ENSMUSG00000030287	Itpr2	inositol 1,4,5-triphosphate receptor 2
ENSMUST00000138226.7	chr9	62331001	62332000	4.40950607771551e-09	2.60043951660372e-06	-25.1182474483445	-9293	ENSMUSG00000032249	Anp32a	acidic (leucine-rich) nuclear phosphoprotein 32 family, member A
ENSMUST00000139577.1	chr9	40684001	40685000	9.77720268274693e-12	9.68599087573951e-09	-27.5167785234899	-962	ENSMUSG00000032024	Clmp	CXADR-like membrane protein
ENSMUST00000139617.1	chr1	134987001	134988000	1.93129754323941e-28	1.52561574255008e-24	26.2703954840378	15047	ENSMUSG00000026429	Ube2t	ubiquitin-conjugating enzyme E2T
ENSMUST00000140081.7	chr5	105732001	105733000	3.40977363601806e-23	1.51312906028566e-19	25.8977568113989	0	ENSMUSG00000046079	Lrrc8d	leucine rich repeat containing 8D
ENSMUST00000142336.1	chr11	82933001	82934000	5.54842122011741e-09	3.18668174078879e-06	27.1037868162693	0	ENSMUSG00000018845	Unc45b	unc-45 myosin chaperone B
ENSMUST00000143605.1	chr17	27096001	27097000	1.98827764105518e-18	5.13681023575888e-15	-34.0082211464848	4441	ENSMUSG00000086898	Itpr3os	
ENSMUST00000143710.1	chr9	42017001	42018000	1.20256558300983e-19	3.57874003452106e-16	-28.2451518562791	-4615	ENSMUSG00000086360	Gm16214	
ENSMUST00000144323.2	chr9	63993001	63994000	8.124412980296e-15	1.28625901433937e-11	-25.2243302840425	22988	ENSMUSG00000036867	Smad6	SMAD family member 6
ENSMUST00000144367.1	chrX	102120001	102121000	3.36824304040302e-17	7.41894566301684e-14	41.8785677218474	434	ENSMUSG00000079480	Pin4	protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting, 4 (parvulin)
ENSMUST00000144458.7	chr8	119896001	119897000	2.64087963606779e-25	1.52664282545246e-21	28.1555869872702	-13360	ENSMUSG00000031826	Usp10	ubiquitin specific peptidase 10
ENSMUST00000144946.1	chrX	7815001	7816000	2.69505023994923e-06	0.000635453968148688	-26.2130507529281	-2919	ENSMUSG00000031153	Gripap1	GRIP1 associated protein 1
ENSMUST00000145531.1	chr4	134160001	134161000	1.29939264856248e-321	6.53504364890499e-316	66.4655216265845	-3081	ENSMUSG00000037443	Cep85	centrosomal protein 85
ENSMUST00000145657.8	chr9	44962001	44963000	2.06691348623109e-21	7.5145597664109e-18	-35.3808353808354	2526	ENSMUSG00000059890	Ube4a	ubiquitination factor E4A
ENSMUST00000146760.6	chr7	45136001	45137000	6.21157839265241e-32	6.46343385933204e-28	26.2708799759456	0	ENSMUSG00000110206	Flt3l	FMS-like tyrosine kinase 3 ligand
ENSMUST00000146772.1	chrX	100816001	100817000	2.78027592409977e-12	2.9708624384949e-09	-25.2524696118394	8003	ENSMUSG00000000881	Dlg3	discs large MAGUK scaffold protein 3
ENSMUST00000147893.1	chr5	36811001	36812000	1.42957755664282e-07	5.36551000497585e-05	25.3573843330436	964	ENSMUSG00000029119	Man2b2	mannosidase 2, alpha B2
