location	group	ratio
chr2:129099995:129101995	mC_vs_hmC_WT	1.70611618632927
chr2:129128699:129130699	mC_vs_hmC_WT	1.93756411163811
chr2:130562749:130564749	mC_vs_hmC_WT	1.99055416720094
chr2:144331080:144333080	mC_vs_hmC_WT	1.98237539149316
chr2:144330362:144332362	mC_vs_hmC_WT	1.79111845754221
chr2:147183082:147185082	mC_vs_hmC_WT	1.56549235063052
chr2:147363993:147365993	mC_vs_hmC_WT	1.55489187020296
chr2:148671614:148673614	mC_vs_hmC_WT	2.17859577259142
chr2:148671640:148673640	mC_vs_hmC_WT	2.17859577259142
chr2:152626007:152628007	mC_vs_hmC_WT	2.06310912803335
chr2:154656025:154658025	mC_vs_hmC_WT	1.35440847953044
chr2:155235532:155237532	mC_vs_hmC_WT	1.61385938135089
chr2:155235607:155237607	mC_vs_hmC_WT	1.61385938135089
chr2:155825925:155827925	mC_vs_hmC_WT	1.74695890709401
chr2:156861945:156863945	mC_vs_hmC_WT	2.23842204046979
chr2:156862121:156864121	mC_vs_hmC_WT	2.01835028272719
chr2:158665732:158667732	mC_vs_hmC_WT	1.78746105347893
chr2:160366065:160368065	mC_vs_hmC_WT	1.86717348727037
chr2:164459970:164461970	mC_vs_hmC_WT	1.79980721107788
chr2:164910750:164912750	mC_vs_hmC_WT	1.73970012328806
chr2:166792766:166794766	mC_vs_hmC_WT	2.28270912664615
chr2:166995299:166997299	mC_vs_hmC_WT	1.57353660991479
chr2:167348178:167350178	mC_vs_hmC_WT	2.08867513758146
chr2:167931326:167933326	mC_vs_hmC_WT	1.72983132648364
chr2:168766201:168768201	mC_vs_hmC_WT	1.95041292289587
chr2:172549990:172551990	mC_vs_hmC_WT	1.92545960352851
chr2:173736570:173738570	mC_vs_hmC_WT	1.96440464046525
chr2:180272465:180274465	mC_vs_hmC_WT	1.74440511621172
chr2:181038177:181040177	mC_vs_hmC_WT	1.71172547106282
chr2:181600318:181602318	mC_vs_hmC_WT	2.12368480838431
chr3:8666038:8668038	mC_vs_hmC_WT	2.05629072937526
chr3:27370350:27372350	mC_vs_hmC_WT	2.01733111900293
chr3:28262213:28264213	mC_vs_hmC_WT	2.53881814461434
chr3:34649004:34651004	mC_vs_hmC_WT	1.5521083001716
chr3:36150079:36152079	mC_vs_hmC_WT	2.39001385285619
chr3:37418596:37420596	mC_vs_hmC_WT	1.46751880577101
chr3:65957225:65959225	mC_vs_hmC_WT	1.89509817122459
chr3:79566679:79568679	mC_vs_hmC_WT	2.00298082407318
chr3:88912950:88914950	mC_vs_hmC_WT	1.83602287400942
chr3:89244199:89246199	mC_vs_hmC_WT	1.40205599036721
chr3:89244013:89246013	mC_vs_hmC_WT	1.42612825359424
chr3:89349010:89351010	mC_vs_hmC_WT	1.73963534617281
chr3:94477294:94479294	mC_vs_hmC_WT	1.63710915652009
chr3:94477548:94479548	mC_vs_hmC_WT	1.63710915652009
chr3:95240109:95242109	mC_vs_hmC_WT	1.6761238326079
chr3:95753977:95755977	mC_vs_hmC_WT	2.43884526251995
chr3:95892920:95894920	mC_vs_hmC_WT	1.84952127911952
chr3:97657211:97659211	mC_vs_hmC_WT	2.49553010142369
chr3:99252759:99254759	mC_vs_hmC_WT	1.68681026127581
chr3:105703598:105705598	mC_vs_hmC_WT	1.52421475513439
chr3:107695548:107697548	mC_vs_hmC_WT	1.73739175418493
chr3:108085666:108087666	mC_vs_hmC_WT	2.20134044410075
chr3:108084426:108086426	mC_vs_hmC_WT	2.08245459172815
chr3:108199834:108201834	mC_vs_hmC_WT	1.89827224360838
chr3:108652912:108654912	mC_vs_hmC_WT	1.23976788225371
chr3:108652939:108654939	mC_vs_hmC_WT	1.23976788225371
chr3:108652989:108654989	mC_vs_hmC_WT	1.23976788225371
chr3:121262316:121264316	mC_vs_hmC_WT	1.86376567811503
chr3:122418779:122420779	mC_vs_hmC_WT	2.09063221255843
chr3:124320036:124322036	mC_vs_hmC_WT	1.91355544255229
chr3:129969206:129971206	mC_vs_hmC_WT	1.71326771300004
chr3:131271101:131273101	mC_vs_hmC_WT	1.84397977410557
chr3:131302227:131304227	mC_vs_hmC_WT	1.74494476139921
chr3:132682879:132684879	mC_vs_hmC_WT	1.98014689874352
chr3:132683143:132685143	mC_vs_hmC_WT	1.98014689874352
chr3:146148832:146150832	mC_vs_hmC_WT	1.04659957522681
chr3:157946465:157948465	mC_vs_hmC_WT	2.92230472061437
chr4:3573768:3575768	mC_vs_hmC_WT	1.75295182890214
chr4:3573878:3575878	mC_vs_hmC_WT	1.75295182890214
chr4:13742301:13744301	mC_vs_hmC_WT	1.52450353703325
chr4:34613942:34615942	mC_vs_hmC_WT	1.48305945863868
chr4:34613957:34615957	mC_vs_hmC_WT	1.48305945863868
chr4:42999507:43001507	mC_vs_hmC_WT	2.06216918461211
chr4:44011642:44013642	mC_vs_hmC_WT	1.83056749714026
chr4:44011649:44013649	mC_vs_hmC_WT	1.83056749714026
chr4:46535141:46537141	mC_vs_hmC_WT	1.47668510821423
chr4:48278589:48280589	mC_vs_hmC_WT	2.09507690282393
chr4:48278759:48280759	mC_vs_hmC_WT	2.09507690282393
chr4:55531475:55533475	mC_vs_hmC_WT	1.74996675638732
chr4:59188549:59190549	mC_vs_hmC_WT	1.32556886037911
chr4:88032407:88034407	mC_vs_hmC_WT	1.82249883819438
chr4:89687197:89689197	mC_vs_hmC_WT	2.03340396008303
chr4:95051222:95053222	mC_vs_hmC_WT	1.8811173112726
chr4:108300090:108302090	mC_vs_hmC_WT	1.88950814893545
chr4:118436343:118438343	mC_vs_hmC_WT	2.12480737453221
chr4:120746176:120748176	mC_vs_hmC_WT	2.09041579800227
chr4:123104164:123106164	mC_vs_hmC_WT	1.91535783884889
chr4:124656645:124658645	mC_vs_hmC_WT	1.83944531286892
chr4:126467421:126469421	mC_vs_hmC_WT	2.04397087369292
chr4:126752429:126754429	mC_vs_hmC_WT	1.73934856950434
chr4:126752554:126754554	mC_vs_hmC_WT	1.73934856950434
chr4:126752769:126754769	mC_vs_hmC_WT	1.73934856950434
chr4:130573036:130575036	mC_vs_hmC_WT	2.05006242728707
chr4:131837278:131839278	mC_vs_hmC_WT	1.71067327087988
chr4:131842470:131844470	mC_vs_hmC_WT	1.63451830921456
chr4:132532659:132534659	mC_vs_hmC_WT	2.07348237489914
chr4:133010505:133012505	mC_vs_hmC_WT	1.39555858929371
chr4:133129632:133131632	mC_vs_hmC_WT	1.36691323755267
chr4:133276790:133278790	mC_vs_hmC_WT	2.57976642711262
chr4:133886797:133888797	mC_vs_hmC_WT	1.95162188067394
chr4:134913916:134915916	mC_vs_hmC_WT	1.36781019927103
chr4:136246956:136248956	mC_vs_hmC_WT	1.68321493272085
chr4:136309941:136311941	mC_vs_hmC_WT	1.93103193222625
chr4:136955816:136957816	mC_vs_hmC_WT	1.58348497550189
chr4:137861236:137863236	mC_vs_hmC_WT	1.21581413175339
chr4:141138796:141140796	mC_vs_hmC_WT	1.485113952648
chr4:141873920:141875920	mC_vs_hmC_WT	1.75920481715947
chr4:151995179:151997179	mC_vs_hmC_WT	1.53180177117071
chr4:152007890:152009890	mC_vs_hmC_WT	1.3094991336495
chr4:152296213:152298213	mC_vs_hmC_WT	1.74519603556793
chr4:155221535:155223535	mC_vs_hmC_WT	1.85479219808144
chr4:155397069:155399069	mC_vs_hmC_WT	1.32150263308667
chr4:155490360:155492360	mC_vs_hmC_WT	1.66180450650226
chr4:155991678:155993678	mC_vs_hmC_WT	1.48478082252697
chr4:155991842:155993842	mC_vs_hmC_WT	1.48478082252697
chr4:155991904:155993904	mC_vs_hmC_WT	1.48478082252697
chr4:155992152:155994152	mC_vs_hmC_WT	1.65575430667339
chr4:155992336:155994336	mC_vs_hmC_WT	1.65575430667339
chr4:156233857:156235857	mC_vs_hmC_WT	1.68102889538922
chr4:156254338:156256338	mC_vs_hmC_WT	2.07290985120745
chr5:3595547:3597547	mC_vs_hmC_WT	1.80177607771068
chr5:3595065:3597065	mC_vs_hmC_WT	1.80177607771068
chr5:20881124:20883124	mC_vs_hmC_WT	1.74975499523781
chr5:20881452:20883452	mC_vs_hmC_WT	1.69168754318161
chr5:24424231:24426231	mC_vs_hmC_WT	1.63610011303745
chr5:25497783:25499783	mC_vs_hmC_WT	1.74173500130797
chr5:29194992:29196992	mC_vs_hmC_WT	1.29519029216617
chr5:30665885:30667885	mC_vs_hmC_WT	1.66875555483106
chr5:31053779:31055779	mC_vs_hmC_WT	3.46529788948643
chr5:31192139:31194139	mC_vs_hmC_WT	1.96782710594005
chr5:31192303:31194303	mC_vs_hmC_WT	2.00839772826697
chr5:33433090:33435090	mC_vs_hmC_WT	1.93870215924326
chr5:34512979:34514979	mC_vs_hmC_WT	1.81638441785349
chr5:37335881:37337881	mC_vs_hmC_WT	2.02569879592938
chr5:41707155:41709155	mC_vs_hmC_WT	2.32410748253463
chr5:43232462:43234462	mC_vs_hmC_WT	1.78738889362407
chr5:50057996:50059996	mC_vs_hmC_WT	2.30502939553449
chr5:65696856:65698856	mC_vs_hmC_WT	2.78163172990324
chr5:74067411:74069411	mC_vs_hmC_WT	1.89269793148537
chr5:90758297:90760297	mC_vs_hmC_WT	1.64109199909105
chr5:99251927:99253927	mC_vs_hmC_WT	1.76592346609713
chr5:100428535:100430535	mC_vs_hmC_WT	1.82103457376391
chr5:100673256:100675256	mC_vs_hmC_WT	1.40527770252767
chr5:100797600:100799600	mC_vs_hmC_WT	2.05987436959776
chr5:100797758:100799758	mC_vs_hmC_WT	2.05987436959776
chr5:105698968:105700968	mC_vs_hmC_WT	1.74013405964118
chr5:105875567:105877567	mC_vs_hmC_WT	2.03554773311253
chr5:108131591:108133591	mC_vs_hmC_WT	1.7721057444029
chr5:108131913:108133913	mC_vs_hmC_WT	1.7721057444029
chr5:111417165:111419165	mC_vs_hmC_WT	1.79103278454172
chr5:114443027:114445027	mC_vs_hmC_WT	2.08555155206632
chr5:114443305:114445305	mC_vs_hmC_WT	2.08555155206632
chr5:115157176:115159176	mC_vs_hmC_WT	1.83314810496072
chr5:115299990:115301990	mC_vs_hmC_WT	1.6889556452331
chr5:117114993:117116993	mC_vs_hmC_WT	1.74955823997849
chr5:120115512:120117512	mC_vs_hmC_WT	2.35420380593729
chr5:120612129:120614129	mC_vs_hmC_WT	1.92026497356999
chr5:121835801:121837801	mC_vs_hmC_WT	2.24081536870383
chr5:122706556:122708556	mC_vs_hmC_WT	1.75716518435648
chr5:125178214:125180214	mC_vs_hmC_WT	1.72552486453307
chr5:129019155:129021155	mC_vs_hmC_WT	1.5414773418063
chr5:129786355:129788355	mC_vs_hmC_WT	1.65881244082676
chr5:131306522:131308522	mC_vs_hmC_WT	1.84285019831133
chr5:135000350:135002350	mC_vs_hmC_WT	2.24952295997792
chr5:137045060:137047060	mC_vs_hmC_WT	1.87819860639277
chr5:137599708:137601708	mC_vs_hmC_WT	1.73118072285117
chr5:137600059:137602059	mC_vs_hmC_WT	1.73118072285117
chr5:142400496:142402496	mC_vs_hmC_WT	1.82164140195719
chr5:142816387:142818387	mC_vs_hmC_WT	2.06636978922989
chr5:142905724:142907724	mC_vs_hmC_WT	2.02491579402876
chr5:142959354:142961354	mC_vs_hmC_WT	1.93996871364266
chr5:143314360:143316360	mC_vs_hmC_WT	1.71191423050229
chr5:143328238:143330238	mC_vs_hmC_WT	1.76116683372307
chr5:143328307:143330307	mC_vs_hmC_WT	1.76116683372307
chr5:144222578:144224578	mC_vs_hmC_WT	2.09674171543091
chr5:144760578:144762578	mC_vs_hmC_WT	2.03843257385376
chr5:146844070:146846070	mC_vs_hmC_WT	1.75144247214147
chr5:151650208:151652208	mC_vs_hmC_WT	1.32302216760361
chr6:8949018:8951018	mC_vs_hmC_WT	1.77029572167879
chr6:17748169:17750169	mC_vs_hmC_WT	1.73632366465624
chr6:28479347:28481347	mC_vs_hmC_WT	2.18138591656185
chr6:29693213:29695213	mC_vs_hmC_WT	2.52511360771667
chr6:29767442:29769442	mC_vs_hmC_WT	1.67278582381494
chr6:29916012:29918012	mC_vs_hmC_WT	1.88779458436064
chr6:30459984:30461984	mC_vs_hmC_WT	2.18387195450532
chr6:30567375:30569375	mC_vs_hmC_WT	2.9867844913154
chr6:31217474:31219474	mC_vs_hmC_WT	2.03358667075394
chr6:49072794:49074794	mC_vs_hmC_WT	2.18336806847092
chr6:50455170:50457170	mC_vs_hmC_WT	1.74232485220772
chr6:52207624:52209624	mC_vs_hmC_WT	1.94775726531263
chr6:52244242:52246242	mC_vs_hmC_WT	1.76862795365873
chr6:67265978:67267978	mC_vs_hmC_WT	2.23272372657647
chr6:72898979:72900979	mC_vs_hmC_WT	1.90626622949553
chr6:83032471:83034471	mC_vs_hmC_WT	1.52430423216007
chr6:83134807:83136807	mC_vs_hmC_WT	2.15995745065076
chr6:86732378:86734378	mC_vs_hmC_WT	1.74223110268469
chr6:88197663:88199663	mC_vs_hmC_WT	2.26054623321851
chr6:88897780:88899780	mC_vs_hmC_WT	2.10743492529426
chr6:91514888:91516888	mC_vs_hmC_WT	1.51471733690456
chr6:91515034:91517034	mC_vs_hmC_WT	1.51471733690456
chr6:97178124:97180124	mC_vs_hmC_WT	2.25133482450133
chr6:108659628:108661628	mC_vs_hmC_WT	1.5828921092604
chr6:108827640:108829640	mC_vs_hmC_WT	1.77242812911793
chr6:112695670:112697670	mC_vs_hmC_WT	1.87556787635587
chr6:113482568:113484568	mC_vs_hmC_WT	2.22635936803791
chr6:113603771:113605771	mC_vs_hmC_WT	1.87699988769519
chr6:117906803:117908803	mC_vs_hmC_WT	2.10353332022439
chr6:124828447:124830447	mC_vs_hmC_WT	1.73116144692119
chr6:124964529:124966529	mC_vs_hmC_WT	3.12224574242349
chr6:124964397:124966397	mC_vs_hmC_WT	3.12224574242349
chr6:124997436:124999436	mC_vs_hmC_WT	2.19243920177253
chr6:124997609:124999609	mC_vs_hmC_WT	2.19243920177253
chr6:125130882:125132882	mC_vs_hmC_WT	1.76625906639696
chr6:125348722:125350722	mC_vs_hmC_WT	2.10474070427977
chr6:127150048:127152048	mC_vs_hmC_WT	1.68746979633769
chr6:135196986:135198986	mC_vs_hmC_WT	1.71027484196187
chr6:140622688:140624688	mC_vs_hmC_WT	1.70273043323683
chr6:140623297:140625297	mC_vs_hmC_WT	1.66925325418968
chr6:143166229:143168229	mC_vs_hmC_WT	1.65979179232161
chr7:5013697:5015697	mC_vs_hmC_WT	2.16181129417384
chr7:5013728:5015728	mC_vs_hmC_WT	2.16181129417384
chr7:5014507:5016507	mC_vs_hmC_WT	2.06707271569266
chr7:15921371:15923371	mC_vs_hmC_WT	2.42794219552696
chr7:19022539:19024539	mC_vs_hmC_WT	1.88189284420748
chr7:19023376:19025376	mC_vs_hmC_WT	2.0446505115342
chr7:19093543:19095543	mC_vs_hmC_WT	2.23047589704456
chr7:19358483:19360483	mC_vs_hmC_WT	1.237482634405
chr7:19714429:19716429	mC_vs_hmC_WT	1.81329706451836
chr7:27177883:27179883	mC_vs_hmC_WT	1.32813261510825
chr7:28300785:28302785	mC_vs_hmC_WT	1.72165219769441
chr7:28378228:28380228	mC_vs_hmC_WT	1.83612184007379
chr7:28450984:28452984	mC_vs_hmC_WT	1.86677465378767
chr7:28451237:28453237	mC_vs_hmC_WT	1.86677465378767
chr7:30587726:30589726	mC_vs_hmC_WT	2.02174072722577
chr7:31150050:31152050	mC_vs_hmC_WT	1.56300276073134
chr7:35118292:35120292	mC_vs_hmC_WT	1.53063096054997
chr7:35584582:35586582	mC_vs_hmC_WT	1.89056703348965
chr7:38018552:38020552	mC_vs_hmC_WT	1.99975549305813
chr7:38106490:38108490	mC_vs_hmC_WT	1.83196336627652
chr7:44374030:44376030	mC_vs_hmC_WT	1.9221455358529
chr7:45394742:45396742	mC_vs_hmC_WT	1.77748534558807
chr7:45525268:45527268	mC_vs_hmC_WT	1.05325536481432
chr7:45525329:45527329	mC_vs_hmC_WT	1.05325536481432
chr7:45704246:45706246	mC_vs_hmC_WT	1.64943730876771
chr7:46794881:46796881	mC_vs_hmC_WT	0.951861330895984
chr7:49909298:49911298	mC_vs_hmC_WT	3.13719598953821
chr7:57509009:57511009	mC_vs_hmC_WT	2.27665780367882
chr7:57590172:57592172	mC_vs_hmC_WT	1.89647899151133
chr7:62375978:62377978	mC_vs_hmC_WT	2.55580668278521
chr7:75454533:75456533	mC_vs_hmC_WT	1.76006312217811
chr7:79841352:79843352	mC_vs_hmC_WT	4.18903874025666
chr7:81453758:81455758	mC_vs_hmC_WT	1.73303522630723
chr7:81705925:81707925	mC_vs_hmC_WT	1.24132282500429
chr7:98702362:98704362	mC_vs_hmC_WT	1.74113705597881
chr7:99267345:99269345	mC_vs_hmC_WT	1.95606551571193
chr7:100120500:100122500	mC_vs_hmC_WT	1.58626707412389
chr7:109985230:109987230	mC_vs_hmC_WT	1.71137272282811
chr7:119719798:119721798	mC_vs_hmC_WT	1.91844811495586
chr7:122158436:122160436	mC_vs_hmC_WT	1.66148276422444
chr7:126703220:126705220	mC_vs_hmC_WT	1.61346172794968
chr7:126703816:126705816	mC_vs_hmC_WT	1.61346172794968
chr7:127587595:127589595	mC_vs_hmC_WT	1.6672610913905
chr7:127587697:127589697	mC_vs_hmC_WT	1.6672610913905
chr7:130519369:130521369	mC_vs_hmC_WT	1.61505886436949
chr7:130518580:130520580	mC_vs_hmC_WT	1.47965780999897
chr7:138845267:138847267	mC_vs_hmC_WT	1.83062673231691
chr7:138845385:138847385	mC_vs_hmC_WT	1.83062673231691
chr7:139247481:139249481	mC_vs_hmC_WT	1.75246584626843
chr7:139893695:139895695	mC_vs_hmC_WT	1.43360973083009
chr7:141326725:141328725	mC_vs_hmC_WT	1.87375053795535
chr7:141327129:141329129	mC_vs_hmC_WT	1.75104829066616
chr7:141454187:141456187	mC_vs_hmC_WT	1.77869191372873
chr7:141474153:141476153	mC_vs_hmC_WT	1.75780406703784
chr7:141474235:141476235	mC_vs_hmC_WT	1.75780406703784
chr7:141901406:141903406	mC_vs_hmC_WT	1.90432717979795
chr7:142094284:142096284	mC_vs_hmC_WT	1.52254136519499
chr7:144914193:144916193	mC_vs_hmC_WT	1.76661948927149
chr8:4252101:4254101	mC_vs_hmC_WT	1.5820750943542
chr8:11549771:11551771	mC_vs_hmC_WT	1.37746818719077
chr8:18949975:18951975	mC_vs_hmC_WT	2.45494112614184
chr8:18949871:18951871	mC_vs_hmC_WT	2.19500295812533
chr8:46293671:46295671	mC_vs_hmC_WT	1.50754645467437
chr8:47674159:47676159	mC_vs_hmC_WT	1.68444668937799
chr8:68275527:68277527	mC_vs_hmC_WT	1.88508321962398
chr8:69901558:69903558	mC_vs_hmC_WT	1.81639714284458
chr8:70211281:70213281	mC_vs_hmC_WT	1.97329277282639
chr8:70509367:70511367	mC_vs_hmC_WT	1.7447299888045
chr8:70856008:70858008	mC_vs_hmC_WT	1.81863031908765
chr8:70891757:70893757	mC_vs_hmC_WT	2.21925050282983
chr8:72547310:72549310	mC_vs_hmC_WT	2.30714057834502
chr8:75212943:75214943	mC_vs_hmC_WT	2.30085340092425
chr8:79638675:79640675	mC_vs_hmC_WT	1.62564080835742
chr8:81013906:81015906	mC_vs_hmC_WT	1.64079988585708
chr8:82862355:82864355	mC_vs_hmC_WT	1.93473052967611
chr8:84799338:84801338	mC_vs_hmC_WT	2.1153966248281
chr8:84912334:84914334	mC_vs_hmC_WT	1.54231572929461
chr8:87958595:87960595	mC_vs_hmC_WT	2.05184949867794
chr8:90827834:90829834	mC_vs_hmC_WT	1.55750195129263
chr8:94695242:94697242	mC_vs_hmC_WT	1.34425619834447
chr8:94875312:94877312	mC_vs_hmC_WT	1.88027280396319
chr8:110918864:110920864	mC_vs_hmC_WT	1.99197468052103
chr8:111932791:111934791	mC_vs_hmC_WT	1.50052479657271
chr8:119393891:119395891	mC_vs_hmC_WT	1.67666418383391
chr8:120534856:120536856	mC_vs_hmC_WT	1.76613815001577
chr8:120667112:120669112	mC_vs_hmC_WT	1.90244333775269
chr8:120667224:120669224	mC_vs_hmC_WT	1.90244333775269
chr8:120667319:120669319	mC_vs_hmC_WT	2.12289893777079
chr8:121083385:121085385	mC_vs_hmC_WT	1.95086432343725
chr8:121126684:121128684	mC_vs_hmC_WT	1.70953101718238
chr8:122442422:122444422	mC_vs_hmC_WT	1.73433054278635
chr8:122442655:122444655	mC_vs_hmC_WT	1.42654802823523
chr8:123041284:123043284	mC_vs_hmC_WT	1.84276582251518
chr8:123041574:123043574	mC_vs_hmC_WT	2.03576263212229
chr8:123116373:123118373	mC_vs_hmC_WT	2.09641489381926
chr8:123514455:123516455	mC_vs_hmC_WT	1.61647491391003
chr8:123982122:123984122	mC_vs_hmC_WT	1.80438797425896
chr8:124662369:124664369	mC_vs_hmC_WT	3.41270645677381
chr8:125011996:125013996	mC_vs_hmC_WT	1.8815032921986
chr8:127063055:127065055	mC_vs_hmC_WT	2.72068202879678
chr9:21247443:21249443	mC_vs_hmC_WT	1.98381368586035
chr9:21286969:21288969	mC_vs_hmC_WT	1.99089058319476
chr9:21423907:21425907	mC_vs_hmC_WT	2.04113940947456
chr9:21545893:21547893	mC_vs_hmC_WT	1.71695042467571
chr9:25251438:25253438	mC_vs_hmC_WT	2.03823026528176
chr9:43743575:43745575	mC_vs_hmC_WT	1.92093095299275
chr9:44406548:44408548	mC_vs_hmC_WT	1.83098214214293
chr9:44406713:44408713	mC_vs_hmC_WT	1.83098214214293
chr9:44798216:44800216	mC_vs_hmC_WT	1.66514938531891
chr9:44880274:44882274	mC_vs_hmC_WT	1.77235561451726
chr9:45430232:45432232	mC_vs_hmC_WT	2.23094279863536
chr9:45429292:45431292	mC_vs_hmC_WT	2.43315972533088
chr9:45905877:45907877	mC_vs_hmC_WT	1.47618965690293
chr9:51764351:51766351	mC_vs_hmC_WT	1.90230744619351
chr9:52167111:52169111	mC_vs_hmC_WT	1.83463900664102
chr9:54559079:54561079	mC_vs_hmC_WT	1.39382208493072
chr9:56088975:56090975	mC_vs_hmC_WT	2.01550357173261
