location	group	ratio
chr2:80580182:80582182	mC_vs_hmC_WT	2.02890515700657
chr2:80637811:80639811	mC_vs_hmC_WT	2.36775090659011
chr2:80638263:80640263	mC_vs_hmC_WT	2.36775090659011
chr2:82052657:82054657	mC_vs_hmC_WT	2.316806827559
chr2:90579647:90581647	mC_vs_hmC_WT	2.35509592273882
chr2:90903785:90905785	mC_vs_hmC_WT	1.63199800296421
chr2:91255812:91257812	mC_vs_hmC_WT	1.55358468477924
chr2:92391683:92393683	mC_vs_hmC_WT	1.96221296079515
chr2:92458794:92460794	mC_vs_hmC_WT	1.90016865572243
chr2:93045144:93047144	mC_vs_hmC_WT	1.89254845779076
chr2:104741801:104743801	mC_vs_hmC_WT	2.129483638821
chr2:104815696:104817696	mC_vs_hmC_WT	1.63407663334321
chr2:105398319:105400319	mC_vs_hmC_WT	1.3947989018192
chr2:112491963:112493963	mC_vs_hmC_WT	1.67054345989341
chr2:118925496:118927496	mC_vs_hmC_WT	1.65239047848304
chr2:119546627:119548627	mC_vs_hmC_WT	2.08513491409525
chr2:119546706:119548706	mC_vs_hmC_WT	2.08513491409525
chr2:121455764:121457764	mC_vs_hmC_WT	1.603371123857
chr2:122297165:122299165	mC_vs_hmC_WT	1.71733321273867
chr2:127583677:127585677	mC_vs_hmC_WT	2.11780879948929
chr2:129128699:129130699	mC_vs_hmC_WT	2.24851217663122
chr2:140169558:140171558	mC_vs_hmC_WT	1.72444164996485
chr2:140169645:140171645	mC_vs_hmC_WT	1.72444164996485
chr2:143545132:143547132	mC_vs_hmC_WT	1.49332895561929
chr2:144331080:144333080	mC_vs_hmC_WT	1.98237539149316
chr2:144330362:144332362	mC_vs_hmC_WT	1.94194480272401
chr2:148671614:148673614	mC_vs_hmC_WT	2.17664962218397
chr2:148671640:148673640	mC_vs_hmC_WT	2.17664962218397
chr2:151038379:151040379	mC_vs_hmC_WT	1.96370523569433
chr2:152626007:152628007	mC_vs_hmC_WT	2.03220358744646
chr2:154407084:154409084	mC_vs_hmC_WT	2.05033153366218
chr2:156861945:156863945	mC_vs_hmC_WT	2.23842204046979
chr2:156862121:156864121	mC_vs_hmC_WT	2.23842204046979
chr2:158665732:158667732	mC_vs_hmC_WT	1.9647474168481
chr2:163749239:163751239	mC_vs_hmC_WT	1.89464844762113
chr2:164910750:164912750	mC_vs_hmC_WT	1.73970012328806
chr2:164966987:164968987	mC_vs_hmC_WT	2.08910372513192
chr2:166995299:166997299	mC_vs_hmC_WT	1.58567939823627
chr2:168766201:168768201	mC_vs_hmC_WT	1.95041292289587
chr2:172549990:172551990	mC_vs_hmC_WT	1.92545960352851
chr2:180103407:180105407	mC_vs_hmC_WT	1.9770945633848
chr2:180272465:180274465	mC_vs_hmC_WT	1.6799557152235
chr2:180333679:180335679	mC_vs_hmC_WT	2.13530486398793
chr2:181038177:181040177	mC_vs_hmC_WT	1.72699879195811
chr3:8666038:8668038	mC_vs_hmC_WT	2.05629072937526
chr3:14862537:14864537	mC_vs_hmC_WT	1.74815180669008
chr3:22075651:22077651	mC_vs_hmC_WT	1.63708206262628
chr3:27370350:27372350	mC_vs_hmC_WT	1.98488289749801
chr3:28262213:28264213	mC_vs_hmC_WT	2.53881814461434
chr3:34019078:34021078	mC_vs_hmC_WT	1.99034165320554
chr3:34649004:34651004	mC_vs_hmC_WT	1.55481717077485
chr3:65957225:65959225	mC_vs_hmC_WT	1.89509817122459
chr3:69721054:69723054	mC_vs_hmC_WT	2.3225694620253
chr3:79566679:79568679	mC_vs_hmC_WT	1.93583745549811
chr3:84039161:84041161	mC_vs_hmC_WT	2.05020149311437
chr3:88912950:88914950	mC_vs_hmC_WT	2.12543400936275
chr3:89182224:89184224	mC_vs_hmC_WT	1.48383896389932
chr3:89213335:89215335	mC_vs_hmC_WT	1.60386794283326
chr3:95753977:95755977	mC_vs_hmC_WT	2.43884526251995
chr3:105800381:105802381	mC_vs_hmC_WT	1.62238963626541
chr3:107457898:107459898	mC_vs_hmC_WT	1.81862541487779
chr3:107695548:107697548	mC_vs_hmC_WT	1.74637166970603
chr3:108084426:108086426	mC_vs_hmC_WT	2.16784766255551
chr3:108199834:108201834	mC_vs_hmC_WT	1.89827224360838
chr3:121262316:121264316	mC_vs_hmC_WT	1.86376567811503
chr3:122418779:122420779	mC_vs_hmC_WT	2.09063221255843
chr3:124320036:124322036	mC_vs_hmC_WT	2.12061451178665
chr3:131111790:131113790	mC_vs_hmC_WT	1.63797888146432
chr3:131302227:131304227	mC_vs_hmC_WT	1.7265094177951
chr3:132682879:132684879	mC_vs_hmC_WT	1.97241495158048
chr3:132683143:132685143	mC_vs_hmC_WT	1.97241495158048
chr3:139074201:139076201	mC_vs_hmC_WT	1.8510380898249
chr3:144569426:144571426	mC_vs_hmC_WT	2.18427222186176
chr3:157946465:157948465	mC_vs_hmC_WT	2.92230472061437
chr4:3573768:3575768	mC_vs_hmC_WT	1.75295182890214
chr4:3573878:3575878	mC_vs_hmC_WT	1.75295182890214
chr4:16012877:16014877	mC_vs_hmC_WT	1.56644108246617
chr4:24897082:24899082	mC_vs_hmC_WT	1.86943465570483
chr4:42999507:43001507	mC_vs_hmC_WT	2.06216918461211
chr4:46388423:46390423	mC_vs_hmC_WT	1.57947873813495
chr4:46488328:46490328	mC_vs_hmC_WT	2.39147382581534
chr4:48278589:48280589	mC_vs_hmC_WT	1.94118408212975
chr4:48278759:48280759	mC_vs_hmC_WT	1.94118408212975
chr4:53630470:53632470	mC_vs_hmC_WT	1.74392870266017
chr4:53825044:53827044	mC_vs_hmC_WT	1.48038734875049
chr4:88032407:88034407	mC_vs_hmC_WT	1.84925328953151
chr4:89687197:89689197	mC_vs_hmC_WT	1.97108590284835
chr4:95051222:95053222	mC_vs_hmC_WT	1.8811173112726
chr4:108300090:108302090	mC_vs_hmC_WT	1.88950814893545
chr4:115056810:115058810	mC_vs_hmC_WT	1.93660517627761
chr4:116876401:116878401	mC_vs_hmC_WT	2.1062012984925
chr4:118436343:118438343	mC_vs_hmC_WT	2.39897496721922
chr4:120746176:120748176	mC_vs_hmC_WT	2.09041579800227
chr4:121016247:121018247	mC_vs_hmC_WT	1.63756811516185
chr4:123104164:123106164	mC_vs_hmC_WT	1.97111741230303
chr4:123410911:123412911	mC_vs_hmC_WT	1.77147364447658
chr4:124656645:124658645	mC_vs_hmC_WT	1.82536165512977
chr4:124861171:124863171	mC_vs_hmC_WT	1.99857201681832
chr4:126261404:126263404	mC_vs_hmC_WT	2.18794252992547
chr4:126467421:126469421	mC_vs_hmC_WT	2.11214530385359
chr4:129335025:129337025	mC_vs_hmC_WT	1.55157221664884
chr4:132532659:132534659	mC_vs_hmC_WT	2.07348237489914
chr4:133276790:133278790	mC_vs_hmC_WT	2.57976642711262
chr4:136309941:136311941	mC_vs_hmC_WT	1.93103193222625
chr4:137861236:137863236	mC_vs_hmC_WT	1.33363317720893
chr4:139309700:139311700	mC_vs_hmC_WT	1.91571703134873
chr4:139309743:139311743	mC_vs_hmC_WT	1.91571703134873
chr4:139573719:139575719	mC_vs_hmC_WT	2.03602381560166
chr4:141146921:141148921	mC_vs_hmC_WT	1.6606108981073
chr4:141873920:141875920	mC_vs_hmC_WT	1.8343886692864
chr4:149136600:149138600	mC_vs_hmC_WT	1.73174356583145
chr4:151995179:151997179	mC_vs_hmC_WT	1.53180177117071
chr4:152296213:152298213	mC_vs_hmC_WT	1.78886348792449
chr4:153974560:153976560	mC_vs_hmC_WT	1.47415041365133
chr4:154898043:154900043	mC_vs_hmC_WT	1.75723997190685
chr4:155066029:155068029	mC_vs_hmC_WT	1.6012672130119
chr4:155221535:155223535	mC_vs_hmC_WT	2.03657919415896
chr4:155490360:155492360	mC_vs_hmC_WT	1.70138637334256
chr4:155693341:155695341	mC_vs_hmC_WT	1.8834283436429
chr5:3595547:3597547	mC_vs_hmC_WT	2.03575087809278
chr5:3595065:3597065	mC_vs_hmC_WT	2.03575087809278
chr5:20881124:20883124	mC_vs_hmC_WT	1.68313340812575
chr5:20881452:20883452	mC_vs_hmC_WT	1.65832933120564
chr5:24424231:24426231	mC_vs_hmC_WT	1.62674100506021
chr5:25497783:25499783	mC_vs_hmC_WT	1.74173500130797
chr5:30665885:30667885	mC_vs_hmC_WT	1.40163921321465
chr5:31192139:31194139	mC_vs_hmC_WT	1.96782710594005
chr5:31192303:31194303	mC_vs_hmC_WT	2.00839772826697
chr5:37335881:37337881	mC_vs_hmC_WT	2.02569879592938
chr5:41707155:41709155	mC_vs_hmC_WT	2.32512568341571
chr5:45856540:45858540	mC_vs_hmC_WT	4.10504993363719
chr5:45855552:45857552	mC_vs_hmC_WT	1.94028927381283
chr5:50057996:50059996	mC_vs_hmC_WT	2.30502939553449
chr5:66744839:66746839	mC_vs_hmC_WT	2.08421334367084
chr5:74067411:74069411	mC_vs_hmC_WT	1.91481351573046
chr5:100038222:100040222	mC_vs_hmC_WT	2.07804304528221
chr5:100428535:100430535	mC_vs_hmC_WT	1.86640995871287
chr5:100673256:100675256	mC_vs_hmC_WT	1.56299479732277
chr5:100797758:100799758	mC_vs_hmC_WT	2.05987436959776
chr5:105875567:105877567	mC_vs_hmC_WT	2.03554773311253
chr5:108131591:108133591	mC_vs_hmC_WT	1.7721057444029
chr5:108131913:108133913	mC_vs_hmC_WT	1.7721057444029
chr5:111417165:111419165	mC_vs_hmC_WT	1.79103278454172
chr5:117114993:117116993	mC_vs_hmC_WT	1.74955823997849
chr5:120115512:120117512	mC_vs_hmC_WT	2.35420380593729
chr5:120611589:120613589	mC_vs_hmC_WT	1.69776254371442
chr5:120612129:120614129	mC_vs_hmC_WT	1.92026497356999
chr5:121008538:121010538	mC_vs_hmC_WT	1.76952215049183
chr5:121544892:121546892	mC_vs_hmC_WT	1.61143052767552
chr5:121710608:121712608	mC_vs_hmC_WT	2.11015954329701
chr5:121835801:121837801	mC_vs_hmC_WT	2.20199983529269
chr5:122421443:122423443	mC_vs_hmC_WT	2.02539371519793
chr5:123343447:123345447	mC_vs_hmC_WT	2.39962947838342
chr5:123572015:123574015	mC_vs_hmC_WT	1.72499371511617
chr5:124628051:124630051	mC_vs_hmC_WT	1.39998984297055
chr5:125178214:125180214	mC_vs_hmC_WT	1.77721319261885
chr5:130447791:130449791	mC_vs_hmC_WT	1.73901569045651
chr5:142400496:142402496	mC_vs_hmC_WT	1.67381260668002
chr5:142959354:142961354	mC_vs_hmC_WT	1.84490701637749
chr5:143314360:143316360	mC_vs_hmC_WT	1.61185185885078
chr5:143328238:143330238	mC_vs_hmC_WT	1.72665806481944
chr5:143328307:143330307	mC_vs_hmC_WT	1.72665806481944
chr5:143621446:143623446	mC_vs_hmC_WT	1.44876462042755
chr5:148398904:148400904	mC_vs_hmC_WT	1.7431951822758
chr5:151650208:151652208	mC_vs_hmC_WT	1.32302216760361
chr6:8949018:8951018	mC_vs_hmC_WT	1.82701200502732
chr6:17306639:17308639	mC_vs_hmC_WT	1.65122827390155
chr6:17692993:17694993	mC_vs_hmC_WT	1.88667142884
chr6:23247264:23249264	mC_vs_hmC_WT	1.78554102743573
chr6:29693213:29695213	mC_vs_hmC_WT	2.52511360771667
chr6:29767442:29769442	mC_vs_hmC_WT	1.35203904891002
chr6:30567375:30569375	mC_vs_hmC_WT	2.9867844913154
chr6:31217474:31219474	mC_vs_hmC_WT	2.03358667075394
chr6:52207624:52209624	mC_vs_hmC_WT	1.90761109459173
chr6:52244810:52246810	mC_vs_hmC_WT	1.55245139208075
chr6:52244242:52246242	mC_vs_hmC_WT	1.76862795365873
chr6:67265978:67267978	mC_vs_hmC_WT	2.23272372657647
chr6:72898979:72900979	mC_vs_hmC_WT	1.90626622949553
chr6:83053571:83055571	mC_vs_hmC_WT	1.59510596419589
chr6:83053520:83055520	mC_vs_hmC_WT	1.59510596419589
chr6:86732378:86734378	mC_vs_hmC_WT	1.70983366995198
chr6:112695670:112697670	mC_vs_hmC_WT	1.60958253651848
chr6:113482568:113484568	mC_vs_hmC_WT	2.22388607067985
chr6:117906803:117908803	mC_vs_hmC_WT	2.10353332022439
chr6:124997436:124999436	mC_vs_hmC_WT	2.19243920177253
chr6:124997609:124999609	mC_vs_hmC_WT	2.19243920177253
chr6:125130882:125132882	mC_vs_hmC_WT	1.76625906639696
chr6:125348722:125350722	mC_vs_hmC_WT	1.95297053642375
chr6:137648285:137650285	mC_vs_hmC_WT	2.87158102482089
chr7:5013697:5015697	mC_vs_hmC_WT	2.1900176243769
chr7:5013728:5015728	mC_vs_hmC_WT	2.1900176243769
chr7:5014507:5016507	mC_vs_hmC_WT	2.18245856884824
chr7:16451778:16453778	mC_vs_hmC_WT	1.48348135078313
chr7:19022539:19024539	mC_vs_hmC_WT	2.10245990098083
chr7:19023376:19025376	mC_vs_hmC_WT	2.24066855063718
chr7:19093543:19095543	mC_vs_hmC_WT	2.23047589704456
chr7:19180169:19182169	mC_vs_hmC_WT	1.45389096181848
chr7:19714429:19716429	mC_vs_hmC_WT	1.90609635547772
chr7:19860299:19862299	mC_vs_hmC_WT	3.97064818085183
chr7:27332648:27334648	mC_vs_hmC_WT	1.46005885418719
chr7:28300785:28302785	mC_vs_hmC_WT	1.82277057691952
chr7:28378228:28380228	mC_vs_hmC_WT	1.97615439796041
chr7:28740781:28742781	mC_vs_hmC_WT	1.24183766802944
chr7:28740967:28742967	mC_vs_hmC_WT	1.24183766802944
chr7:30534060:30536060	mC_vs_hmC_WT	2.13459455798574
chr7:30955803:30957803	mC_vs_hmC_WT	1.34333769206956
chr7:35185384:35187384	mC_vs_hmC_WT	1.88650623236993
chr7:35584582:35586582	mC_vs_hmC_WT	2.16752296689725
chr7:38106490:38108490	mC_vs_hmC_WT	1.90317646804819
chr7:44374030:44376030	mC_vs_hmC_WT	2.21885707488881
chr7:45017006:45019006	mC_vs_hmC_WT	2.39440970658551
chr7:45210883:45212883	mC_vs_hmC_WT	2.66607640949082
chr7:45704246:45706246	mC_vs_hmC_WT	1.59031895780381
chr7:45717002:45719002	mC_vs_hmC_WT	1.98249438628277
chr7:45717070:45719070	mC_vs_hmC_WT	1.98249438628277
chr7:46795093:46797093	mC_vs_hmC_WT	0.959862935391461
chr7:46795670:46797670	mC_vs_hmC_WT	0.959862935391461
chr7:49909298:49911298	mC_vs_hmC_WT	3.13719598953821
chr7:56049154:56051154	mC_vs_hmC_WT	2.41779302574569
chr7:57385871:57387871	mC_vs_hmC_WT	1.33656846315116
chr7:57386271:57388271	mC_vs_hmC_WT	1.33656846315116
chr7:57509009:57511009	mC_vs_hmC_WT	2.27665780367882
chr7:57590172:57592172	mC_vs_hmC_WT	1.89647899151133
chr7:62375978:62377978	mC_vs_hmC_WT	2.59813364994487
chr7:63937915:63939915	mC_vs_hmC_WT	2.00857189926171
chr7:66108514:66110514	mC_vs_hmC_WT	1.71928990967097
chr7:73374774:73376774	mC_vs_hmC_WT	1.66667632086897
chr7:73374519:73376519	mC_vs_hmC_WT	1.72315476082396
chr7:73739306:73741306	mC_vs_hmC_WT	1.67729607411972
chr7:81453758:81455758	mC_vs_hmC_WT	1.81756365183218
chr7:98702362:98704362	mC_vs_hmC_WT	1.81530610355804
chr7:99267345:99269345	mC_vs_hmC_WT	1.97283654168557
chr7:105639416:105641416	mC_vs_hmC_WT	1.71309464642189
chr7:105810087:105812087	mC_vs_hmC_WT	1.62469562051677
chr7:107757032:107759032	mC_vs_hmC_WT	2.06148649682697
chr7:113206464:113208464	mC_vs_hmC_WT	2.13999961600963
chr7:118532356:118534356	mC_vs_hmC_WT	2.0870524902939
chr7:119719798:119721798	mC_vs_hmC_WT	1.91844811495586
chr7:121706253:121708253	mC_vs_hmC_WT	1.35080361570326
chr7:126694783:126696783	mC_vs_hmC_WT	1.82578756925508
chr7:127025479:127027479	mC_vs_hmC_WT	1.84185392063851
chr7:127587595:127589595	mC_vs_hmC_WT	1.65449362596057
chr7:127587697:127589697	mC_vs_hmC_WT	1.65449362596057
chr7:138845267:138847267	mC_vs_hmC_WT	1.83062673231691
chr7:138845385:138847385	mC_vs_hmC_WT	1.83062673231691
chr7:139247481:139249481	mC_vs_hmC_WT	1.75472062295512
chr7:141454187:141456187	mC_vs_hmC_WT	1.77869191372873
chr7:141948750:141950750	mC_vs_hmC_WT	2.08859787807543
chr8:11006849:11008849	mC_vs_hmC_WT	1.74620839714562
chr8:11549771:11551771	mC_vs_hmC_WT	1.37746818719077
chr8:33385324:33387324	mC_vs_hmC_WT	1.80053774496927
chr8:35588020:35590020	mC_vs_hmC_WT	2.4804900673155
chr8:47674159:47676159	mC_vs_hmC_WT	1.64415601716346
chr8:64848924:64850924	mC_vs_hmC_WT	1.4734725679618
chr8:69901558:69903558	mC_vs_hmC_WT	1.8900385932744
chr8:70211281:70213281	mC_vs_hmC_WT	1.97329277282639
chr8:70352273:70354273	mC_vs_hmC_WT	1.89318331617616
chr8:70492155:70494155	mC_vs_hmC_WT	1.9129657004129
chr8:70856008:70858008	mC_vs_hmC_WT	1.81863031908765
chr8:71380952:71382952	mC_vs_hmC_WT	2.51480564666109
chr8:71468193:71470193	mC_vs_hmC_WT	1.85907901715342
chr8:75212943:75214943	mC_vs_hmC_WT	2.3044312451124
chr8:79638675:79640675	mC_vs_hmC_WT	1.66281806370941
chr8:84688246:84690246	mC_vs_hmC_WT	2.32248595496592
chr8:84799338:84801338	mC_vs_hmC_WT	2.1153966248281
chr8:87958595:87960595	mC_vs_hmC_WT	2.05184949867794
chr8:90827834:90829834	mC_vs_hmC_WT	1.66044139495014
chr8:94875312:94877312	mC_vs_hmC_WT	1.95607366166993
chr8:106602367:106604367	mC_vs_hmC_WT	2.17416719464964
chr8:110617637:110619637	mC_vs_hmC_WT	1.82581397190684
chr8:110918864:110920864	mC_vs_hmC_WT	1.99197468052103
chr8:119393891:119395891	mC_vs_hmC_WT	1.6592080010836
chr8:120100472:120102472	mC_vs_hmC_WT	2.35981659566543
chr8:121083385:121085385	mC_vs_hmC_WT	1.88846713800153
chr8:122442422:122444422	mC_vs_hmC_WT	1.63465330383721
chr8:122442655:122444655	mC_vs_hmC_WT	1.63465330383721
chr8:123041284:123043284	mC_vs_hmC_WT	1.71566083575946
chr8:123041574:123043574	mC_vs_hmC_WT	1.87571173394087
chr8:123116373:123118373	mC_vs_hmC_WT	2.09641489381926
chr8:123514455:123516455	mC_vs_hmC_WT	1.61647491391003
chr8:123982122:123984122	mC_vs_hmC_WT	2.00642412766626
chr8:125011996:125013996	mC_vs_hmC_WT	1.8815032921986
chr8:127063055:127065055	mC_vs_hmC_WT	2.72068202879678
chr9:21286969:21288969	mC_vs_hmC_WT	1.8606187594602
chr9:21423907:21425907	mC_vs_hmC_WT	2.11854597515971
chr9:25251438:25253438	mC_vs_hmC_WT	1.89141049269846
chr9:35174987:35176987	mC_vs_hmC_WT	1.46466279996111
chr9:44233046:44235046	mC_vs_hmC_WT	1.7726544024521
chr9:44880274:44882274	mC_vs_hmC_WT	1.77235561451726
chr9:45430232:45432232	mC_vs_hmC_WT	2.43315972533088
chr9:45429292:45431292	mC_vs_hmC_WT	3.23088271699096
chr9:45837528:45839528	mC_vs_hmC_WT	1.70929211050494
chr9:51764351:51766351	mC_vs_hmC_WT	1.90230744619351
chr9:53535671:53537671	mC_vs_hmC_WT	1.44626649972178
chr9:53536046:53538046	mC_vs_hmC_WT	1.44626649972178
chr9:53666507:53668507	mC_vs_hmC_WT	1.98963274561715
chr9:54559079:54561079	mC_vs_hmC_WT	1.60931620964637
chr9:58822511:58824511	mC_vs_hmC_WT	1.84482466986568
chr9:64021059:64023059	mC_vs_hmC_WT	2.05876610216593
chr9:66157225:66159225	mC_vs_hmC_WT	2.01744624242197
chr9:66794423:66796423	mC_vs_hmC_WT	2.11228546665436
chr9:67042871:67044871	mC_vs_hmC_WT	1.58226745321914
chr9:69759940:69761940	mC_vs_hmC_WT	2.00726366244534
chr9:69760145:69762145	mC_vs_hmC_WT	2.05046382706683
chr9:74860920:74862920	mC_vs_hmC_WT	1.32634776931639
chr9:77543852:77545852	mC_vs_hmC_WT	1.4049693186937
chr9:77543059:77545059	mC_vs_hmC_WT	1.60115701090574
chr9:89621986:89623986	mC_vs_hmC_WT	2.19787959828446
chr9:99574798:99576798	mC_vs_hmC_WT	1.8185929656373
chr9:101073761:101075761	mC_vs_hmC_WT	1.83087762938473
chr9:102353693:102355693	mC_vs_hmC_WT	1.62644665061627
chr9:102625124:102627124	mC_vs_hmC_WT	1.79769988842828
chr9:102625295:102627295	mC_vs_hmC_WT	1.79769988842828
chr9:107230909:107232909	mC_vs_hmC_WT	2.05592147122204
chr9:108516086:108518086	mC_vs_hmC_WT	1.73604883935805
chr9:110742686:110744686	mC_vs_hmC_WT	1.86742493267138
chr9:110741610:110743610	mC_vs_hmC_WT	1.81258478595251
chr9:110879083:110881083	mC_vs_hmC_WT	1.62932560900469
chr9:110879173:110881173	mC_vs_hmC_WT	1.62932560900469
chr9:110879321:110881321	mC_vs_hmC_WT	1.62932560900469
chr9:111270844:111272844	mC_vs_hmC_WT	1.6001792951101
chr9:112186766:112188766	mC_vs_hmC_WT	1.4234058606237
chr9:112186926:112188926	mC_vs_hmC_WT	1.4234058606237
chr9:112186929:112188929	mC_vs_hmC_WT	1.4234058606237
chr9:118477188:118479188	mC_vs_hmC_WT	1.62332021706987
chr9:120126765:120128765	mC_vs_hmC_WT	1.65285498108848
chr9:120303072:120305072	mC_vs_hmC_WT	1.30443313321047
chr10:4265328:4267328	mC_vs_hmC_WT	1.59124234114172
chr10:8885070:8887070	mC_vs_hmC_WT	1.49306907356263
chr10:23786209:23788209	mC_vs_hmC_WT	1.93655658974149
chr10:40882143:40884143	mC_vs_hmC_WT	1.50192978278863
chr10:40882533:40884533	mC_vs_hmC_WT	1.50192978278863
chr10:42275742:42277742	mC_vs_hmC_WT	2.62225846420526
chr10:62339421:62341421	mC_vs_hmC_WT	1.53680140897126
chr10:62339606:62341606	mC_vs_hmC_WT	1.53680140897126
chr10:62946028:62948028	mC_vs_hmC_WT	1.5361114554885
chr10:67126257:67128257	mC_vs_hmC_WT	1.72022019923018
chr10:67284281:67286281	mC_vs_hmC_WT	1.47168783134994
chr10:69532707:69534707	mC_vs_hmC_WT	0.898210177017936
chr10:70244275:70246275	mC_vs_hmC_WT	1.65145619713061
chr10:71346792:71348792	mC_vs_hmC_WT	1.70458783576871
chr10:75059895:75061895	mC_vs_hmC_WT	1.69277343607852
chr10:77901536:77903536	mC_vs_hmC_WT	1.42780083513707
chr10:78008796:78010796	mC_vs_hmC_WT	3.24814456534003
chr10:80347448:80349448	mC_vs_hmC_WT	1.48910387115024
chr10:80386651:80388651	mC_vs_hmC_WT	1.80886545543769
chr10:80576296:80578296	mC_vs_hmC_WT	1.81717598776727
chr10:80929090:80931090	mC_vs_hmC_WT	1.80098239931554
chr10:81182917:81184917	mC_vs_hmC_WT	2.48796625093892
chr10:81320102:81322102	mC_vs_hmC_WT	1.77995677603768
chr10:82859340:82861340	mC_vs_hmC_WT	1.75441827522506
chr10:99107134:99109134	mC_vs_hmC_WT	2.68568742788105
chr10:103027777:103029777	mC_vs_hmC_WT	2.0116591244678
chr10:115383435:115385435	mC_vs_hmC_WT	1.92561292332892
chr10:117628499:117630499	mC_vs_hmC_WT	1.9505067043267
chr10:122447498:122449498	mC_vs_hmC_WT	2.1528399235099
chr10:126900371:126902371	mC_vs_hmC_WT	1.86061217893787
chr10:127059184:127061184	mC_vs_hmC_WT	2.19602118792993
