location	gene	feature	mean_KO.x	mean_WT.x	mean_dif.x	mean_pval.x	mean_KO.y	mean_WT.y	mean_dif.y	mean_pval.y	mean_KO.z	mean_WT.z	mean_dif.z	mean_pval.z
11:117798659:117806308	6030468B19Rik	gene	0	0.0600000000000001	-0.0600000000000001	6.52789276734857e-07	0	0.0625	-0.0625	6.62842502258463e-07	0	0.0600000000000001	-0.0600000000000001	8.80985633253143e-09
2:156003427:156005427	6430550D23Rik	TSS	0	0.0600000000000001	-0.0600000000000001	1.49135747472247e-05	0	0.0625	-0.0625	8.81495804472891e-07	0	0.0625	-0.0625	4.86623319594902e-07
15:34350050:34356872	9430069I07Rik	gene	0	0.0600000000000001	-0.0600000000000001	0.00369499305550939	0	0.0625	-0.0625	8.45277289010158e-05	0	0.0625	-0.0625	0.00705636229586874
5:28467983:28718209	9530036O11Rik	gene	0	0.0600000000000001	-0.0600000000000001	2.20546238822366e-29	0	0.0600000000000001	-0.0600000000000001	7.22025787967301e-31	0	0.0600000000000001	-0.0600000000000001	3.39672195393775e-29
8:120205433:120227230	A330074K22Rik	gene	0	0.0600000000000001	-0.0600000000000001	5.47319270120868e-23	0	0.0600000000000001	-0.0600000000000001	7.31504168050366e-18	0	0.0600000000000001	-0.0600000000000001	3.44554035432137e-17
14:34052129:34101754	A630023A22Rik	gene	0	0.0600000000000001	-0.0600000000000001	1.08149984159714e-41	0	0.0600000000000001	-0.0600000000000001	2.94440869714301e-48	0	0.0600000000000001	-0.0600000000000001	5.13899100598338e-48
11:95146052:95158047	A730090H04Rik	gene	0	0.0600000000000001	-0.0600000000000001	3.03302661350176e-15	0	0.0600000000000001	-0.0600000000000001	4.44998823827791e-15	0	0.0600000000000001	-0.0600000000000001	1.07243651205886e-15
16:8514428:8620567	Abat	gene	0	0.0600000000000001	-0.0600000000000001	1.57201660807349e-100	0	0.0600000000000001	-0.0600000000000001	3.45484293687635e-101	0	0.0600000000000001	-0.0600000000000001	1.12359959341826e-97
5:124060856:124062856	Abcb9	TES	0	0.0600000000000001	-0.0600000000000001	5.66759053919427e-06	0	0.0725	-0.0725	1.86121572384722e-05	0	0.0800000000000001	-0.0800000000000001	1.96722322027843e-05
10:80584648:80589341	Abhd17a	gene	0	0.0600000000000001	-0.0600000000000001	3.31772655945461e-11	0	0.0600000000000001	-0.0600000000000001	2.16695469056605e-07	0	0.0600000000000001	-0.0600000000000001	5.99186765394186e-11
8:71457699:71462657	Abhd8	gene	0	0.0600000000000001	-0.0600000000000001	9.26641755334795e-15	0	0.0600000000000001	-0.0600000000000001	7.13221170093297e-09	0	0.0600000000000001	-0.0600000000000001	3.91453091815382e-08
2:103567309:103717423	Abtb2	gene	0	0.0600000000000001	-0.0600000000000001	6.93421386507782e-201	0	0.0600000000000001	-0.0600000000000001	6.5421439604006e-208	0	0.0600000000000001	-0.0600000000000001	2.23347491028427e-176
5:115111298:115118346	Acads	gene	0	0.0600000000000001	-0.0600000000000001	9.43485660327505e-06	0	0.0625	-0.0625	6.28429763371044e-07	0	0.0600000000000001	-0.0600000000000001	8.4354131084269e-07
2:93834466:93848799	Accs	gene	0	0.0600000000000001	-0.0600000000000001	3.94002013194043e-28	0	0.0600000000000001	-0.0600000000000001	4.20781885523428e-28	0	0.0600000000000001	-0.0600000000000001	2.77330960763357e-27
2:93854359:93856359	Accsl	TES	0	0.0600000000000001	-0.0600000000000001	4.34966319221309e-06	0	0.0625	-0.0625	1.38885941216014e-06	0	0.0600000000000001	-0.0600000000000001	3.10811315481345e-06
2:58268452:58323807	Acvr1c	gene	0	0.0600000000000001	-0.0600000000000001	1.04464057737701e-81	0	0.0600000000000001	-0.0600000000000001	3.03339552683526e-83	0	0.0600000000000001	-0.0600000000000001	2.0760709992164e-62
2:27080380:27107613	Adamtsl2	gene	0	0.0600000000000001	-0.0600000000000001	1.20298265363964e-41	0	0.0600000000000001	-0.0600000000000001	2.83209842106355e-35	0	0.0600000000000001	-0.0600000000000001	5.17907251769011e-42
11:80155161:80177827	Adap2	gene	0	0.0600000000000001	-0.0600000000000001	6.38248333647868e-39	0	0.0600000000000001	-0.0600000000000001	3.70945997950727e-41	0	0.0600000000000001	-0.0600000000000001	1.40010687850352e-37
8:88273402:88328962	Adcy7	gene	0	0.0600000000000001	-0.0600000000000001	3.0752874899919e-68	0	0.0600000000000001	-0.0600000000000001	9.57700667475003e-58	0	0.0600000000000001	-0.0600000000000001	3.36458734346224e-68
10:75333792:75335792	Adora2a	TES	0	0.0650000000000002	-0.0650000000000002	0.00221700785785974	0	0.0600000000000001	-0.0600000000000001	0.00101770344439288	0	0.0625	-0.0625	0.000422579385298496
12:112621046:112640355	Adssl1	gene	0	0.0600000000000001	-0.0600000000000001	5.53316643410349e-32	0	0.0600000000000001	-0.0600000000000001	4.53627522127695e-26	0	0.0600000000000001	-0.0600000000000001	1.17002259640241e-23
11:114997768:115000880	AF251705	gene	0	0.0600000000000001	-0.0600000000000001	1.29390396085076e-08	0	0.0600000000000001	-0.0600000000000001	1.32562666460333e-08	0	0.0600000000000001	-0.0600000000000001	3.10981014898182e-08
19:56913353:57007575	Afap1l2	gene	0	0.0600000000000001	-0.0600000000000001	7.5647058493569e-101	0	0.0600000000000001	-0.0600000000000001	1.13222215366557e-100	0	0.0600000000000001	-0.0600000000000001	9.1350337780801e-91
7:127093049:127095049	AI467606	TES	0	0.0600000000000001	-0.0600000000000001	0.00334659136287987	0	0.0600000000000001	-0.0600000000000001	7.98145702739113e-06	0	0.0600000000000001	-0.0600000000000001	4.15490372750147e-05
19:5426316:5428316	AI837181	TES	0	0.0600000000000001	-0.0600000000000001	7.56008235424092e-11	0	0.0600000000000001	-0.0600000000000001	1.16065337935568e-11	0	0.0600000000000001	-0.0600000000000001	6.52014846120991e-06
2:31951302:31972442	Aif1l	gene	0	0.0600000000000001	-0.0600000000000001	6.83027763413606e-24	0	0.0600000000000001	-0.0600000000000001	5.85264639994588e-17	0	0.0600000000000001	-0.0600000000000001	2.26610953231558e-23
10:61716262:61737652	Aifm2	gene	0	0.0600000000000001	-0.0600000000000001	5.60580955737161e-29	0	0.0600000000000001	-0.0600000000000001	1.05656397001464e-28	0	0.0600000000000001	-0.0600000000000001	8.33810107463487e-26
4:153374220:153481830	Ajap1	gene	0	0.0600000000000001	-0.0600000000000001	8.71687103928027e-145	0	0.0600000000000001	-0.0600000000000001	1.70966311538174e-173	0	0.0600000000000001	-0.0600000000000001	1.39526005694321e-157
6:34302929:34304929	Akr1b3	TES	0	0.0625	-0.0625	1.62855546754239e-06	0.0125	0.0775000000000001	-0.0650000000000002	6.35880387450818e-06	0	0.0625	-0.0625	4.61156478274933e-06
19:40551256:40587463	Aldh18a1	gene	0	0.0600000000000001	-0.0600000000000001	1.15053215009063e-20	0	0.0600000000000001	-0.0600000000000001	5.91936648738389e-21	0	0.0600000000000001	-0.0600000000000001	2.64337889146829e-24
7:66391892:66426477	Aldh1a3	gene	0	0.0600000000000001	-0.0600000000000001	1.89765584573776e-57	0	0.0600000000000001	-0.0600000000000001	4.03939675827292e-66	0	0.0600000000000001	-0.0600000000000001	3.42660921370406e-51
19:3914490:3928716	Aldh3b1	gene	0	0.0600000000000001	-0.0600000000000001	1.59455417246396e-29	0	0.0600000000000001	-0.0600000000000001	6.57824847170957e-28	0	0.0600000000000001	-0.0600000000000001	2.07831315085301e-31
11:69158071:69168791	Alox12b	gene	0	0.0600000000000001	-0.0600000000000001	2.66469070474506e-11	0	0.0600000000000001	-0.0600000000000001	2.19366627271193e-07	0	0.0600000000000001	-0.0600000000000001	1.99977753435148e-11
9:110881173:110899530	Als2cl	gene	0	0.0600000000000001	-0.0600000000000001	2.03691957732624e-23	0	0.0600000000000001	-0.0600000000000001	7.35827122277919e-20	0	0.0600000000000001	-0.0600000000000001	9.4829028788032e-22
7:110769205:110811408	Ampd3	gene	0	0.0600000000000001	-0.0600000000000001	1.45660579861674e-70	0	0.0600000000000001	-0.0600000000000001	3.29008061514916e-69	0	0.0600000000000001	-0.0600000000000001	1.27017482711704e-70
9:108295921:108297921	Amt	TSS	0	0.0600000000000001	-0.0600000000000001	5.35544085633761e-15	0	0.0600000000000001	-0.0600000000000001	2.84485339803211e-10	0	0.0600000000000001	-0.0600000000000001	4.25285692494114e-11
5:140725126:140752312	Amz1	gene	0	0.0600000000000001	-0.0600000000000001	6.27684615028137e-27	0	0.0600000000000001	-0.0600000000000001	1.60587854030262e-30	0	0.0600000000000001	-0.0600000000000001	1.26630492981126e-28
8:22975835:23149497	Ank1	gene	0	0.0600000000000001	-0.0600000000000001	3.36045891396505e-219	0	0.0600000000000001	-0.0600000000000001	3.2327631521068e-222	0	0.0600000000000001	-0.0600000000000001	6.9909704661749e-197
17:27910305:28061779	Anks1	gene	0	0.0600000000000001	-0.0600000000000001	1.05567526887522e-237	0	0.0600000000000001	-0.0600000000000001	4.0646503748848e-205	0	0.0600000000000001	-0.0600000000000001	5.00247205789643e-200
6:87134852:87334775	Antxr1	gene	0	0.0600000000000001	-0.0600000000000001	4.64638681905599e-76	0	0.0600000000000001	-0.0600000000000001	2.94966620733525e-80	0	0.0600000000000001	-0.0600000000000001	1.43088638553425e-71
9:21294456:21296456	Ap1m2	TES	0	0.0600000000000001	-0.0600000000000001	7.83553910886595e-08	0	0.0625	-0.0625	2.82748191714335e-05	0	0.0625	-0.0625	2.3515355985422e-07
9:46234636:46236636	Apoc3	TSS	0.00499999999999989	0.0675000000000001	-0.0625000000000002	3.55507153162067e-05	0	0.0649999999999999	-0.0649999999999999	0.00611372080367391	0	0.0725	-0.0725	2.57345588197142e-05
19:41767587:41801084	Arhgap19	gene	0	0.0600000000000001	-0.0600000000000001	6.09215993835631e-45	0	0.0600000000000001	-0.0600000000000001	1.34193201570171e-41	0	0.0600000000000001	-0.0600000000000001	2.62034874359288e-44
4:154279469:154298895	Arhgef16	gene	0	0.0600000000000001	-0.0600000000000001	3.98882057074885e-19	0	0.0600000000000001	-0.0600000000000001	1.60212729700901e-19	0	0.0600000000000001	-0.0600000000000001	5.22225750641259e-16
4:141243883:141256562	Arhgef19	gene	0	0.0600000000000001	-0.0600000000000001	3.04190469062896e-08	0	0.0600000000000001	-0.0600000000000001	4.01841715593447e-14	0	0.0600000000000001	-0.0600000000000001	3.99540783467648e-10
11:72962168:72992043	Atp2a3	gene	0	0.0600000000000001	-0.0600000000000001	1.63602039810434e-54	0	0.0600000000000001	-0.0600000000000001	1.17117927955048e-56	0	0.0600000000000001	-0.0600000000000001	4.23906104778988e-50
1:133703673:133752747	Atp2b4	gene	0	0.0600000000000001	-0.0600000000000001	3.38499694428538e-74	0	0.0600000000000001	-0.0600000000000001	2.44630561352121e-70	0	0.0600000000000001	-0.0600000000000001	1.2757434763761e-56
3:108203227:108209527	Atxn7l2	gene	0	0.0625	-0.0625	2.56470510103267e-13	0	0.0600000000000001	-0.0600000000000001	1.91231958831449e-15	0	0.0600000000000001	-0.0600000000000001	7.84020706668202e-16
11:69046642:69050662	Aurkb	gene	0	0.0600000000000001	-0.0600000000000001	4.72316797190987e-06	0	0.0600000000000001	-0.0600000000000001	0.00165238582618829	0	0.0600000000000001	-0.0600000000000001	0.00668809162423588
6:142414430:142418740	B230216G23Rik	gene	0	0.0649999999999999	-0.0649999999999999	0.003721925356904	0	0.0725	-0.0725	1.25977415492282e-05	0	0.085	-0.085	5.35372381941993e-05
1:86304220:86306305	B3gnt7	gene	0	0.0600000000000001	-0.0600000000000001	1.00723708069482e-05	0	0.0600000000000001	-0.0600000000000001	1.20033713680068e-06	0	0.0600000000000001	-0.0600000000000001	0.000156452478885189
9:61258226:61260226	B930092H01Rik	TES	0	0.0625	-0.0625	0.00305819908345609	0	0.0700000000000003	-0.0700000000000003	0.00353488035280121	0	0.0700000000000001	-0.0700000000000001	0.00274743316616914
17:71744554:71751885	BC027072	gene	0	0.0600000000000001	-0.0600000000000001	6.42010651521264e-18	0	0.0600000000000001	-0.0600000000000001	1.91641138384857e-16	0	0.0600000000000001	-0.0600000000000001	1.3958499857595e-18
11:102249881:102264183	BC030867	gene	0	0.0600000000000001	-0.0600000000000001	4.91061003067873e-27	0	0.0600000000000001	-0.0600000000000001	1.19824046769005e-25	0	0.0600000000000001	-0.0600000000000001	2.85830385997354e-23
9:108435481:108437481	BC048562	TSS	0	0.0800000000000001	-0.0800000000000001	2.75786269312396e-09	0	0.0725000000000002	-0.0725000000000002	4.46263477836601e-07	0	0.0675000000000001	-0.0675000000000001	3.35756792976044e-07
14:44501121:44505345	BC061237	gene	0	0.0600000000000001	-0.0600000000000001	9.40590783174382e-11	0	0.0600000000000001	-0.0600000000000001	1.46983698425073e-09	0	0.0600000000000001	-0.0600000000000001	1.96157752203129e-11
1:106537177:106539177	Bcl2	TES	0	0.0625	-0.0625	0.00561929764170272	0	0.0649999999999999	-0.0649999999999999	0.00270245264625392	0	0.0650000000000002	-0.0650000000000002	0.00613531547161958
12:109033181:109067217	Begain	gene	0	0.0600000000000001	-0.0600000000000001	3.65308181215845e-27	0	0.0600000000000001	-0.0600000000000001	4.0170373793385e-45	0	0.0600000000000001	-0.0600000000000001	4.21753953652491e-30
2:172869011:172939321	Bmp7	gene	0	0.0600000000000001	-0.0600000000000001	3.26475104759163e-97	0	0.0600000000000001	-0.0600000000000001	8.19189708450763e-94	0	0.0600000000000001	-0.0600000000000001	7.32572062678544e-85
9:23224075:23484215	Bmper	gene	0	0.0600000000000001	-0.0600000000000001	1.75395003516939e-50	0	0.0600000000000001	-0.0600000000000001	3.8193512962282e-50	0	0.0600000000000001	-0.0600000000000001	2.79324674436921e-40
2:153876044:153894270	Bpifb2	gene	0	0.0600000000000001	-0.0600000000000001	2.04732693947787e-20	0	0.0600000000000001	-0.0600000000000001	9.88781785049875e-17	0	0.0600000000000001	-0.0600000000000001	2.53008305806842e-14
10:85599410:85659292	Btbd11	gene	0	0.0600000000000001	-0.0600000000000001	2.1146128103959e-69	0	0.0600000000000001	-0.0600000000000001	1.65594711205359e-63	0	0.0600000000000001	-0.0600000000000001	7.83301320537035e-59
2:127801199:127830859	Bub1	gene	0	0.0600000000000001	-0.0600000000000001	1.48226649155693e-37	0	0.0600000000000001	-0.0600000000000001	3.75107472687701e-41	0	0.0600000000000001	-0.0600000000000001	2.43872041752197e-33
11:87761540:87784928	Bzrap1	gene	0	0.0600000000000001	-0.0600000000000001	1.17637977630267e-26	0	0.0600000000000001	-0.0600000000000001	1.80848136876037e-26	0	0.0600000000000001	-0.0600000000000001	1.1858194934791e-24
5:139407386:139415092	C130050O18Rik	gene	0	0.0600000000000001	-0.0600000000000001	6.77724690955098e-13	0	0.0600000000000001	-0.0600000000000001	3.94636051243363e-07	0	0.0600000000000001	-0.0600000000000001	1.61274455925303e-09
4:129220577:129226911	C77080	gene	0	0.0600000000000001	-0.0600000000000001	1.28345431962236e-12	0	0.0600000000000001	-0.0600000000000001	3.25900496649913e-08	0	0.0600000000000001	-0.0600000000000001	8.12895743338359e-17
18:11840273:11944627	Cables1	gene	0	0.0600000000000001	-0.0600000000000001	9.52257306945756e-142	0	0.0600000000000001	-0.0600000000000001	1.25920962993988e-146	0	0.0600000000000001	-0.0600000000000001	7.98428750815014e-134
17:25375286:25432783	Cacna1h	gene	0	0.0600000000000001	-0.0600000000000001	5.16616115388555e-40	0	0.0600000000000001	-0.0600000000000001	2.44691151052886e-44	0	0.0600000000000001	-0.0600000000000001	4.89564667622109e-49
9:107400879:107528343	Cacna2d2	gene	0	0.0600000000000001	-0.0600000000000001	5.34754121828215e-169	0	0.0600000000000001	-0.0600000000000001	4.09839888030265e-118	0	0.0600000000000001	-0.0600000000000001	2.58171911764198e-128
2:84424266:84426266	Calcrl	TSS	0	0.0600000000000001	-0.0600000000000001	9.75388401782034e-05	0	0.0600000000000001	-0.0600000000000001	1.23393106052002e-06	0	0.0600000000000001	-0.0600000000000001	7.18892748742515e-07
15:78776135:78802042	Card10	gene	0	0.0600000000000001	-0.0600000000000001	3.35737123209342e-19	0	0.0600000000000001	-0.0600000000000001	1.88125903221961e-18	0	0.0600000000000001	-0.0600000000000001	8.96775255669494e-20
11:119315786:119344375	Card14	gene	0	0.0600000000000001	-0.0600000000000001	9.31370300200973e-40	0	0.0600000000000001	-0.0600000000000001	5.72951932017605e-37	0	0.0600000000000001	-0.0600000000000001	1.42443199090621e-37
4:148805391:148944130	Casz1	gene	0	0.0600000000000001	-0.0600000000000001	1.22405516770092e-148	0	0.0600000000000001	-0.0600000000000001	4.7639478411806e-138	0	0.0600000000000001	-0.0600000000000001	3.19589608451124e-123
8:122624135:122626135	Cbfa2t3	TES	0	0.0625	-0.0625	6.9227893967888e-10	0	0.0650000000000002	-0.0650000000000002	2.55335903648145e-09	0	0.0650000000000002	-0.0650000000000002	6.42354051793865e-09
18:86712109:86717283	Cbln2	gene	0	0.0649999999999999	-0.0649999999999999	1.07930913666342e-07	0	0.0825	-0.0825	0.00013189709722191	0	0.0725	-0.0725	2.27099052692808e-06
9:121796626:121798626	Ccdc13	TES	0	0.0625	-0.0625	0.00397296210882121	0	0.085	-0.085	0.000228854222451172	0	0.0625	-0.0625	0.000452108160018158
17:29696976:29716017	Ccdc167	gene	0	0.0600000000000001	-0.0600000000000001	4.14470402000801e-35	0	0.0600000000000001	-0.0600000000000001	5.05257597965944e-23	0	0.0600000000000001	-0.0600000000000001	4.72595078180935e-22
12:108207344:108274417	Ccdc85c	gene	0	0.0600000000000001	-0.0600000000000001	3.98284517083541e-83	0	0.0600000000000001	-0.0600000000000001	2.78338479853508e-81	0	0.0600000000000001	-0.0600000000000001	1.19934337017187e-65
12:100913699:101027983	Ccdc88c	gene	0	0.0600000000000001	-0.0600000000000001	6.25872086294967e-172	0	0.0600000000000001	-0.0600000000000001	3.8441768099724e-180	0	0.0600000000000001	-0.0600000000000001	1.40213681719012e-149
8:94746683:94750388	Ccl22	gene	0	0.0600000000000001	-0.0600000000000001	9.59683222722352e-06	0	0.0625	-0.0625	2.37495840831346e-06	0	0.0600000000000001	-0.0600000000000001	6.05599627059824e-05
7:24744982:24759311	Cd177	gene	0	0.0600000000000001	-0.0600000000000001	1.29860441775942e-25	0	0.0600000000000001	-0.0600000000000001	2.30592288314022e-26	0	0.0600000000000001	-0.0600000000000001	5.1358819498905e-19
18:60804848:60811652	Cd74	gene	0	0.0600000000000001	-0.0600000000000001	9.46274619499147e-09	0	0.0600000000000001	-0.0600000000000001	1.68012225584732e-09	0	0.0600000000000001	-0.0600000000000001	2.41408422278882e-11
