chr	start	end	strand	pvalue	qvalue	meth.diff	target.row	dist.to.feature	feature.name	feature.strand
chr1	174247531	174247531	+	4.34776832810313e-07	0.00097252634293013	41.984126984127	42	3446	ENSMUST00000061990.4	-
chr1	174507734	174507734	+	1.69948774953544e-06	0.00356382386439913	30.4347826086957	43	5911	ENSMUST00000030039.12	+
chr1	177374549	177374549	+	4.16515951521265e-06	0.00828994212032325	-41.0606060606061	44	54536	ENSMUST00000193187.1	-
chr1	179503531	179503531	+	4.56934865464765e-06	0.0090264089030245	45.7637997432606	45	14475	ENSMUST00000194237.1	-
chr1	181209810	181209810	+	1.77868160290965e-06	0.00371643917243421	-27.99304520616	46	1617	ENSMUST00000036329.11	-
chr1	184804942	184804942	+	1.10728553947501e-06	0.00237150672265415	35.2820512820513	47	3912	ENSMUST00000189492.1	-
chr1	185421037	185421037	+	1.90395885689082e-06	0.00396499583792359	-37.5696767001115	48	20783	ENSMUST00000143787.1	-
chr1	189131050	189131050	+	3.66300425648253e-07	0.000824006117287165	-29.9062918340027	49	-51347	ENSMUST00000192327.1	-
chr1	191375444	191375444	+	4.19129647585461e-12	1.42330623517832e-08	-53.3333333333333	50	-6720	ENSMUST00000191925.1	-
chr10	9055528	9055528	+	2.93683536463792e-06	0.00597462964260355	43.8502673796791	51	15948	ENSMUST00000216441.1	-
chr10	9386843	9386843	+	9.16103201708572e-07	0.0019797827245756	-27.8094059405941	52	30690	ENSMUST00000217850.1	+
chr10	9628824	9628824	+	7.74409922438366e-17	4.29897291589321e-13	57.1278825995807	53	2118	ENSMUST00000221079.1	-
chr10	15379103	15379103	+	3.53582321327783e-06	0.00711541701126485	31.7073170731707	54	78708	ENSMUST00000217695.1	+
chr10	18536794	18536794	+	3.04352387293946e-20	2.59408233932139e-16	75.8612497030174	55	9094	ENSMUST00000213153.1	-
chr10	22022714	22022714	+	4.87330954030006e-06	0.00957037276081615	28.0555555555556	56	24272	ENSMUST00000180915.1	-
chr10	22650820	22650820	+	1.80921946744263e-06	0.00377605508801805	35.9350547730829	57	1814	ENSMUST00000159174.1	+
chr10	23252122	23252122	+	4.1489169124236e-06	0.00826198174501324	-26.4761904761905	58	-15048	ENSMUST00000218049.1	-
chr10	23941248	23941248	+	1.20261801511494e-23	1.74491367239621e-19	-89.7435897435898	59	2678	ENSMUST00000079134.4	+
chr10	25891205	25891205	+	1.93165406987895e-06	0.00401822620057156	-45.7320520067835	60	7534	ENSMUST00000219770.1	+
chr10	27015326	27015326	+	4.98935952464875e-21	4.78313026150981e-17	-71.6666666666667	61	-26813	ENSMUST00000186279.1	-
chr10	28955282	28955282	+	4.31255223992114e-06	0.00855841634471647	28.1852171412137	62	-981	ENSMUST00000157468.1	-
chr10	30252330	30252330	+	9.52140880770667e-11	2.85939312586457e-07	-47.0936377087297	63	-51771	ENSMUST00000099985.5	-
chr10	30844241	30844241	+	4.35893911578912e-06	0.00864363896586837	-32.8595317725753	64	-1441	ENSMUST00000019924.8	-
chr10	30883560	30883560	+	2.73745183778558e-06	0.00559400168724077	50	65	3045	ENSMUST00000215584.1	+
chr10	38457382	38457382	+	8.35897505096673e-18	5.19783493903625e-14	-68.1818181818182	66	-23248	ENSMUST00000214608.1	-
chr10	39884321	39884321	+	1.69342511896734e-08	4.249262887513e-05	58.4126984126984	67	11501	ENSMUST00000178045.7	-
chr10	42429083	42429083	+	3.73448053531624e-06	0.00749416235425474	26.4705882352941	68	-3776	ENSMUST00000149832.1	-
chr10	43232829	43232829	+	1.64702195747692e-07	0.000383684675532028	46.2098642833499	69	11095	ENSMUST00000162758.1	+
chr10	63583993	63583993	+	3.52857689137165e-06	0.00710178359280483	32.5714285714286	70	9489	ENSMUST00000133190.1	+
chr10	68418677	68418677	+	1.11045431703399e-06	0.00237761716093778	41.4808206958073	71	-97536	ENSMUST00000218225.1	-
chr10	71179129	71179129	+	7.86939625714281e-11	2.3817964114612e-07	-61.4936247723133	72	-1907	ENSMUST00000218730.1	+
chr10	73176080	73176080	+	3.47372418473787e-08	8.52338374730351e-05	-52.639751552795	73	7239	ENSMUST00000192813.1	-
chr10	74274539	74274539	+	3.93804751863501e-08	9.62660910476229e-05	49.7076023391813	74	-28612	ENSMUST00000147455.1	+
chr10	80784864	80784864	+	1.81760021466766e-06	0.00379197021476145	41.6219439475253	75	-300	ENSMUST00000163526.1	+
chr10	88499587	88499587	+	2.36795076633247e-07	0.000542648625791725	-49.6296296296296	76	4167	ENSMUST00000143108.7	-
chr10	91493033	91493033	+	2.38419571501361e-06	0.00490004463764095	40.0904977375566	77	-44654	ENSMUST00000213414.1	-
chr10	92400969	92400969	+	3.7720316076748e-06	0.00756246430613293	51.6666666666667	78	-45	ENSMUST00000216155.1	+
chr10	93301993	93301993	+	9.84687207870188e-12	3.22742660058664e-08	50	79	8819	ENSMUST00000129827.7	-
chr10	94968737	94968737	+	3.40487385184463e-06	0.00687209849453996	-47.3464519976148	80	20149	ENSMUST00000158521.1	+
chr10	98184728	98184728	+	9.43725174808086e-07	0.00203626225785436	48.6042692939245	81	-116291	ENSMUST00000220324.1	+
chr10	107519431	107519431	+	3.39432925113806e-06	0.00685449054307509	-43.7940379403794	82	-24695	ENSMUST00000044210.4	-
chr10	109496068	109496068	+	3.34324466876295e-06	0.00675858035851178	38.1094527363184	83	-109582	ENSMUST00000219849.1	-
chr10	111125855	111125855	+	3.44619185923675e-07	0.00077755617736953	44.4444444444444	84	6	ENSMUST00000171120.2	+
chr10	114334700	114334700	+	1.08175566798007e-22	1.32670512399222e-18	71.2121212121212	85	-15774	ENSMUST00000192301.1	+
chr10	116123795	116123795	+	3.06727072081872e-06	0.00622743027767827	40.0429414922169	86	-9879	ENSMUST00000099261.2	-
chr10	116298509	116298509	+	9.41207927975482e-07	0.00203112182217621	33.1432644333571	87	-2863	ENSMUST00000092167.6	+
chr10	116922228	116922228	+	1.80686635519418e-06	0.00377193428713635	30.1807228915663	88	-2296	ENSMUST00000219570.1	-
chr10	116967170	116967170	+	1.74224776570857e-06	0.00364638360740177	35.9103078982597	89	898	ENSMUST00000033651.3	+
chr10	117358916	117358916	+	1.6567949024962e-07	0.000385841984477933	52.6315789473684	90	2029	ENSMUST00000176480.7	-
chr10	117496335	117496335	+	1.89876938327413e-18	1.27663808375008e-14	63.476490188819	91	-48843	ENSMUST00000220189.1	-
chr10	118500926	118500926	+	5.06349637708324e-25	9.15480495572214e-21	77.6119402985075	92	55600	ENSMUST00000220034.1	-
chr10	119130103	119130103	+	8.71251338233227e-07	0.00188691512507118	45.3267973856209	93	18481	ENSMUST00000220151.1	+
chr10	120918134	120918134	+	3.63201513826477e-11	1.13151724009553e-07	-57.1236559139785	94	-10052	ENSMUST00000118291.1	+
chr10	121042072	121042072	+	1.72940396647432e-06	0.00362193081622597	32.3076923076923	95	8050	ENSMUST00000175867.1	+
chr10	121513231	121513231	+	2.17923811985828e-06	0.00449845577941387	40.7017543859649	96	2835	ENSMUST00000218852.1	+
chr10	122507119	122507119	+	1.16313543557683e-09	3.18965236253734e-06	-71.0702341137124	97	39380	ENSMUST00000218285.1	-
chr10	124347059	124347059	+	1.76881816549857e-11	5.6619646797037e-08	-58.1395348837209	98	-108000	ENSMUST00000158994.1	+
chr10	124601685	124601685	+	2.84063127779776e-06	0.00579305909702033	39.2349726775956	99	78249	ENSMUST00000219657.1	+
chr11	3162480	3162480	+	1.40124625283142e-14	6.07649681750027e-11	-59.4192377495463	100	2118	ENSMUST00000126746.8	-
chr11	4030916	4030916	+	2.31250034832972e-08	5.75475026170242e-05	51.315287838353	101	-546	ENSMUST00000129689.7	+
chr11	4036842	4036842	+	9.52979561836153e-08	0.000226594373297287	45.4180444024563	102	-4895	ENSMUST00000134482.1	+
chr11	7130165	7130165	+	1.96963974468844e-14	8.38550882212477e-11	76.7975522692504	103	-29717	ENSMUST00000135398.1	+
chr11	10198520	10198520	+	1.58691442976785e-14	6.82855888295669e-11	74.4878048780488	104	-40817	ENSMUST00000117538.1	+
chr11	15272925	15272925	+	1.13915396249088e-17	6.95435521034477e-14	72.7529677784059	105	-139375	ENSMUST00000082812.1	+
chr11	16299125	16299125	+	2.19477399024085e-07	0.000504652116139359	42.8921568627451	106	35909	ENSMUST00000207256.1	+
chr11	19539651	19539651	+	7.94857092019834e-08	0.000190318936388496	43.8450129773823	107	88411	ENSMUST00000146531.1	-
chr11	19981006	19981006	+	1.89031841848674e-09	5.09291879945328e-06	63.3643617021277	108	26438	ENSMUST00000123036.1	+
chr11	25129095	25129095	+	3.65982694193244e-24	5.80203759404676e-20	-76.5432098765432	109	-103531	ENSMUST00000191131.1	+
chr11	25739651	25739651	+	2.42024452678589e-10	7.02320722332962e-07	49.978595890411	110	29491	ENSMUST00000179180.1	-
chr11	26026248	26026248	+	1.90355768537079e-06	0.00396470861536553	-58.6206896551724	111	55353	ENSMUST00000135168.1	-
chr11	26333128	26333128	+	1.51266093604323e-06	0.00319339087809777	44.593023255814	112	4576	ENSMUST00000083955.1	-
chr11	29862582	29862582	+	2.06039619812718e-06	0.00427187462569679	35.4978354978355	113	13123	ENSMUST00000157510.1	+
chr11	34418557	34418557	+	3.09526954819155e-06	0.00627919695861933	-34.0329835082459	114	103737	ENSMUST00000165963.7	+
chr11	35851847	35851847	+	1.72292921034206e-20	1.52011871820415e-16	-88.4615384615385	115	1708	ENSMUST00000131001.1	-
chr11	37747592	37747592	+	1.7344181111977e-08	4.34922690406119e-05	-42.0289855072464	116	88605	ENSMUST00000131013.1	+
chr11	40664634	40664634	+	6.17080758966907e-07	0.00135732944659701	-35.7142857142857	117	9223	ENSMUST00000122180.1	-
chr11	45704553	45704553	+	8.54050672158255e-10	2.36923091564224e-06	-56.9270449521002	118	65172	ENSMUST00000104132.1	+
chr11	51421565	51421565	+	2.7501234883834e-20	2.35600885528498e-16	-83.6734693877551	119	131647	ENSMUST00000102765.8	+
chr11	54740313	54740313	+	6.13085346602559e-07	0.00134893516881439	-35.2380952380952	120	6512	ENSMUST00000120487.1	-
chr11	54740363	54740363	+	1.00807257705789e-06	0.00216888914159684	-33.5196422868093	121	6462	ENSMUST00000120487.1	-
chr11	63963720	63963720	+	1.30677622028391e-06	0.00277978725301123	42.4528301886792	122	-506	ENSMUST00000146915.1	+
chr11	65271790	65271790	+	1.64922999603165e-11	5.29604877604684e-08	-64.2045454545455	123	-1802	ENSMUST00000108695.8	-
chr11	71862109	71862109	+	5.70022477430355e-13	2.09988039434753e-09	64.6664636003655	124	-13904	ENSMUST00000104268.1	-
chr11	74267040	74267040	+	2.321055316709e-17	1.36389355958397e-13	-81.7837837837838	125	-805	ENSMUST00000127098.1	-
chr11	74818851	74818851	+	1.29072523552467e-06	0.00274719552793079	25.7801899592944	126	10324	ENSMUST00000134571.1	+
chr11	76231521	76231521	+	2.15526005554996e-06	0.00445445426565958	48.5	127	8052	ENSMUST00000167883.1	-
chr11	76864641	76864641	+	5.08753194346909e-07	0.00112961103394263	-47.6190476190476	128	-17624	ENSMUST00000021201.5	-
chr11	77651874	77651874	+	2.62437840430632e-16	1.37813227013941e-12	85.1063829787234	129	6834	ENSMUST00000104254.1	-
chr11	79281450	79281450	+	4.73870681150823e-06	0.00932549126943716	32.3618700667881	130	-7558	ENSMUST00000208339.1	-
chr11	79473761	79473761	+	1.15203466539744e-06	0.00246104766065744	32.3809523809524	131	10271	ENSMUST00000165610.1	-
chr11	79694162	79694162	+	1.83882867984747e-06	0.0038336029034645	-40.1744186046512	132	-10468	ENSMUST00000137738.1	+
chr11	83118232	83118232	+	9.32770918705877e-08	0.000221929421627483	41.1764705882353	133	1385	ENSMUST00000037994.7	+
chr11	88316813	88316813	+	7.32974539072345e-10	2.04200330922952e-06	58.6512866015971	134	-18847	ENSMUST00000117358.1	+
chr11	89847618	89847618	+	4.47917054295179e-06	0.00886338206285762	-27.4509803921569	135	-69966	ENSMUST00000207171.1	-
chr11	90480671	90480671	+	4.44301310301326e-11	1.3712017722465e-07	58.9517625231911	136	36646	ENSMUST00000118146.1	-
chr11	95266931	95266931	+	2.61359412931301e-06	0.00535033510426301	57.6754385964912	137	5404	ENSMUST00000021242.4	+
chr11	98695917	98695917	+	4.99886372042791e-06	0.00980032748428218	39.8852223816356	138	-5346	ENSMUST00000038886.2	+
chr11	100504094	100504094	+	4.33861548246603e-06	0.0086067374741279	-55.1282051282051	139	-4997	ENSMUST00000154888.1	-
chr11	109526917	109526917	+	5.6429408273501e-07	0.00124631665770173	42.8571428571429	140	-16837	ENSMUST00000106696.1	+
chr11	109895772	109895772	+	1.37395842916211e-06	0.00291651884441496	44.2067736185383	141	-40544	ENSMUST00000149226.1	+
chr11	113219600	113219600	+	1.41019537432063e-06	0.00298964709964237	52.1739130434783	142	-9932	ENSMUST00000130373.1	-
chr11	113219644	113219644	+	3.69346791932819e-06	0.00741453790143413	54.5454545454545	143	-9976	ENSMUST00000130373.1	-
chr11	113485128	113485128	+	3.48198383128097e-06	0.00701456996411193	27.962962962963	144	17153	ENSMUST00000105048.2	+
chr11	113642395	113642395	+	2.03821555107994e-06	0.00422821520840014	-55.668202764977	145	-6774	ENSMUST00000018805.14	+
chr11	116227768	116227768	+	3.45475572478173e-06	0.00696344381488103	31.6666666666667	146	10310	ENSMUST00000037007.3	-
chr11	116597085	116597085	+	4.62775302056956e-10	1.3098468134391e-06	67.7139761646804	147	1316	ENSMUST00000132601.1	+
chr12	11388451	11388451	+	1.13913211929637e-06	0.00243417499025334	-41.5873015873016	148	47190	ENSMUST00000220506.1	-
chr12	18387667	18387667	+	1.47535657170175e-06	0.0031194472423718	58.1818181818182	149	-88	ENSMUST00000221998.1	+
chr12	19490699	19490699	+	2.30884223376473e-06	0.00475101175245008	35.2484472049689	150	169	ENSMUST00000186566.1	+
chr12	19959737	19959737	+	1.97969960735103e-06	0.0041129201515354	-41.1764705882353	151	5234	ENSMUST00000179133.1	+
chr12	20223810	20223810	+	1.20998972095076e-06	0.00258155922507004	36.9565217391304	152	12309	ENSMUST00000220815.1	-
chr12	27418314	27418314	+	4.8136132989254e-06	0.00946177561442098	40.7653383934219	153	-75741	ENSMUST00000079063.6	-
chr12	28449535	28449535	+	4.72333189289129e-07	0.00105278124140901	-58.1494057724958	154	67180	ENSMUST00000186301.1	-
chr12	35025999	35025999	+	1.56751303427088e-06	0.00330317035754442	33.7123904288083	155	-21187	ENSMUST00000221831.1	+
chr12	45282270	45282270	+	1.76571266818657e-06	0.0036919024049781	28.8135593220339	156	-77429	ENSMUST00000158601.1	+
chr12	47566814	47566814	+	1.07377200265586e-09	2.95265652131619e-06	45	157	34559	ENSMUST00000218324.1	+
chr12	47585949	47585949	+	4.38704475501352e-09	1.15227985738059e-05	-57.2156196943973	158	53694	ENSMUST00000218324.1	+
chr12	52060099	52060099	+	1.97120114249653e-06	0.00409596607946744	-53.8620689655172	159	-18915	ENSMUST00000218420.1	+
chr12	56251994	56251994	+	4.38691087860084e-11	1.3547203353901e-07	57.5268817204301	160	451	ENSMUST00000104267.1	-
chr12	58538026	58538026	+	3.80582711967211e-06	0.00762615940691848	50.2463054187192	161	-225880	ENSMUST00000219517.1	+
chr12	60265789	60265789	+	2.78353311446035e-09	7.40014231588446e-06	32	162	-52099	ENSMUST00000219590.1	+
chr12	70772479	70772479	+	3.58065996322275e-24	5.69451439499476e-20	90	163	52867	ENSMUST00000222338.1	-
chr12	75613346	75613346	+	1.48994827517199e-14	6.44028400699873e-11	70.3703703703704	164	-17102	ENSMUST00000218012.1	-
chr12	76923342	76923342	+	1.36817124310151e-23	1.9624326135118e-19	-77.8095238095238	165	13352	ENSMUST00000130605.1	+
chr12	84844424	84844424	+	2.3323709746832e-06	0.0047974614925587	39.769820971867	166	-31345	ENSMUST00000171853.1	+
chr12	86598766	86598766	+	4.07553846415574e-24	6.40044224412838e-20	87.5641025641026	167	-51807	ENSMUST00000220511.1	+
chr12	86909000	86909000	+	1.12135023930366e-19	8.80055171216884e-16	89.6551724137931	168	-16434	ENSMUST00000181290.1	-
chr12	88983043	88983043	+	4.33865442472448e-17	2.46949876791908e-13	60	169	29646	ENSMUST00000057634.13	+
chr12	91275209	91275209	+	6.76950503000163e-26	1.46064637936047e-21	81.1336032388664	170	-8277	ENSMUST00000143415.7	-
chr12	104593447	104593447	+	3.12676268619888e-07	0.000709416469063436	37.6344086021505	171	73481	ENSMUST00000222329.1	+
chr12	105856885	105856885	+	4.46671605026174e-13	1.66225915932267e-09	61.3798008534851	172	-7377	ENSMUST00000221840.1	+
chr12	109087465	109087465	+	9.28202869180416e-10	2.56784250794774e-06	-55.1174830744723	173	-10762	ENSMUST00000223357.1	+
chr12	109465080	109465080	+	4.04930163476907e-06	0.00807856637007967	45.469387755102	174	5239	ENSMUST00000173812.1	+
chr12	115283767	115283767	+	4.52198226201544e-06	0.00893870232523065	31.9540229885057	175	10738	ENSMUST00000192591.1	-
chr12	115546679	115546679	+	2.04326078694769e-06	0.0042372171574585	52.9220779220779	176	-283	ENSMUST00000196181.1	-
chr13	4398962	4398962	+	4.03341470591349e-06	0.00804900359346778	30.2482269503546	177	-7698	ENSMUST00000223449.1	-
chr13	10522292	10522292	+	2.75583782861835e-06	0.00563004575827245	46.6751918158568	178	4607	ENSMUST00000221705.1	+
chr13	16643464	16643464	+	2.55806321457036e-06	0.0052423573174539	-38.2352941176471	179	-3975	ENSMUST00000221660.1	-
chr13	24637417	24637417	+	2.57835158724478e-07	0.000589429871281433	41.1373260738052	180	1151	ENSMUST00000181373.1	-
chr13	28960441	28960441	+	1.21810075633086e-08	3.09132948613191e-05	-35.4838709677419	181	-6729	ENSMUST00000067230.5	-
chr13	29516846	29516846	+	5.29013577058561e-07	0.00117165971917214	-32.6190476190476	182	609	ENSMUST00000154209.1	-
chr13	31741333	31741333	+	2.86797265313453e-06	0.00584723435768827	-40.7608695652174	183	-3594	ENSMUST00000083909.1	-
chr13	36792960	36792960	+	2.43318381829664e-14	1.02619209115119e-10	-65.2068861371187	184	-43406	ENSMUST00000225846.1	+
chr13	38021181	38021181	+	3.9013762293959e-25	7.21833481540124e-21	-91.6925465838509	185	15743	ENSMUST00000110233.7	-
chr13	39642133	39642133	+	1.21856014373347e-07	0.000287068710642564	48.6394557823129	186	5115	ENSMUST00000224216.1	-
chr13	41073855	41073855	+	1.70610453167279e-28	5.76121883276951e-24	-75.3246753246753	187	-3387	ENSMUST00000225084.1	-
chr13	45605044	45605044	+	1.43056409411442e-28	4.89664069759425e-24	81.25	188	58893	ENSMUST00000222227.1	+
chr13	46317048	46317048	+	5.74934139956702e-07	0.00126907217083861	-25.867269984917	189	43329	ENSMUST00000076622.3	+
chr13	46649893	46649893	+	2.37289406327605e-07	0.000543698720998384	62.8787878787879	190	9837	ENSMUST00000126687.1	+
chr13	47063360	47063360	+	2.79892119543262e-08	6.92517835650619e-05	38.9346246973366	191	356	ENSMUST00000143518.2	+
chr13	51605480	51605480	+	5.7141594002773e-23	7.33040294613432e-19	71.830985915493	192	-36062	ENSMUST00000221850.1	-
chr13	53698486	53698486	+	2.96656782587191e-06	0.00603191942368623	-36.1190817790531	193	1932	ENSMUST00000220534.1	-
chr13	58106370	58106370	+	4.72441739074185e-20	3.89878228934876e-16	72.6873126873127	194	-3943	ENSMUST00000091583.5	-
chr13	74365101	74365101	+	4.36878184170333e-06	0.0086585966251023	41.3664596273292	195	-1097	ENSMUST00000022064.4	-
chr13	85621064	85621064	+	3.42126396889099e-06	0.00690147933474192	35.4838709677419	196	-47487	ENSMUST00000224841.1	-
chr13	87384252	87384252	+	3.60206838642625e-14	1.49159956004709e-10	43.859649122807	197	-72526	ENSMUST00000103770.1	+
chr13	90286706	90286706	+	3.01068845521978e-15	1.41035497172315e-11	52.5423728813559	198	48536	ENSMUST00000193481.1	+
chr13	90898600	90898600	+	2.07569483895688e-08	5.18000077735286e-05	37.3609512850019	199	225	ENSMUST00000182104.1	-
chr13	91759617	91759617	+	2.17780502222963e-06	0.00449611377530745	-46.2745098039216	200	7513	ENSMUST00000185055.1	+
chr13	97415560	97415560	+	1.03655935626982e-06	0.00222795108918951	43.111915223572	201	-19410	ENSMUST00000109431.9	+
chr13	99451114	99451114	+	4.84267892311275e-06	0.00951518223451998	27.8181818181818	202	-3495	ENSMUST00000223725.1	-
chr13	100023733	100023733	+	3.51379711682219e-06	0.00707487348608863	-42.9824561403509	203	-8095	ENSMUST00000022148.6	-
chr13	106584384	106584384	+	1.67844726876812e-07	0.000390763638192011	45.1612903225806	204	-37325	ENSMUST00000076359.3	-
chr13	110964510	110964510	+	3.91532235355631e-09	1.02999621018652e-05	50.0871080139373	205	54312	ENSMUST00000223653.1	-
chr13	111600779	111600779	+	7.86322548332607e-18	4.89765316773131e-14	68.8025210084034	206	-7169	ENSMUST00000179668.1	-
chr13	113125242	113125242	+	3.0093866145825e-26	6.88804039212995e-22	90.625	207	-10841	ENSMUST00000226043.1	+
chr13	116958698	116958698	+	4.8611535125549e-07	0.00108189908489563	40	208	-33795	ENSMUST00000224157.1	-
chr13	117507280	117507280	+	7.42595028159378e-09	1.91571782595861e-05	52.5423728813559	209	-48206	ENSMUST00000223786.1	-
chr13	117997289	117997289	+	1.74211849105843e-06	0.00364638360740177	35.6081894821357	210	-39325	ENSMUST00000157530.1	+
chr13	119453700	119453700	+	5.0123109848067e-06	0.00982285494074286	-41.3194444444444	211	4272	ENSMUST00000173339.1	+
chr13	119599209	119599209	+	1.53207093614404e-06	0.00323164953224347	-33.8817954455706	212	-7441	ENSMUST00000178948.1	+
chr13	119602269	119602269	+	1.57171172539759e-10	4.64683815177016e-07	51.3059360730594	213	-4381	ENSMUST00000178948.1	+
chr13	119602791	119602791	+	4.81977195470998e-16	2.45647641593469e-12	63.1446540880503	214	-3859	ENSMUST00000178948.1	+
chr13	119603089	119603089	+	7.71019095236272e-07	0.00168071290685601	-44.047619047619	215	-3561	ENSMUST00000178948.1	+
chr14	6654948	6654948	+	1.72547169393613e-07	0.000401283124143422	49.8684210526316	216	20937	ENSMUST00000178788.1	-
chr14	14048235	14048235	+	8.28726208453689e-11	2.50273749025684e-07	-37.4436090225564	217	35093	ENSMUST00000226073.1	+
chr14	14904513	14904513	+	7.39685512468253e-07	0.00161591840481097	-38.0208333333333	218	-26062	ENSMUST00000136826.2	+
chr14	15549346	15549346	+	4.14945343851103e-21	4.04488338944227e-17	69.6060420493978	219	52678	ENSMUST00000223575.1	-
chr14	22947396	22947396	+	4.58301851029977e-28	1.4531203859017e-23	76.8292682926829	220	19472	ENSMUST00000225436.1	+
