chr	start	end	strand	pvalue	qvalue	meth.diff	target.row	dist.to.feature	feature.name	feature.strand
chr14	45718001	45719000	*	5.29240773333552e-12	7.9672719340821e-09	-28.4638213680045	59	-4678	ENSMUST00000117292.1	-
chr14	45724001	45725000	*	7.29904338144545e-28	1.33997642331737e-23	-33.3171540670631	60	-10678	ENSMUST00000117292.1	-
chr14	45745001	45746000	*	8.84848039538604e-23	7.96692957187743e-19	-35.3796487603306	61	-8689	ENSMUST00000131006.1	+
chr14	45766001	45767000	*	1.35418761249135e-25	1.84063397811497e-21	-36.0962868473347	62	11314	ENSMUST00000131006.1	+
chr14	45813001	45814000	*	4.85485808706749e-12	7.35557847387375e-09	-26.81111530715	63	44547	ENSMUST00000121261.1	-
chr14	45825001	45826000	*	1.35668347912431e-17	5.72473867746136e-14	-26.4296533903591	64	32547	ENSMUST00000121261.1	-
chr14	45873001	45874000	*	6.08689378088955e-10	5.25616489292004e-07	-28.5906521934153	65	-14456	ENSMUST00000121261.1	-
chr14	46002001	46003000	*	6.13199880090011e-23	5.5923236843797e-19	-32.7404479578393	66	-10965	ENSMUST00000226359.1	-
chr14	46079001	46080000	*	5.68363053153426e-21	3.99716171002493e-17	-38.4082397003745	67	-4028	ENSMUST00000227415.1	+
chr14	46380001	46381000	*	1.15775840686433e-20	7.79328548881381e-17	29.9480723839496	68	-127	ENSMUST00000147092.1	+
chr14	46418001	46419000	*	3.39482686457305e-15	9.39114762471829e-12	-31.0343035343035	69	-17855	ENSMUST00000144439.1	+
chr14	46495001	46496000	*	4.57438283153917e-10	4.07196416469708e-07	-27.2364782301113	70	13775	ENSMUST00000227282.1	+
chr14	46587001	46588000	*	3.19650091988595e-13	6.01667889440833e-10	-27.1902190219022	71	0	ENSMUST00000227803.1	-
chr14	46632001	46633000	*	9.01908099019206e-14	1.90571567635667e-10	-26.494035844872	72	1594	ENSMUST00000228452.1	-
chr14	46772001	46773000	*	7.42016856228266e-27	1.1919362729509e-22	-29.0571037003198	73	7263	ENSMUST00000227583.1	-
chr14	46939001	46940000	*	6.07358335693743e-28	1.12967454127163e-23	-30.2486077669616	74	14929	ENSMUST00000184478.1	-
chr14	47021001	47022000	*	1.7127318702975e-26	2.57562992848453e-22	-30.0669506999391	75	19638	ENSMUST00000226684.1	+
chr14	47031001	47032000	*	1.26643956218918e-20	8.48445500897702e-17	-34.2368636217799	76	29638	ENSMUST00000226684.1	+
chr14	47073001	47074000	*	5.88260324755478e-30	1.37906679585969e-25	-29.422275163788	77	-3562	ENSMUST00000227848.1	+
chr14	47534001	47535000	*	9.309852803065e-20	5.43812750278406e-16	-26.8575485822773	78	-6980	ENSMUST00000228568.1	+
chr14	47605001	47606000	*	4.52648639889818e-26	6.59646743644613e-22	-33.0215274936527	79	-34353	ENSMUST00000226299.1	-
chr14	47755001	47756000	*	2.18031382066401e-12	3.53447130533653e-09	-27.910071942446	80	1487	ENSMUST00000228096.1	-
chr14	47791001	47792000	*	4.1757839747933e-22	3.39242857272822e-18	-36.5927152317881	81	9466	ENSMUST00000228127.1	-
chr14	47962001	47963000	*	1.59709013349739e-12	2.65602671147832e-09	-25.6825515016133	82	1984	ENSMUST00000228393.1	+
chr14	48053001	48054000	*	1.6833909277108e-09	1.29694422691576e-06	-25.3865182436611	83	5992	ENSMUST00000228584.1	+
chr14	48156001	48157000	*	2.19432411772493e-32	6.59971005201888e-28	-49.9518857674996	84	-11273	ENSMUST00000227362.1	+
chr14	48177001	48178000	*	6.20141879769097e-15	1.62136600891596e-11	-26.0437051532942	85	-7006	ENSMUST00000228519.1	+
chr14	48287001	48288000	*	3.7716083837774e-35	1.33287228786829e-30	-30.2421527684225	86	59802	ENSMUST00000181413.2	+
chr14	48405001	48406000	*	8.90306942911093e-27	1.39836062985998e-22	-30.9294078838859	87	-2618	ENSMUST00000182522.1	+
chr14	48415001	48416000	*	1.92650701201138e-26	2.86661207679274e-22	-37.9735730024043	88	6385	ENSMUST00000182522.1	+
chr14	48427001	48428000	*	1.02121739773694e-23	1.03854505476687e-19	-29.622163990235	89	-18124	ENSMUST00000227440.1	+
chr14	48765001	48766000	*	2.30020923589724e-14	5.42828270856279e-11	-28.7932907097829	90	3459	ENSMUST00000175376.1	-
chr14	48770001	48771000	*	5.13867249686047e-16	1.65089784481633e-12	-29.1020852785559	91	-544	ENSMUST00000175376.1	-
chr14	48876001	48877000	*	1.78109145393753e-10	1.79709080434458e-07	-26.4965081476555	92	-1586	ENSMUST00000227742.1	+
chr14	49147001	49148000	*	2.65470051385315e-20	1.69038058843269e-16	-27.6287188443355	93	-24226	ENSMUST00000153488.8	+
chr14	49221001	49222000	*	4.67187457717865e-40	2.87134433293611e-35	-57.1553528474587	94	105	ENSMUST00000228809.1	+
chr14	49257001	49258000	*	3.65107115062352e-13	6.78199674519405e-10	-25.4764271206949	95	-11528	ENSMUST00000022398.14	-
chr14	49275001	49276000	*	1.20405474812564e-10	1.27684453684598e-07	-25.7232401157184	96	23274	ENSMUST00000227634.1	-
chr14	49402001	49403000	*	3.06471032380694e-13	5.80354099496346e-10	-31.3463529892216	97	-87793	ENSMUST00000135254.1	-
chr14	49458001	49459000	*	7.83690748172423e-12	1.13157661900258e-08	-27.4211583346903	98	61170	ENSMUST00000158791.1	-
chr14	49489001	49490000	*	1.18359753882288e-14	2.92502755731386e-11	-28.7927565392354	99	30170	ENSMUST00000158791.1	-
chr14	49494001	49495000	*	4.84814146561992e-10	4.29941041442392e-07	-31.0871775320879	100	25170	ENSMUST00000158791.1	-
chr14	49600001	49601000	*	9.98666623906158e-12	1.40607588627193e-08	-28.0788177339901	101	-26684	ENSMUST00000158562.1	-
chr14	49670001	49671000	*	3.29447698979327e-20	2.03568903886617e-16	-40.7033248081841	102	42623	ENSMUST00000115992.3	-
chr14	49679001	49680000	*	2.30700717453899e-08	1.23588964556711e-05	-25.7379263762243	103	33623	ENSMUST00000115992.3	-
chr14	49685001	49686000	*	4.24608564937207e-24	4.56263408150298e-20	-48.0513389049974	104	27623	ENSMUST00000115992.3	-
chr14	49755001	49756000	*	6.54277183693408e-24	6.90206292938678e-20	-37.351422102731	105	-3455	ENSMUST00000177321.1	-
chr14	49760001	49761000	*	5.52316172230297e-22	4.38621276999449e-18	-34.7277424483307	106	-8455	ENSMUST00000177321.1	-
chr14	49942001	49943000	*	1.49483443372471e-16	5.2695151578423e-13	-29.6950315164998	107	-10215	ENSMUST00000206058.1	-
chr14	50478001	50479000	*	3.08459660125008e-08	1.56903187479335e-05	-27.8963110667996	108	5265	ENSMUST00000213903.1	+
chr14	50683001	50684000	*	2.07419130315754e-26	3.05421435013357e-22	-33.2748002990595	109	-1357	ENSMUST00000078075.4	-
chr14	50804001	50805000	*	5.06871664045755e-47	4.47816372862417e-42	-29.8437335022701	110	2733	ENSMUST00000227614.1	-
chr14	50866001	50867000	*	1.70104450577353e-13	3.36774656756398e-10	-26.3697470864162	111	-3324	ENSMUST00000227351.1	+
chr14	50904001	50905000	*	3.54053579909801e-86	2.50242420242846e-80	42.0246173396655	112	-6495	ENSMUST00000227271.1	-
chr14	51001001	51002000	*	1.22213670120424e-31	3.25961159586083e-27	-35.0084598947063	113	-3927	ENSMUST00000228496.1	-
chr14	51028001	51029000	*	7.88357487154252e-10	6.58634954118538e-07	-26.5351860152398	114	12870	ENSMUST00000064214.3	-
chr14	51077001	51078000	*	1.06529247230731e-17	4.61926837959545e-14	-26.9287888609007	115	-2567	ENSMUST00000216202.1	-
chr14	51099001	51100000	*	2.14052335037442e-28	4.51613696284086e-24	-25.5710659898477	116	2644	ENSMUST00000169895.2	+
chr14	51110001	51111000	*	2.91193980514938e-15	8.13492987688278e-12	-40.6992132931402	117	-3426	ENSMUST00000100645.4	+
chr14	51306001	51307000	*	6.76813750464529e-24	7.08691693303637e-20	-29.9018592734257	118	-4497	ENSMUST00000186974.1	+
chr14	51315001	51316000	*	9.58525002205045e-19	4.85647524834492e-15	-32.4577152036285	119	542	ENSMUST00000228121.1	+
chr14	51333001	51334000	*	4.90480454349115e-22	3.96191901670936e-18	-33.208818286673	120	11490	ENSMUST00000228344.1	-
chr14	51337001	51338000	*	2.38163391829457e-14	5.60173386782557e-11	-32.5637978837775	121	7490	ENSMUST00000228344.1	-
chr14	51361001	51362000	*	8.67584378867675e-22	6.73848511259396e-18	-39.6803254867771	122	0	ENSMUST00000162998.1	+
chr14	51397001	51398000	*	1.24464982217963e-16	4.4655288238641e-13	-25.8495558495558	123	-12820	ENSMUST00000159674.3	+
chr14	51631001	51632000	*	1.42087752564529e-11	1.91836790844909e-08	-28.1154611811546	124	3630	ENSMUST00000226595.1	-
chr14	51788001	51789000	*	8.81363778672614e-12	1.25340306215586e-08	-26.6151713210537	125	4754	ENSMUST00000166834.1	-
chr14	51840001	51841000	*	1.57617750769615e-08	8.98411665314361e-06	-25.4041040926287	126	1004	ENSMUST00000164700.1	+
chr14	51860001	51861000	*	4.68380135144209e-12	7.11165571999103e-09	-30.7160038222017	127	6235	ENSMUST00000074477.6	+
chr14	52038001	52039000	*	1.52228470414732e-22	1.32832028990243e-18	-41.5441783649876	128	854	ENSMUST00000216907.1	-
chr14	52358001	52359000	*	3.65947500297155e-15	1.0005762249456e-11	-30.3030303030303	129	-1594	ENSMUST00000215147.1	-
chr14	52416001	52417000	*	9.29761827385065e-19	4.76194710485044e-15	-35.492239227179	130	-1629	ENSMUST00000215928.2	-
chr14	52445001	52446000	*	8.18692320202664e-12	1.17850428539974e-08	-26.5636472099853	131	1952	ENSMUST00000206718.1	+
chr14	53563001	53564000	*	1.00442608312275e-35	3.83740993283304e-31	-30.6142008269668	132	3327	ENSMUST00000103653.2	+
chr14	53628001	53629000	*	9.79294332620866e-13	1.6799949136571e-09	-34.8489666136725	133	-5829	ENSMUST00000103658.3	+
chr14	53629001	53630000	*	3.59784197536493e-09	2.51525991976842e-06	-26.9870856077753	134	-4829	ENSMUST00000103658.3	+
chr14	53672001	53673000	*	5.49661236944355e-16	1.75393430312051e-12	-26.7751657625075	135	-3141	ENSMUST00000103662.5	+
chr14	53683001	53684000	*	1.01734419484404e-22	9.10191471200778e-19	-42.2073026244929	136	0	ENSMUST00000103663.5	+
chr14	53804001	53805000	*	5.87430212126131e-35	1.93112221909124e-30	-27.1476230191827	137	-1639	ENSMUST00000103672.8	+
chr14	54078001	54079000	*	1.89091345431944e-15	5.48863850641593e-12	-28.4504968715495	138	3098	ENSMUST00000103679.2	+
chr14	54279001	54280000	*	3.78207848901712e-16	1.2375670221078e-12	-30.1009928770181	139	2926	ENSMUST00000059996.6	-
chr14	54323001	54324000	*	8.10886524726701e-11	9.02564608368593e-08	-25.6804301646309	140	324	ENSMUST00000196803.1	-
chr14	54363001	54364000	*	5.23627169573418e-39	2.55238458058252e-34	-34.2829707816821	141	1958	ENSMUST00000196882.1	+
chr14	54370001	54371000	*	1.30578987634267e-23	1.27299656684086e-19	-39.7501308215594	142	2372	ENSMUST00000228719.1	+
chr14	54462001	54463000	*	2.74627052217372e-28	5.5458384275818e-24	-44.8079042670446	143	-1137	ENSMUST00000022782.9	+
chr14	54472001	54473000	*	2.08398799808898e-20	1.363839924736e-16	-30.4842062906579	144	-3100	ENSMUST00000164766.7	+
chr14	54496001	54497000	*	4.45446080100574e-28	8.50913392753157e-24	-37.6695254431103	145	16457	ENSMUST00000139964.1	-
chr14	54557001	54558000	*	4.02868927471244e-17	1.56884155660493e-13	-32.3054439166971	146	-2386	ENSMUST00000228043.1	-
chr14	54600001	54601000	*	5.53834675078427e-23	5.11694382976214e-19	-26.1397568328261	147	4994	ENSMUST00000022786.5	-
chr14	54617001	54618000	*	7.47702842747891e-21	5.15581241767532e-17	27.2101265822785	148	9	ENSMUST00000227257.1	-
chr14	54669001	54670000	*	1.31650476111639e-24	1.55082618553066e-20	-34.0027176334313	149	-4325	ENSMUST00000141993.1	-
chr14	54744001	54745000	*	2.5611782235036e-30	6.24214344255656e-26	-30.338229912698	150	-31828	ENSMUST00000064290.7	-
chr14	54765001	54766000	*	5.75573343435962e-17	2.18715554334017e-13	-25.9375	151	15931	ENSMUST00000022787.7	-
chr14	54793001	54794000	*	3.72503538915414e-27	6.48669545248159e-23	-35.8946537778655	152	-11056	ENSMUST00000226646.1	-
chr14	54803001	54804000	*	1.02895088618573e-13	2.13584371458031e-10	-30.022517276186	153	2097	ENSMUST00000227919.1	-
chr14	54807001	54808000	*	9.57047690193953e-18	4.18844671252095e-14	-39.0778472278594	154	-906	ENSMUST00000227919.1	-
chr14	54848001	54849000	*	7.3671608285193e-08	3.27796923608114e-05	-25.7099757329311	155	8197	ENSMUST00000176259.2	-
chr14	54889001	54890000	*	3.90587640959827e-23	3.63242659396175e-19	-38.2528392174694	156	-2500	ENSMUST00000140691.7	+
chr14	54943001	54944000	*	3.08615549744422e-24	3.40823688466762e-20	-27.4257215487143	157	512	ENSMUST00000228731.1	-
chr14	54959001	54960000	*	1.62331538965583e-16	5.6799364709852e-13	-28.9906382978723	158	-1095	ENSMUST00000131892.1	-
chr14	54976001	54977000	*	3.07776950727535e-20	1.9250835850476e-16	-27.2899303853319	159	0	ENSMUST00000085949.4	+
chr14	55013001	55014000	*	5.47905955835677e-09	3.64133360217766e-06	-25.033456005353	160	-1454	ENSMUST00000022815.9	+
chr14	55058001	55059000	*	3.47413359876793e-15	9.59176415720926e-12	-30.1843822537555	161	2510	ENSMUST00000185121.7	+
chr14	57572001	57573000	*	1.05536633296131e-08	6.35370549301495e-06	27.171307220387	162	389	ENSMUST00000180397.2	+
chr14	60959001	60960000	*	1.97557309145164e-10	1.97081196072373e-07	-27.5377656042497	163	15886	ENSMUST00000225501.1	-
chr14	60971001	60972000	*	5.93905581319651e-28	1.11938138555584e-23	-29.7670441556615	164	3886	ENSMUST00000225501.1	-
chr14	61042001	61043000	*	1.25022121432108e-17	5.32317467810712e-14	-31.6179420023124	165	3470	ENSMUST00000111234.9	-
chr14	61196001	61197000	*	1.27406877778176e-10	1.34403324764834e-07	-26.9923111714157	166	2530	ENSMUST00000229692.1	+
chr14	61721001	61722000	*	6.40723954192591e-21	4.46166399114883e-17	-43.1989965465563	167	37493	ENSMUST00000194021.1	+
chr14	61743001	61744000	*	3.21615884243708e-16	1.07224386668533e-12	-27.2074566260613	168	59493	ENSMUST00000194021.1	+
chr14	61745001	61746000	*	3.39914517319575e-16	1.12792974944984e-12	-31.7826225568335	169	61493	ENSMUST00000194021.1	+
chr14	61771001	61772000	*	2.34436359470298e-20	1.50943579250715e-16	-27.9395727756752	170	87493	ENSMUST00000194021.1	+
chr14	61800001	61801000	*	1.35644086541463e-15	4.04524156506627e-12	-28.7063304439191	171	116493	ENSMUST00000194021.1	+
chr14	63193001	63194000	*	5.31221525240263e-65	1.2515446597573e-59	31.7596513281948	172	0	ENSMUST00000223723.1	-
chr14	63565001	63566000	*	4.72649823174628e-35	1.62958710881715e-30	-44.7882187938289	173	-21020	ENSMUST00000058679.6	-
chr14	64228001	64229000	*	4.17663222059479e-16	1.36351611642358e-12	-36.9648040638607	174	111689	ENSMUST00000225122.1	+
chr14	64232001	64233000	*	3.08076140682076e-22	2.54673579334335e-18	-29.810702625341	175	115689	ENSMUST00000225122.1	+
chr14	64271001	64272000	*	4.72371185908165e-09	3.19338516090996e-06	-32.7639751552795	176	144949	ENSMUST00000210428.1	-
chr14	64563001	64564000	*	2.6209763677319e-13	5.00672021378895e-10	-29.4584969409186	177	-23331	ENSMUST00000185812.1	+
chr14	65334001	65335000	*	2.33602316318752e-24	2.64173389913842e-20	-37.0345037239702	178	7672	ENSMUST00000223901.1	+
chr14	65602001	65603000	*	9.77631693339844e-20	5.64067561981636e-16	-32.1597987660556	179	-2267	ENSMUST00000079469.6	+
chr14	65668001	65669000	*	4.35813369601769e-18	1.9808979269292e-14	-31.8915980742351	180	1566	ENSMUST00000069226.6	+
chr14	66359001	66360000	*	1.39278534398001e-17	5.85958485915356e-14	-35.9416811498248	181	14622	ENSMUST00000147477.1	+
chr14	66371001	66372000	*	8.38174651034412e-35	2.69279804427662e-30	-49.2759295499022	182	26622	ENSMUST00000147477.1	+
chr14	66462001	66463000	*	8.58573118402214e-11	9.51148987142604e-08	-25.6910569105691	183	117622	ENSMUST00000147477.1	+
chr14	66518001	66519000	*	4.14547584356086e-28	8.13886471658397e-24	-40.2676399026764	184	72696	ENSMUST00000158112.1	-
chr14	66565001	66566000	*	1.59685342622213e-26	2.42719150418893e-22	-30.5338486666104	185	25696	ENSMUST00000158112.1	-
chr14	66569001	66570000	*	3.11857715183141e-18	1.45012301897169e-14	-38.3388282162236	186	21696	ENSMUST00000158112.1	-
chr14	66697001	66698000	*	7.90002840223348e-30	1.75108101721063e-25	-25.6509650692608	187	61447	ENSMUST00000161339.1	+
chr14	66756001	66757000	*	7.38087637921928e-12	1.07672821054506e-08	-27.357099488247	188	-27480	ENSMUST00000071522.3	+
chr14	66759001	66760000	*	2.77816840917286e-40	1.78508057948525e-35	-44.0372670807453	189	-24480	ENSMUST00000071522.3	+
chr14	66954001	66955000	*	1.63928235762939e-14	3.96791952257667e-11	-33.4240150093809	190	-12182	ENSMUST00000224795.1	+
chr14	67169001	67170000	*	2.59544437330037e-10	2.50094159037603e-07	-26.3930348258706	191	0	ENSMUST00000225163.1	+
chr14	67222001	67223000	*	1.33223768901896e-13	2.69803904584916e-10	-27.0617568085923	192	10130	ENSMUST00000175861.1	-
chr14	67241001	67242000	*	1.35050606434804e-30	3.40902706409975e-26	-34.4530564702837	193	6359	ENSMUST00000176029.1	+
chr14	67501001	67502000	*	2.1811957180018e-31	5.70982521320077e-27	-31.8512130130602	194	24130	ENSMUST00000223991.1	+
chr14	67873001	67874000	*	1.59268470738999e-13	3.17993680841675e-10	-33.9031907179115	195	-13257	ENSMUST00000183732.1	-
chr14	67901001	67902000	*	2.58597664953181e-13	4.95324916055739e-10	-28.8884075013926	196	31433	ENSMUST00000039135.5	-
chr14	68391001	68392000	*	4.58312265162172e-09	3.11024175342065e-06	25.1739106238522	197	-69631	ENSMUST00000225482.1	+
chr14	68407001	68408000	*	2.35648032479106e-08	1.25748784874605e-05	-25.6656346749226	198	-53631	ENSMUST00000225482.1	+
chr14	68415001	68416000	*	2.58582469643692e-07	9.27030961671599e-05	-29.7991071428571	199	-45631	ENSMUST00000225482.1	+
chr14	68500001	68501000	*	5.94029203467492e-17	2.24521601493177e-13	-28.309451400495	200	8972	ENSMUST00000128069.1	-
chr14	68561001	68562000	*	8.14154503304821e-24	8.4005592571204e-20	-34.5880918345912	201	20096	ENSMUST00000022641.8	-
chr14	68592001	68593000	*	3.08488428485961e-21	2.23628012579211e-17	-39.6004333836759	202	-9907	ENSMUST00000022641.8	-
chr14	68596001	68597000	*	1.6679446952639e-23	1.60393309700572e-19	-51.2083427794151	203	-13907	ENSMUST00000022641.8	-
chr14	68607001	68608000	*	9.49207490720097e-15	2.38751868244383e-11	-34.7344194779238	204	15755	ENSMUST00000230006.1	-
chr14	68646001	68647000	*	4.23244625674603e-16	1.37855361062173e-12	-39.0361445783133	205	8783	ENSMUST00000224131.1	-
chr14	68688001	68689000	*	2.77713956329317e-09	2.00291985394567e-06	-26.2710797885729	206	-32160	ENSMUST00000224039.1	-
chr14	68690001	68691000	*	2.17512564490181e-12	3.53010912819911e-09	-33.3526383526384	207	-34160	ENSMUST00000224039.1	-
chr14	68692001	68693000	*	6.98901806125868e-20	4.15108038147596e-16	-39.5046524356869	208	-36160	ENSMUST00000224039.1	-
chr14	68728001	68729000	*	8.20892265040372e-25	1.00034570461433e-20	-46.1105904404873	209	-2954	ENSMUST00000224710.1	+
chr14	68737001	68738000	*	1.13943230331845e-21	8.56747046284398e-18	-34.2504656352002	210	5049	ENSMUST00000224710.1	+
chr14	68741001	68742000	*	2.98515781646445e-10	2.81685034389897e-07	-26.2614867082376	211	9049	ENSMUST00000224710.1	+
chr14	68770001	68771000	*	1.78997238456138e-16	6.20166217517596e-13	-32.9573934837093	212	38049	ENSMUST00000224710.1	+
chr14	68776001	68777000	*	1.24741735497399e-15	3.76780021267402e-12	-28.8129044721337	213	44049	ENSMUST00000224710.1	+
chr14	68985001	68986000	*	2.39415690637164e-15	6.82327492549108e-12	-25.0867292094205	214	-43238	ENSMUST00000014957.9	+
